Matchup,DET @ CLE
Pitcher,Tanner Bibee
Pitcher Team,CLE
Opposing Team,DET

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,9.1,1.61,="11-38",.289,.737,0.448,4,5,0,5,7.1,4,.357,1.094
Batting Second,7.2,2.09,="13-35",.371,.686,0.315,3,2,0,7,12.8,3,.410,1.096
Batting Third,9.1,1.07,="9-35",.257,.371,0.114,1,1,0,4,13.5,1,.297,.668
Batting Fourth,9.1,1.18,="8-34",.235,.353,0.118,1,1,0,2,29.7,3,.297,.650
Batting Fifth,9.0,0.89,="4-30",.133,.133,0.000,0,0,0,1,22.9,4,.229,.362
Batting Sixth,8.2,1.04,="7-33",.212,.303,0.091,1,0,0,3,25.7,2,.257,.560
Batting Seventh,8.1,1.08,="7-30",.233,.533,0.300,3,0,0,5,18.8,2,.281,.814
Batting Eighth,8.0,0.75,="5-28",.179,.250,0.071,0,2,0,3,36.7,1,.200,.450
Batting Ninth,6.2,1.65,="7-26",.269,.269,0.000,0,0,0,3,16.7,4,.367,.636

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Kevin McGonigle LHB,Batting First ​,="37-119",.311,.479,0.168,3,9,1,11,13.0,18,.406,.885
Gleyber Torres RHB,Batting Second ​,="26-83",.313,.398,0.085,2,1,0,9,15.0,21,.449,.847
Riley Greene LHB,Batting Third ​,="4-13",.308,.615,0.307,1,1,0,2,29.4,3,.412,1.027
Dillon Dingler RHB,Batting Fourth ​,="16-55",.291,.545,0.254,3,5,0,10,22.4,2,.316,.861
Kerry Carpenter LHB,Batting Fifth ​,="2-6",.333,.333,0.000,0,0,0,1,12.5,2,.500,.833
Colt Keith LHB,Batting Sixth ​,="4-17",.235,.412,0.177,1,0,0,5,5.6,0,.222,.634
Spencer Torkelson RHB,Batting Seventh ​,="18-84",.214,.405,0.191,4,4,0,9,34.3,14,.333,.738
Zach McKinstry LHB,Batting Eighth ​,="7-53",.132,.208,0.076,1,1,0,1,21.7,6,.220,.428
James Outman LHB,Batting Ninth ​,="10-48",.208,.333,0.125,0,4,1,3,38.8,1,.224,.557
