Matchup,HOU @ TOR
Pitcher,Shane Bieber
Pitcher Team,TOR
Opposing Team,HOU

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jeremy Pena RHB,,N/A,17,18,4.20,2,2,0.267,0.389,0.667,0.400,0.440,16.7%,31.7%,16.7%,16.5%,84.7,244.6,3,2,-,-,50.0%,33.3%,33.3%,72.4,14.7%,14.7%,5.9%,82.9%,41.7%,20.0%,25.0%,16.7%,58.3%,8.3%,33.3%,28.6%
Jose Altuve RHB,,+540,19,15,4.00,2,3,0.214,0.267,0.714,0.500,0.408,6.7%,30.4%,26.7%,14.3%,88.6,320.5,4,2,30.0%,20.0%,40.0%,30.0%,50.0%,69.0,5.0%,30.0%,15.0%,87.0%,30.0%,66.7%,20.0%,50.0%,80.0%,20.0%,-,33.3%
Isaac Paredes RHB,,+490,22,17,4.00,1,2,0.286,0.412,0.643,0.357,0.444,11.8%,30.4%,29.4%,9.2%,83.7,308.9,3,2,-,-,33.3%,44.4%,66.7%,68.3,6.7%,33.3%,-,68.2%,33.3%,33.3%,33.3%,33.3%,44.4%,33.3%,22.2%,16.7%
Yordan Alvarez LHB,,+260,35,17,4.20,1,1,0.353,0.353,0.588,0.235,0.408,-,17.5%,23.5%,8.9%,89.3,285.7,3,1,7.7%,7.7%,23.1%,46.2%,53.8%,75.1,45.7%,22.9%,11.4%,87.5%,38.5%,20.0%,46.2%,15.4%,30.8%,30.8%,38.5%,35.7%
Yainer Diaz RHB,,+790,17,16,4.00,1,1,0.438,0.438,0.750,0.312,0.512,-,13.8%,18.8%,8.2%,92.0,285.1,2,2,7.7%,7.7%,15.4%,38.5%,61.5%,72.5,25.0%,41.7%,16.7%,92.3%,30.8%,25.0%,38.5%,30.8%,30.8%,61.5%,7.7%,30.0%
Christian Walker RHB,,+420,30,16,4.00,1,2,0.200,0.250,0.533,0.333,0.331,6.2%,33.3%,31.2%,18.8%,96.6,316.8,5,3,-,-,40.0%,70.0%,30.0%,73.8,40.0%,28.0%,28.0%,92.6%,50.0%,20.0%,30.0%,20.0%,50.0%,10.0%,40.0%,23.1%
Taylor Trammell LHB,—,N/A,24,18,1.80,0,1,0.176,0.222,0.235,0.059,0.206,5.6%,48.4%,44.4%,25.0%,94.2,267.3,2,1,11.1%,-,11.1%,44.4%,33.3%,73.7,33.3%,16.7%,10.0%,96.8%,44.4%,0.0%,22.2%,33.3%,44.4%,22.2%,33.3%,28.6%
Christian Vazquez RHB,—,N/A,14,15,3.40,0,0,0.071,0.133,0.071,-,0.103,6.7%,12.5%,13.3%,6.8%,80.2,296.5,1,1,-,-,-,16.7%,33.3%,64.8,-,33.3%,-,84.4%,33.3%,0.0%,8.3%,50.0%,16.7%,25.0%,58.3%,30.8%
Brice Matthews RHB,—,N/A,25,15,2.80,0,0,0.154,0.267,0.154,-,0.205,13.3%,37.0%,13.3%,16.7%,85.8,275.1,3,2,9.1%,-,9.1%,45.5%,27.3%,74.0,39.1%,21.7%,13.0%,92.0%,27.3%,0.0%,27.3%,45.5%,36.4%,45.5%,18.2%,31.2%
Joey Loperfido LHB,,+880,15,14,2.40,0,1,0.200,0.429,0.400,0.200,0.367,28.6%,26.1%,-,10.7%,86.9,267.6,2,1,10.0%,-,-,20.0%,30.0%,71.1,9.5%,28.6%,9.5%,91.3%,50.0%,0.0%,10.0%,30.0%,10.0%,50.0%,40.0%,53.8%
Jake Meyers RHB,,+980,20,11,3.20,0,0,0.100,0.182,0.100,-,0.140,9.1%,21.4%,27.3%,10.0%,88.7,301.8,3,0,-,-,-,42.9%,28.6%,65.6,-,20.0%,8.0%,92.6%,28.6%,0.0%,28.6%,42.9%,-,85.7%,14.3%,25.0%
Cam Smith RHB,,+610,19,11,3.60,0,0,0.273,0.273,0.455,0.182,0.312,-,26.9%,18.2%,11.9%,96.4,270.2,1,0,11.1%,11.1%,22.2%,66.7%,44.4%,76.7,68.0%,24.0%,20.0%,96.2%,11.1%,0.0%,33.3%,55.6%,55.6%,33.3%,11.1%,26.3%
Raynel Delgado LHB,,N/A,-,3,2.75,0,0,0.667,0.667,0.667,-,0.593,-,16.7%,-,9.1%,79.8,182.0,0,0,-,-,33.3%,-,66.7%,72.0,-,-,-,100.0%,-,-,66.7%,33.3%,66.7%,33.3%,-,50.0%
