Matchup,TEX @ CLE
Pitcher,MacKenzie Gore
Pitcher Team,TEX
Opposing Team,CLE

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,56.0,233,0.223,0.286,0.360,0.137,1.20,3,0.48,8.6%,24.9%,22.3%,21.1%,12.3%,8.36,60.5%,7.1%,5.6%,45.0%,26.9%,7.0%,19.4%
vsLHB,10.0,52,0.318,0.384,0.455,0.136,2.20,0,-,15.4%,22.0%,11.5%,10.5%,10.1%,5.40,71.2%,8.6%,2.6%,44.7%,21.1%,-,21.1%
vsRHB,46.0,181,0.198,0.258,0.335,0.138,0.98,3,0.59,6.6%,25.7%,25.4%,24.3%,13.0%,9.00,57.5%,6.7%,6.6%,45.1%,28.7%,8.6%,18.9%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Daniel Schneemann LHB,—,N/A,10,14,2.80,1,1,0.083,0.214,0.333,0.250,0.243,14.3%,50.0%,28.6%,24.6%,92.3,288.1,4,1,12.5%,12.5%,25.0%,50.0%,-,69.9,3.7%,25.9%,3.7%,96.4%,62.5%,62.5%,20.0%,-,25.0%,50.0%,25.0%,25.0%,33.3%
Kyle Manzardo LHB,,+406,5,17,3.00,0,0,0.091,0.353,0.091,-,0.247,23.5%,36.8%,17.6%,14.3%,83.6,252.2,1,0,-,-,11.1%,22.2%,22.2%,69.5,5.9%,41.2%,5.9%,89.5%,44.4%,22.2%,0.0%,22.2%,55.6%,55.6%,22.2%,22.2%,57.1%
Travis Bazzana LHB,,+800,8,16,4.40,0,0,0.071,0.188,0.071,-,0.137,12.5%,17.9%,25.0%,7.6%,86.3,201.0,1,0,-,-,-,50.0%,20.0%,68.6,14.3%,19.0%,9.5%,84.0%,10.0%,-,-,10.0%,80.0%,50.0%,30.0%,20.0%,25.0%
Steven Kwan LHB,,+1500,9,16,3.80,0,0,0.067,0.125,0.067,-,0.096,6.2%,27.3%,12.5%,12.0%,81.7,264.3,2,0,-,-,7.7%,23.1%,23.1%,63.0,-,56.2%,-,80.0%,61.6%,38.5%,0.0%,23.1%,30.8%,23.1%,53.8%,23.1%,14.3%
Austin Hedges RHB,,+900,5,14,2.60,0,1,0.154,0.214,0.231,0.077,0.201,7.1%,28.1%,14.3%,18.0%,80.9,284.8,2,2,18.2%,-,9.1%,27.3%,18.2%,70.6,10.7%,17.9%,7.1%,90.3%,45.5%,45.5%,0.0%,-,36.4%,54.5%,27.3%,18.2%,60.0%
Brayan Rocchio SHB,,+1000,9,14,3.80,0,0,0.286,0.286,0.286,-,0.254,-,30.3%,21.4%,20.8%,83.7,206.4,2,0,-,-,36.4%,27.3%,45.5%,69.0,3.2%,16.1%,3.2%,93.9%,63.7%,27.3%,0.0%,36.4%,18.2%,36.4%,36.4%,27.3%,18.2%
Chase DeLauter LHB,,+680,11,13,3.60,0,0,0.417,0.462,0.417,-,0.392,7.7%,22.7%,15.4%,10.9%,93.5,223.1,0,0,-,-,10.0%,50.0%,20.0%,71.0,15.0%,35.0%,25.0%,90.9%,30.0%,10.0%,0.0%,20.0%,60.0%,10.0%,60.0%,30.0%,23.1%
David Fry RHB,,+800,12,13,1.80,0,0,-,0.385,-,-,0.250,38.5%,28.6%,23.1%,10.4%,79.4,208.1,1,0,-,-,20.0%,40.0%,20.0%,71.2,18.5%,7.4%,-,96.4%,60.0%,40.0%,0.0%,20.0%,20.0%,20.0%,60.0%,20.0%,21.4%
Patrick Bailey SHB,—,N/A,8,10,3.00,0,0,0.125,0.300,0.125,-,0.219,20.0%,50.0%,50.0%,21.3%,94.4,-,0,0,-,-,-,33.3%,-,73.6,37.5%,18.8%,6.2%,80.0%,-,-,-,-,100.0%,-,33.3%,66.7%,50.0%
Gabriel Arias RHB,,+770,4,10,3.40,0,0,0.300,0.300,0.300,-,0.267,-,27.3%,40.0%,14.0%,93.2,217.7,0,0,-,-,-,50.0%,50.0%,73.3,21.1%,21.1%,10.5%,86.4%,50.0%,-,-,50.0%,50.0%,33.3%,33.3%,33.3%,30.0%
Rhys Hoskins RHB,,+440,21,6,3.00,0,0,0.200,0.333,0.400,0.200,0.320,16.7%,41.2%,66.7%,15.9%,97.7,300.0,0,0,-,-,100.0%,100.0%,100.0%,70.6,6.2%,6.2%,-,100.0%,100.0%,-,-,100.0%,-,100.0%,-,-,11.1%
Kahlil Watson LHB,,+560,-,4,3.40,0,0,-,-,-,-,-,-,50.0%,50.0%,20.0%,96.2,320.8,1,1,-,-,-,50.0%,50.0%,73.8,25.0%,50.0%,25.0%,66.7%,100.0%,50.0%,0.0%,50.0%,-,-,50.0%,50.0%,50.0%
Cooper Ingle LHB,—,N/A,-,2,3.50,0,0,-,-,-,-,-,-,50.0%,50.0%,25.0%,84.0,-,0,0,-,-,-,-,-,67.9,-,-,-,100.0%,-,-,-,-,100.0%,100.0%,-,-,50.0%
