Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-09-14 00:00:00,Coors Field,SD  @ COL,8:40,+27%,+29%,+18%,+36%,+0.60,+1.01,+1.88,+3.16,+20%,+31%,+16%,+33%,+0.45,+1.07,+1.70,+2.88,+6%,-2%,+2%,+3%,+0.14,-0.07,+0.18,+0.29
2026-09-14 00:00:00,Wrigley Field,ATL @ CHC,7:40,+14%,-5%,-4%,+2%,+0.32,-0.17,-0.44,+0.21,-2%,-10%,-3%,-6%,-0.04,-0.34,-0.33,-0.53,+16%,+5%,-1%,+8%,+0.36,+0.18,-0.12,+0.75
2026-09-14 00:00:00,Great American BP,LAD @ CIN,6:40,-4%,+2%,-2%,+1%,-0.08,+0.06,-0.22,+0.09,+14%,+2%,-1%,+9%,+0.30,+0.07,-0.10,+0.80,-17%,0%,-1%,-8%,-0.38,-0.01,-0.12,-0.71
2026-09-14 00:00:00,Angel Stadium,SEA @ LAA,9:38,-4%,-7%,-3%,-6%,-0.08,-0.25,-0.35,-0.55,-8%,-5%,+1%,-4%,-0.18,-0.16,+0.14,-0.33,+5%,-3%,-5%,-2%,+0.10,-0.09,-0.48,-0.22
2026-09-14 00:00:00,Target Field,NYY @ MIN,7:40,-10%,+20%,-1%,+5%,-0.23,+0.71,-0.12,+0.40,-8%,+3%,+2%,+1%,-0.17,+0.10,+0.26,+0.08,-3%,+17%,-4%,+4%,-0.06,+0.61,-0.38,+0.32
2026-09-14 00:00:00,Chase Field,MIA @ ARI,9:40,-10%,+12%,+0%,+0%,-0.21,+0.41,+0.04,+0.02,-9%,+14%,+1%,+2%,-0.20,+0.47,+0.07,+0.13,-1%,-2%,0%,-1%,-0.02,-0.06,-0.03,-0.11
2026-09-14 00:00:00,Citi Field,BAL @ NYM,7:10,-10%,-19%,-3%,-11%,-0.23,-0.66,-0.36,-0.94,-2%,-19%,-4%,-8%,-0.04,-0.65,-0.45,-0.69,-9%,0%,+1%,-3%,-0.19,-0.01,+0.09,-0.26
2026-09-14 00:00:00,Busch Stadium,SF  @ STL,7:45,-11%,-1%,+5%,-4%,-0.25,-0.02,+0.54,-0.39,-10%,-4%,+4%,-6%,-0.22,-0.16,+0.41,-0.54,-2%,+4%,+1%,+2%,-0.04,+0.14,+0.13,+0.15
2026-09-14 00:00:00,Rogers Centre,DET @ TOR,7:07,-18%,-10%,+6%,-10%,-0.41,-0.37,+0.64,-0.84,+6%,-2%,-2%,-1%,+0.14,-0.06,-0.22,-0.12,-24%,-9%,+8%,-8%,-0.55,-0.31,+0.87,-0.73
2026-09-14 00:00:00,Progressive Field,CHW @ CLE,6:40,-27%,+2%,-7%,-13%,-0.61,+0.08,-0.73,-1.15,-2%,+1%,-3%,0%,-0.05,+0.05,-0.27,-0.04,-25%,+1%,-4%,-13%,-0.56,+0.04,-0.46,-1.11
