Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Munetaka Murakami,LHB,CWS,Jared Jones,R,32.6,47.4,27.7,50.7,40.8
Corey Seager,LHB,TEX,Logan Gilbert,R,37,52.2,14,36.3,35.2
Kyle Schwarber,LHB,PHI,Cristian Javier,R,36.5,38.4,30.7,32.8,34.5
Yainer Diaz,RHB,HOU,Zack Wheeler,R,24.3,30.1,31.8,44.5,33.6
Ben Rice,LHB,NYY,Ryan Feltner,R,35.3,21.3,30.6,53.8,33.6
Drake Baldwin,LHB,ATL,Nick Martinez,R,40.2,28.2,39.9,30.6,33.5
Hunter Goodman,RHB,COL,Max Fried,L,36.5,34,36.7,24.8,32.8
Henry Davis,RHB,PIT,Hagen Smith,L,31.1,39.3,6.5,49.5,31.2
Edmundo Sosa,RHB,PHI,Cristian Javier,R,29.6,33.7,17.5,44,31
Justin Foscue,RHB,TEX,Logan Gilbert,R,28.4,27.6,19.2,51,31
Bryce Harper,LHB,PHI,Cristian Javier,R,33.3,27.4,29.1,30.7,29.3
Evan Carter,LHB,TEX,Logan Gilbert,R,37,33.5,12.7,40.2,29.3
Austin Wells,LHB,NYY,Ryan Feltner,R,27.3,15.5,23.8,55.1,29.1
Brandon Lowe,LHB,PIT,Hagen Smith,L,41.9,24.2,26,33.9,28.9
Derek Hill,RHB,PHI,Cristian Javier,R,14.1,26.3,22.5,43.8,28.3
Oneil Cruz,LHB,PIT,Hagen Smith,L,43.5,23.3,10.1,50.9,28.3
Cal Raleigh,SHB,SEA,Jacob deGrom,R,36.9,24,20,40.2,28.1
Esmerlyn Valdez,RHB,PIT,Hagen Smith,L,20.9,28.7,38.3,16.2,27.7
Wyatt Langford,RHB,TEX,Logan Gilbert,R,36.2,9.6,25.6,52.2,27.7
Colson Montgomery,LHB,CWS,Jared Jones,R,22.3,16.4,19,51.2,26.5
Randal Grichuk,RHB,CWS,Jared Jones,R,39.4,11.1,19.8,50.5,26.4
Julio Rodriguez,RHB,SEA,Jacob deGrom,R,34.1,24.6,12.8,42.2,26.4
Spencer Jones,LHB,NYY,Ryan Feltner,R,26.6,21.6,16,45.2,26.3
Bryson Stott,LHB,PHI,Cristian Javier,R,33.2,21.5,14.2,44.8,26.3
Joc Pederson,LHB,TEX,Logan Gilbert,R,27.1,20.6,25.1,32.3,25.5
Jose Altuve,RHB,HOU,Zack Wheeler,R,15.4,27.9,32.6,16.5,25.2
Ryan Vilade,RHB,TB,Martin Perez,L,49.7,17.3,16.5,36.8,25.2
Kyle Karros,RHB,COL,Max Fried,L,43.8,20.8,8.2,43.8,25.1
Danny Jansen,RHB,TEX,Logan Gilbert,R,42.9,10.9,18,44.4,24.6
Bryan Reynolds,SHB,PIT,Hagen Smith,L,31.8,12.8,14.3,50.7,24.6
Austin Riley,RHB,ATL,Nick Martinez,R,30,21.9,19.4,29.1,23.8
Ryan McMahon,LHB,NYY,Ryan Feltner,R,34.1,17.4,8.9,46,23.7
Dominic Canzone,LHB,SEA,Jacob deGrom,R,18.9,24.5,21.9,26.6,23.7
Mauricio Dubon,RHB,ATL,Nick Martinez,R,35,17.1,20.8,31,23.5
Jazz Chisholm Jr.,LHB,NYY,Ryan Feltner,R,44.9,8.9,8.9,50.2,22.8
Ezequiel Duran,RHB,TEX,Logan Gilbert,R,48.8,5.4,22.2,37.1,22.7
Brenton Doyle,RHB,CWS,Jared Jones,R,30.8,23.3,11.7,31.6,22.6
Jake Burger,RHB,TEX,Logan Gilbert,R,41.9,18.6,10.1,34.2,22.3
Miguel Vargas,RHB,CWS,Jared Jones,R,31.2,20.9,16.6,27.7,22.3
Heliot Ramos,RHB,NYY,Ryan Feltner,R,37.3,26,6.9,28.7,22.1
Cole Carrigg,SHB,COL,Max Fried,L,28.2,17,31.1,15.7,22
Jeremy Pena,RHB,HOU,Zack Wheeler,R,59.4,7,19.5,29.6,21.6
Braden Montgomery,SHB,CWS,Jared Jones,R,33.2,6.8,15.8,44,21.4
Yordan Alvarez,LHB,HOU,Zack Wheeler,R,22,27.8,9.8,25.6,21.3
JP Crawford,LHB,SEA,Jacob deGrom,R,26.8,14,3.6,50,21.2
Aaron Judge,RHB,NYY,Ryan Feltner,R,46,22.5,13.9,18.4,21.2
Luis Garcia Jr.,LHB,NYY,Ryan Feltner,R,31.9,12.1,20.4,30.2,21.1
Cody Bellinger,LHB,NYY,Ryan Feltner,R,20,9.2,15.7,44.3,21
Lane Thomas,RHB,ATL,Nick Martinez,R,41.7,16.9,11,29.9,20.9
Brandon Nimmo,LHB,TEX,Logan Gilbert,R,30.8,16.6,9.2,37,20.9
Ronald Acuna Jr.,RHB,ATL,Nick Martinez,R,30,19,18.2,22.4,20.7
Christian Walker,RHB,HOU,Zack Wheeler,R,24.6,16.8,14.2,32.1,20.6
Ozzie Albies,SHB,ATL,Nick Martinez,R,39,11.6,24.7,21.1,20.6
Cole Young,LHB,SEA,Jacob deGrom,R,14.7,14.7,14.9,37,20.3
Matt Olson,LHB,ATL,Nick Martinez,R,16.3,19.9,21.1,21.1,20.2
Kyle Teel,LHB,CWS,Jared Jones,R,32.8,18.5,18.5,18.5,19.9
Jonathan Aranda,LHB,TB,Martin Perez,L,29.6,10.2,17.7,31.7,19.8
George Lombard Jr.,RHB,NYY,Ryan Feltner,R,34.7,8.7,19.7,29.3,19.8
Isaac Paredes,RHB,HOU,Zack Wheeler,R,27.7,9.8,16.5,34.7,19.8
Andrew Benintendi,LHB,CWS,Jared Jones,R,20,21.8,24.1,10.5,19.5
