Matchup,SF @ SEA
Pitcher,Logan Webb
Pitcher Team,SF
Opposing Team,SEA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,100.1,411,0.236,0.281,0.349,0.113,1.16,8,0.72,6.3%,19.9%,19.5%,17.9%,9.6%,7.18,63.0%,5.4%,5.3%,40.9%,19.9%,13.3%,12.0%
vsLHB,60.0,253,0.252,0.295,0.363,0.111,1.27,5,0.75,6.7%,19.6%,19.8%,17.7%,9.2%,7.50,61.4%,5.0%,6.5%,39.1%,22.3%,12.2%,14.7%
vsRHB,39.2,158,0.211,0.260,0.327,0.116,1.01,3,0.68,5.7%,20.4%,19.0%,18.2%,10.3%,6.81,65.4%,6.1%,3.4%,43.6%,16.2%,15.8%,7.7%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Randy Arozarena RHB,,+750,24,4.40,10,2,2,93.3,274.6,2,2,20.0%,-,-,50.0%,40.0%,72.2,42.9%,42.9%,21.4%,87.5%,50.0%,40.0%,50.0%,10.0%,40.0%,-,60.0%,40.0%,30.0%
Cole Young LHB,,+900,13,3.60,10,2,2,91.3,310.0,4,2,-,-,20.0%,50.0%,40.0%,71.9,25.0%,43.8%,12.5%,88.9%,50.0%,30.0%,33.3%,20.0%,40.0%,30.0%,30.0%,40.0%,33.3%
Mitch Garver RHB,—,N/A,21,2.80,10,1,1,90.0,241.9,2,1,10.0%,10.0%,30.0%,40.0%,80.0%,70.9,-,40.0%,20.0%,100.0%,80.0%,20.0%,50.0%,60.0%,20.0%,40.0%,50.0%,10.0%,71.4%
Dominic Canzone LHB,,+500,12,4.20,10,1,1,87.4,364.0,2,1,10.0%,-,-,40.0%,-,76.2,76.9%,46.2%,7.7%,86.7%,20.0%,20.0%,50.0%,-,80.0%,50.0%,40.0%,10.0%,25.0%
Colt Emerson LHB,,+1000,12,3.60,10,0,0,87.9,339.5,3,3,10.0%,-,-,50.0%,30.0%,71.8,21.1%,31.6%,5.3%,100.0%,40.0%,30.0%,0.0%,10.0%,60.0%,20.0%,80.0%,-,57.1%
JP Crawford LHB,,+980,29,4.40,10,0,0,95.3,303.4,2,1,10.0%,10.0%,20.0%,50.0%,40.0%,72.4,25.0%,66.7%,41.7%,92.3%,40.0%,-,-,40.0%,60.0%,40.0%,50.0%,10.0%,12.5%
Weston Wilson RHB,—,N/A,7,2.40,10,0,0,83.8,166.8,0,0,-,-,-,20.0%,30.0%,71.0,7.1%,35.7%,7.1%,100.0%,40.0%,20.0%,0.0%,20.0%,50.0%,10.0%,40.0%,50.0%,60.0%
Josh Naylor LHB,,+750,18,4.00,10,0,0,83.8,252.3,1,1,-,-,10.0%,30.0%,30.0%,70.7,8.3%,41.7%,16.7%,92.3%,20.0%,10.0%,0.0%,10.0%,80.0%,40.0%,40.0%,20.0%,44.4%
Luke Raley LHB,,+523,23,3.40,10,0,1,85.2,224.8,1,1,20.0%,10.0%,10.0%,40.0%,40.0%,75.8,66.7%,33.3%,33.3%,85.7%,50.0%,10.0%,0.0%,40.0%,30.0%,30.0%,30.0%,40.0%,60.0%
Cal Raleigh SHB,,+430,19,4.20,10,0,2,87.1,261.0,4,1,10.0%,10.0%,40.0%,30.0%,50.0%,77.5,80.0%,25.0%,10.0%,95.2%,80.0%,40.0%,0.0%,40.0%,10.0%,40.0%,40.0%,20.0%,66.7%
Miles Mastrobuoni LHB,—,N/A,8,2.40,10,0,0,90.1,323.8,4,2,-,-,-,20.0%,30.0%,67.5,-,66.7%,16.7%,100.0%,50.0%,30.0%,0.0%,20.0%,50.0%,30.0%,60.0%,10.0%,42.9%
Victor Robles RHB,,+1350,10,3.00,10,0,0,68.4,214.2,2,0,-,-,10.0%,20.0%,30.0%,67.2,6.2%,18.8%,6.2%,88.9%,40.0%,-,-,40.0%,30.0%,10.0%,80.0%,10.0%,44.4%
Buddy Kennedy RHB,—,N/A,3,2.00,5,0,0,69.3,210.4,0,0,-,-,20.0%,20.0%,20.0%,71.4,12.5%,12.5%,12.5%,88.9%,20.0%,20.0%,0.0%,-,60.0%,60.0%,-,40.0%,50.0%
