Matchup,KC @ NYM
Pitcher,Sean Manaea
Pitcher Team,NYM
Opposing Team,KC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,46.0,191,0.233,0.307,0.407,0.174,1.13,5,0.98,6.3%,21.1%,21.5%,16.3%,10.7%,8.02,52.6%,7.4%,4.5%,37.9%,24.2%,15.6%,23.5%
vsLHB,18.2,70,0.179,0.196,0.224,0.045,0.80,1,0.48,4.3%,26.1%,30.0%,24.7%,12.8%,10.12,61.4%,7.7%,4.4%,28.9%,11.1%,20.0%,8.9%
vsRHB,27.1,121,0.267,0.372,0.524,0.257,1.35,4,1.32,7.4%,18.5%,16.5%,12.0%,9.6%,6.59,47.5%,7.3%,4.6%,42.5%,31.0%,14.8%,31.0%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Carter Jensen LHB,,+515,18,23,4.80,2,2,0.409,0.435,0.773,0.364,0.515,4.3%,22.6%,30.4%,9.5%,92.5,270.7,5,2,13.3%,-,20.0%,46.7%,53.3%,72.4,22.2%,40.7%,14.8%,90.0%,73.3%,40.0%,33.3%,33.3%,20.0%,26.7%,33.3%,40.0%,20.0%
Jac Caglianone LHB,,+427,21,20,4.80,1,1,0.100,0.100,0.250,0.150,0.150,-,46.2%,40.0%,28.1%,90.4,357.7,3,1,8.3%,-,-,50.0%,8.3%,77.2,80.0%,20.0%,14.3%,89.7%,25.0%,25.0%,33.3%,-,75.0%,58.3%,41.7%,-,82.4%
Tyler Tolbert RHB,,+920,9,8,3.80,1,1,0.625,0.625,1.000,0.375,0.708,-,28.6%,12.5%,13.8%,84.7,317.5,3,1,-,-,14.3%,14.3%,42.9%,69.1,7.7%,38.5%,7.7%,92.9%,57.2%,42.9%,33.3%,14.3%,42.9%,42.9%,-,57.1%,25.0%
Michael Massey LHB,,+640,27,19,3.40,0,0,0.176,0.263,0.235,0.059,0.229,10.5%,19.2%,26.3%,9.1%,75.2,285.2,3,0,-,-,-,16.7%,25.0%,71.8,4.5%,18.2%,-,88.0%,41.7%,16.7%,0.0%,25.0%,33.3%,41.7%,41.7%,16.7%,43.8%
Starling Marte RHB,,+800,12,18,3.20,0,0,0.400,0.500,0.400,-,0.409,11.1%,29.0%,16.7%,16.1%,81.7,277.4,4,1,8.3%,-,16.7%,41.7%,50.0%,73.3,40.7%,29.6%,14.8%,87.1%,50.0%,8.3%,0.0%,41.7%,33.3%,33.3%,33.3%,33.3%,50.0%
Lane Thomas RHB,,+474,10,13,4.40,0,0,0.333,0.385,0.500,0.167,0.382,7.7%,22.7%,23.1%,9.6%,100.4,283.6,2,1,-,-,11.1%,66.7%,33.3%,74.5,52.4%,42.9%,23.8%,95.5%,44.4%,11.1%,0.0%,33.3%,55.6%,44.4%,55.6%,-,25.0%
Nick Loftin RHB,,+780,12,13,4.20,0,0,0.333,0.385,0.333,-,0.324,7.7%,11.8%,15.4%,4.3%,78.4,223.5,1,1,-,-,-,20.0%,20.0%,67.3,-,50.0%,7.1%,82.4%,20.0%,10.0%,0.0%,10.0%,60.0%,40.0%,30.0%,30.0%,14.3%
Isaac Collins SHB,,+675,15,13,3.40,0,0,0.273,0.385,0.455,0.182,0.369,7.7%,0.0%,7.7%,-,85.2,200.9,1,0,-,-,10.0%,20.0%,10.0%,72.8,34.8%,17.4%,4.3%,100.0%,60.0%,40.0%,0.0%,20.0%,30.0%,20.0%,20.0%,60.0%,40.0%
Kameron Misner LHB,—,N/A,3,10,2.00,0,1,0.100,0.100,0.200,0.100,0.127,-,44.4%,40.0%,25.0%,82.3,292.0,2,0,-,-,50.0%,16.7%,16.7%,74.5,43.8%,12.5%,-,88.9%,66.7%,50.0%,0.0%,16.7%,16.7%,50.0%,33.3%,16.7%,25.0%
Salvador Perez RHB,,+323,18,9,4.60,0,0,0.444,0.444,0.556,0.111,0.438,-,22.7%,22.2%,14.3%,96.5,222.3,1,1,14.3%,-,42.9%,57.1%,71.4%,72.5,18.2%,27.3%,22.7%,100.0%,85.7%,28.6%,0.0%,57.1%,-,42.9%,42.9%,14.3%,50.0%
Bobby Witt Jr. RHB,,+333,29,9,4.80,0,0,0.571,0.667,0.571,-,0.540,22.2%,23.1%,-,6.0%,95.5,309.6,1,0,-,-,-,85.7%,28.6%,74.4,30.0%,50.0%,30.0%,90.9%,28.6%,14.3%,0.0%,14.3%,71.4%,14.3%,28.6%,57.1%,11.1%
Josh Rojas LHB,—,N/A,2,6,2.40,0,0,-,-,-,-,-,-,30.0%,33.3%,20.0%,80.1,229.0,2,0,-,-,-,-,50.0%,66.8,10.0%,20.0%,-,100.0%,50.0%,50.0%,0.0%,-,25.0%,25.0%,25.0%,50.0%,66.7%
Luke Maile RHB,—,N/A,-,2,5.00,0,0,-,-,-,-,-,-,0.0%,-,-,77.5,321.5,1,0,-,-,50.0%,-,50.0%,62.4,-,50.0%,-,100.0%,50.0%,50.0%,0.0%,-,50.0%,50.0%,50.0%,-,33.3%
