Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Masyn Winn","STL","Jose Soriano","LAA","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","1"
"Heliot Ramos","SF","Michael Wacha","KC","3","1.000","1.00","1.00","2.00","1","1","1","0","2","1","6","0.0","1.000","0"
"Bryan Reynolds","PIT","Ryan Weathers","NYY","4","0.750","1.00","0.50","1.25","1","2","0","0","2","1","5","25.0","0.800","1"
"Joey Bart","ATL","JP Sears","SD","3","0.667","0.50","1.00","1.67","1","0","0","1","1","2","5","0.0","0.667","0"
"JJ Bleday","CIN","George Kirby","SEA","9","0.556","0.80","0.44","1.00","3","1","0","1","2","2","9","33.3","0.556","0"
"Caleb Durbin","BOS","Shane Baz","BAL","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"David Fry","CLE","Joe Ryan","MIN","2","0.500","0.00","1.50","2.00","0","0","0","1","1","3","4","0.0","0.500","0"
"Yordan Alvarez","HOU","Janson Junk","MIA","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","0.0","0.500","0"
"Cal Raleigh","SEA","Andrew Abbott","CIN","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.667","1"
"Francisco Lindor","NYM","Jacob Misiorowski","MIL","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Andrew Vaughn","MIL","Freddy Peralta","NYM","8","0.500","0.67","0.13","0.63","3","1","0","0","1","0","5","25.0","0.500","0"
"Michael Conforto","CHC","Jack Flaherty","DET","8","0.500","0.75","0.50","1.00","2","1","0","1","2","5","8","37.5","0.500","0"
"Brayan Rocchio","CLE","Joe Ryan","MIN","7","0.429","0.50","0.29","0.71","1","2","0","0","2","1","5","14.3","0.500","1"
"Randal Grichuk","CWS","Jacob deGrom","TEX","13","0.385","0.43","0.62","1.00","1","2","0","2","4","2","13","30.8","0.429","1"
"Junior Caminero","TB","Dylan Cease","TOR","8","0.375","0.43","0.13","0.50","2","1","0","0","1","0","4","12.5","0.375","0"
"Willy Adames","SF","Michael Wacha","KC","8","0.375","0.43","0.13","0.50","2","1","0","0","1","1","4","12.5","0.375","0"
