Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-09-22 00:00:00,Sutter Health Park,LAA @ ATH,9:40,+28%,+11%,+5%,+20%,+0.64,+0.37,+0.48,+1.73,+31%,+13%,+2%,+20%,+0.69,+0.47,+0.18,+1.74,-2%,-3%,+3%,0%,-0.05,-0.10,+0.30,-0.01
2026-09-22 00:00:00,Coors Field,ARI @ COL,8:40,+23%,+26%,+20%,+35%,+0.52,+0.91,+2.14,+3.11,+19%,+31%,+16%,+32%,+0.43,+1.07,+1.71,+2.84,+4%,-5%,+4%,+3%,+0.09,-0.16,+0.43,+0.27
2026-09-22 00:00:00,Dodger Stadium,SD  @ LAD,10:10,+20%,-9%,-6%,-1%,+0.44,-0.31,-0.59,-0.12,+19%,-4%,-5%,+1%,+0.43,-0.15,-0.54,+0.07,+0%,-5%,0%,-2%,+0.01,-0.16,-0.05,-0.19
2026-09-22 00:00:00,Truist Park,CIN @ ATL,7:15,+1%,-11%,+3%,-3%,+0.01,-0.37,+0.29,-0.25,-3%,-6%,+1%,-3%,-0.06,-0.20,+0.14,-0.27,+3%,-5%,+1%,+0%,+0.07,-0.17,+0.15,+0.02
2026-09-22 00:00:00,T-Mobile Park,HOU @ SEA,9:40,-3%,-18%,-7%,-12%,-0.06,-0.64,-0.77,-1.03,+1%,-15%,-6%,-8%,+0.02,-0.51,-0.65,-0.69,-4%,-4%,-1%,-4%,-0.08,-0.12,-0.12,-0.33
2026-09-22 00:00:00,Globe Life Field,NYM @ TEX,8:05,-12%,-7%,-1%,-7%,-0.26,-0.24,-0.12,-0.64,-11%,-7%,-1%,-7%,-0.25,-0.25,-0.10,-0.62,0%,+0%,0%,0%,-0.01,+0.00,-0.02,-0.02
2026-09-22 00:00:00,Kauffman Stadium,CHW @ KC,7:40,-17%,+3%,+0%,-6%,-0.37,+0.11,+0.04,-0.56,+12%,+3%,-1%,+4%,+0.26,+0.11,-0.09,+0.35,-28%,+0%,+1%,-10%,-0.63,+0.00,+0.14,-0.91
2026-09-22 00:00:00,Citizens Bank Park,MIL @ PHI,6:40,-18%,+1%,+6%,-2%,-0.41,+0.02,+0.63,-0.14,+15%,-3%,-2%,+5%,+0.33,-0.09,-0.19,+0.44,-33%,+3%,+8%,-7%,-0.74,+0.12,+0.82,-0.58
2026-09-22 00:00:00,Comerica Park,WAS @ DET,6:40,-20%,0%,+10%,-3%,-0.46,-0.02,+1.07,-0.29,-11%,+2%,+6%,-2%,-0.25,+0.05,+0.63,-0.14,-9%,-2%,+4%,-2%,-0.20,-0.07,+0.44,-0.15
2026-09-22 00:00:00,Oracle Park,MIN @ SF,9:45,-21%,+5%,+6%,-5%,-0.48,+0.19,+0.63,-0.40,-17%,+13%,+6%,+0%,-0.38,+0.46,+0.62,+0.00,-4%,-8%,+0%,-5%,-0.09,-0.27,+0.01,-0.40
2026-09-22 00:00:00,Oriole Park,TOR @ BAL,6:35,-28%,+18%,+13%,+5%,-0.64,+0.64,+1.37,+0.44,-4%,+8%,+6%,+5%,-0.08,+0.28,+0.67,+0.46,-25%,+10%,+7%,0%,-0.55,+0.36,+0.70,-0.02
2026-09-22 00:00:00,Yankee Stadium,TB  @ NYY,1:05,-28%,-2%,-9%,-16%,-0.63,-0.06,-0.96,-1.42,+5%,-11%,-5%,-4%,+0.12,-0.39,-0.58,-0.33,-34%,+10%,-4%,-12%,-0.76,+0.33,-0.38,-1.09
2026-09-22 00:00:00,Yankee Stadium,TB  @ NYY,7:05,-30%,-3%,-8%,-17%,-0.67,-0.09,-0.86,-1.46,+5%,-11%,-5%,-4%,+0.12,-0.39,-0.58,-0.33,-35%,+9%,-3%,-13%,-0.80,+0.30,-0.28,-1.13
2026-09-22 00:00:00,PNC Park,STL @ PIT,6:40,-33%,+5%,+0%,-11%,-0.74,+0.16,+0.02,-0.98,-15%,+11%,+0%,-1%,-0.34,+0.40,+0.01,-0.06,-18%,-7%,+0%,-10%,-0.40,-0.24,+0.01,-0.92
2026-09-22 00:00:00,Wrigley Field,MIA @ CHC,7:40,-33%,-14%,-3%,-21%,-0.74,-0.49,-0.28,-1.87,-2%,-11%,-3%,-7%,-0.05,-0.38,-0.31,-0.59,-31%,-3%,+0%,-15%,-0.69,-0.12,+0.04,-1.28
2026-09-22 00:00:00,Fenway Park,CLE @ BOS,6:45,-40%,+20%,+3%,-8%,-0.89,+0.69,+0.33,-0.74,-7%,+21%,+6%,+9%,-0.15,+0.73,+0.66,+0.77,-33%,-1%,-3%,-17%,-0.74,-0.05,-0.34,-1.51
