Matchup,NYY @ DET
Pitcher,Framber Valdez
Pitcher Team,DET
Opposing Team,NYY

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,83.2,367,0.249,0.314,0.378,0.129,1.35,9,0.97,8.7%,21.1%,18.3%,17.6%,9.8%,7.21,61.9%,7.5%,6.9%,42.3%,24.2%,14.3%,17.3%
vsLHB,20.2,89,0.256,0.303,0.378,0.122,1.31,2,0.87,6.7%,27.6%,28.1%,25.0%,13.1%,10.89,62.9%,6.7%,7.0%,35.1%,17.5%,20.0%,14.0%
vsRHB,63.0,278,0.247,0.317,0.379,0.132,1.37,7,1.00,9.4%,19.0%,15.1%,14.9%,8.8%,6.00,61.5%,7.7%,6.9%,44.3%,26.1%,13.2%,18.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jazz Chisholm Jr. LHB,,+790,27,14,3.60,2,2,0.231,0.286,0.692,0.462,0.410,7.1%,41.4%,50.0%,21.8%,101.5,295.2,2,2,33.3%,16.7%,33.3%,83.3%,16.7%,72.1,32.0%,24.0%,20.0%,89.3%,50.0%,66.7%,16.7%,33.3%,50.0%,50.0%,-,28.6%
Cody Bellinger LHB,,+660,21,12,4.20,1,1,0.417,0.417,0.667,0.250,0.472,-,33.3%,16.7%,20.0%,83.4,251.4,1,1,-,-,20.0%,10.0%,50.0%,68.8,4.5%,22.7%,4.5%,91.7%,20.0%,50.0%,40.0%,40.0%,60.0%,20.0%,20.0%,40.0%
Ben Rice LHB,,+490,17,15,4.40,0,0,0.214,0.267,0.286,0.071,0.247,6.7%,31.8%,26.7%,14.0%,88.8,191.2,0,0,-,-,20.0%,30.0%,30.0%,72.5,30.0%,20.0%,10.0%,90.9%,20.0%,0.0%,30.0%,30.0%,50.0%,10.0%,40.0%,53.3%
Amed Rosario RHB,,+875,24,13,2.60,0,0,0.167,0.231,0.167,-,0.187,7.7%,28.6%,15.4%,15.0%,85.3,233.0,2,0,-,-,20.0%,30.0%,50.0%,76.2,65.0%,25.0%,10.0%,100.0%,30.0%,0.0%,30.0%,40.0%,40.0%,60.0%,-,58.3%
Austin Wells LHB,,+830,18,13,3.20,0,1,0.083,0.154,0.083,-,0.118,7.7%,38.9%,38.5%,16.7%,84.1,244.0,1,1,14.3%,-,14.3%,42.9%,42.9%,70.7,-,15.4%,7.7%,92.9%,14.3%,0.0%,14.3%,57.1%,42.9%,57.1%,-,54.5%
Paul Goldschmidt RHB,,+600,14,11,3.80,0,0,0.556,0.636,0.667,0.111,0.557,18.2%,17.6%,-,6.1%,84.2,233.3,0,0,-,-,-,11.1%,44.4%,70.9,-,40.0%,6.7%,88.2%,-,-,44.4%,55.6%,11.1%,44.4%,44.4%,10.0%
Jose Caballero RHB,,+1140,16,11,4.00,0,0,0.125,0.273,0.125,-,0.199,18.2%,18.8%,18.2%,7.1%,76.4,213.6,0,0,-,-,14.3%,14.3%,14.3%,69.1,8.3%,16.7%,-,85.7%,28.6%,0.0%,-,42.9%,28.6%,57.1%,14.3%,20.0%
Ryan McMahon LHB,—,N/A,14,9,3.00,0,0,0.111,0.111,0.111,-,0.099,-,41.2%,44.4%,24.1%,88.7,239.5,1,0,-,-,40.0%,40.0%,40.0%,75.0,56.2%,12.5%,6.2%,94.1%,20.0%,0.0%,40.0%,40.0%,40.0%,40.0%,20.0%,42.9%
Jasson Dominguez SHB,,+820,7,9,4.00,0,0,0.444,0.444,0.778,0.333,0.522,-,31.2%,11.1%,15.2%,88.5,230.2,1,0,-,-,12.5%,37.5%,37.5%,74.2,21.4%,21.4%,14.3%,93.3%,12.5%,0.0%,37.5%,37.5%,50.0%,25.0%,25.0%,22.2%
Max Schuemann RHB,—,N/A,15,8,2.00,0,0,0.286,0.375,0.571,0.286,0.399,12.5%,30.0%,12.5%,12.5%,85.2,165.5,1,1,16.7%,16.7%,33.3%,33.3%,33.3%,71.4,11.1%,22.2%,22.2%,100.0%,16.7%,0.0%,16.7%,33.3%,50.0%,-,50.0%,40.0%
Anthony Volpe RHB,,+980,23,7,3.60,0,0,-,-,-,-,-,-,25.0%,28.6%,11.1%,84.3,295.4,0,0,-,-,-,20.0%,20.0%,67.8,-,30.0%,-,83.3%,-,-,20.0%,80.0%,60.0%,-,40.0%,12.5%
Ali Sanchez RHB,—,N/A,1,5,2.20,0,0,0.400,0.400,0.600,0.200,0.432,-,25.0%,20.0%,11.1%,88.7,254.4,0,0,-,-,25.0%,25.0%,75.0%,69.8,12.5%,25.0%,12.5%,100.0%,-,-,75.0%,25.0%,50.0%,25.0%,25.0%,42.9%
Spencer Jones LHB,—,N/A,-,2,3.20,0,0,-,-,-,-,-,-,66.7%,50.0%,30.8%,93.9,279.3,0,0,-,-,-,-,-,76.4,66.7%,16.7%,-,100.0%,100.0%,0.0%,-,-,-,-,100.0%,0.0%
