Matchup,BOS @ CLE
Pitcher,Parker Messick
Pitcher Team,CLE
Opposing Team,BOS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,64.1,250,0.209,0.262,0.322,0.113,1.04,6,0.84,7.6%,27.8%,28.0%,23.2%,13.5%,9.79,60.2%,8.1%,5.0%,32.5%,23.1%,16.2%,16.2%
vsLHB,16.0,66,0.220,0.269,0.288,0.068,1.19,1,0.56,9.1%,26.8%,21.2%,16.7%,12.5%,7.88,69.7%,11.3%,2.2%,26.7%,28.9%,7.7%,20.0%
vsRHB,47.2,184,0.205,0.260,0.333,0.129,1.01,5,0.94,7.1%,28.1%,30.4%,25.7%,13.9%,10.57,56.8%,6.9%,6.1%,34.8%,20.9%,20.8%,14.8%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Willson Contreras RHB,N/A,18,4.20,1,2,0.438,0.500,0.812,0.375,0.551,5.6%,21.9%,5.6%,11.5%,93.5,13.3%,6.7%,46.7%,46.7%,33.3%,75.9,64.5%,32.3%,19.4%,100.0%,26.7%,25.0%,20.0%,33.3%,66.7%,26.7%,6.7%,31.2%
Ceddanne Rafaela RHB,N/A,15,4.80,1,2,0.154,0.267,0.385,0.231,0.291,6.7%,34.5%,26.7%,14.7%,93.1,11.1%,-,-,55.6%,44.4%,69.2,-,30.8%,7.7%,92.9%,44.4%,25.0%,22.2%,33.3%,22.2%,33.3%,44.4%,25.0%
Wilyer Abreu LHB,N/A,20,4.40,0,0,0.450,0.450,0.600,0.150,0.458,-,25.0%,10.0%,12.1%,84.7,11.1%,-,11.1%,22.2%,27.8%,73.1,29.6%,37.0%,14.8%,84.4%,33.3%,0.0%,11.1%,44.4%,33.3%,33.3%,33.3%,19.0%
Caleb Durbin RHB,N/A,20,2.80,0,0,0.300,0.300,0.400,0.100,0.305,-,12.1%,15.0%,6.2%,83.2,-,-,5.9%,35.3%,35.3%,68.7,3.3%,40.0%,16.7%,96.8%,17.6%,0.0%,29.4%,35.3%,35.3%,52.9%,11.8%,40.0%
Andruw Monasterio RHB,N/A,17,2.40,0,0,0.250,0.294,0.375,0.125,0.292,5.9%,25.0%,29.4%,11.1%,86.8,-,-,18.2%,36.4%,45.5%,68.8,3.3%,30.0%,10.0%,93.8%,18.2%,0.0%,36.4%,36.4%,27.3%,45.5%,27.3%,31.2%
Jarren Duran LHB,N/A,17,5.00,0,0,0.143,0.294,0.143,-,0.219,17.6%,33.3%,29.4%,12.3%,90.0,-,-,11.1%,44.4%,44.4%,75.6,50.0%,19.2%,11.5%,96.3%,11.1%,0.0%,44.4%,33.3%,22.2%,66.7%,11.1%,19.0%
Connor Wong RHB,N/A,15,3.20,0,0,0.077,0.200,0.077,-,0.151,6.7%,25.0%,20.0%,12.5%,90.3,-,-,10.0%,30.0%,10.0%,71.3,8.0%,32.0%,4.0%,89.3%,50.0%,0.0%,10.0%,30.0%,10.0%,60.0%,30.0%,42.9%
Isiah Kiner-Falefa RHB,N/A,14,3.40,0,0,0.182,0.357,0.182,-,0.266,21.4%,7.1%,14.3%,3.5%,87.3,11.1%,-,22.2%,33.3%,44.4%,67.6,3.8%,26.9%,3.8%,92.9%,11.1%,0.0%,44.4%,33.3%,33.3%,44.4%,22.2%,26.7%
Carlos Narvaez RHB,N/A,11,4.00,0,0,0.400,0.455,0.500,0.100,0.417,9.1%,13.8%,-,7.8%,91.9,-,-,-,40.0%,40.0%,70.9,11.5%,26.9%,7.7%,96.3%,30.0%,0.0%,30.0%,40.0%,10.0%,60.0%,30.0%,36.4%
Masataka Yoshida LHB,N/A,10,3.40,0,0,-,0.100,-,-,0.065,10.0%,7.1%,10.0%,2.3%,91.2,-,-,12.5%,50.0%,25.0%,69.8,-,50.0%,8.3%,85.7%,12.5%,0.0%,25.0%,62.5%,37.5%,37.5%,25.0%,8.3%
Marcelo Mayer LHB,N/A,8,3.00,0,0,0.429,0.375,0.429,-,0.334,-,27.3%,-,15.0%,87.8,-,-,12.5%,37.5%,37.5%,72.6,30.0%,50.0%,10.0%,90.9%,37.5%,0.0%,25.0%,37.5%,12.5%,50.0%,37.5%,60.0%
Nick Sogard SHB,N/A,7,3.80,0,0,0.333,0.429,0.333,-,0.347,14.3%,9.1%,14.3%,2.7%,83.8,-,-,-,20.0%,20.0%,69.1,-,18.2%,9.1%,100.0%,40.0%,0.0%,20.0%,40.0%,40.0%,60.0%,-,25.0%
Mickey Gasper SHB,N/A,5,3.40,0,0,0.200,0.200,0.200,-,0.178,-,36.4%,40.0%,18.2%,70.6,-,-,-,-,-,72.2,-,10.0%,-,90.9%,33.3%,0.0%,-,33.3%,33.3%,33.3%,33.3%,28.6%
