Matchup,TB @ KC
Pitcher,Noah Cameron
Pitcher Team,KC
Opposing Team,TB

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,55.1,232,0.249,0.288,0.371,0.122,1.19,3,0.49,5.6%,23.8%,22.4%,16.5%,11.5%,8.46,58.2%,7.9%,5.5%,33.9%,23.0%,5.3%,17.0%
vsLHB,13.1,58,0.296,0.314,0.407,0.111,1.35,0,-,3.4%,22.3%,22.4%,15.7%,10.8%,8.78,58.6%,9.6%,7.0%,39.5%,20.9%,-,14.0%
vsRHB,42.0,174,0.233,0.280,0.358,0.126,1.14,3,0.64,6.3%,24.3%,22.4%,16.8%,11.8%,8.36,58.0%,7.2%,4.9%,32.0%,23.8%,6.9%,18.0%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ryan Vilade RHB,,+650,17,22,3.20,1,1,0.211,0.273,0.421,0.211,0.293,9.1%,30.4%,27.3%,17.1%,87.0,250.4,3,2,7.1%,7.1%,14.3%,28.6%,28.6%,75.8,59.5%,19.0%,9.5%,91.3%,50.0%,35.7%,20.0%,14.3%,35.7%,21.4%,35.7%,42.9%,21.1%
Ben Williamson RHB,,+1100,18,15,3.60,1,1,0.286,0.333,0.571,0.286,0.387,6.7%,7.7%,6.7%,3.7%,92.3,301.1,6,3,7.7%,-,7.7%,38.5%,46.2%,70.2,9.5%,47.6%,23.8%,87.5%,69.3%,38.5%,20.0%,30.8%,30.8%,23.1%,53.8%,23.1%,7.7%
Jonny DeLuca RHB,,+600,11,20,4.00,0,0,0.167,0.250,0.278,0.111,0.236,10.0%,33.3%,30.0%,16.5%,77.2,239.4,3,0,-,-,8.3%,25.0%,41.7%,74.3,45.5%,9.1%,3.0%,89.2%,41.7%,16.7%,0.0%,25.0%,25.0%,25.0%,66.7%,8.3%,22.7%
Yandy Diaz RHB,,+420,24,19,4.00,0,0,0.222,0.263,0.278,0.056,0.242,5.3%,16.2%,21.1%,7.0%,94.2,246.1,3,0,-,-,7.1%,42.9%,21.4%,74.5,56.2%,37.5%,18.8%,86.5%,57.1%,35.7%,0.0%,21.4%,35.7%,14.3%,35.7%,50.0%,14.3%
Nick Fortes RHB,,+960,10,19,3.00,0,1,0.267,0.421,0.400,0.133,0.375,5.3%,16.1%,10.5%,6.7%,74.1,238.0,1,1,-,-,8.3%,25.0%,8.3%,74.0,36.0%,16.0%,8.0%,86.2%,16.6%,8.3%,0.0%,8.3%,50.0%,41.7%,33.3%,25.0%,23.8%
Jonathan Aranda LHB,,+511,14,17,4.20,0,0,0.214,0.353,0.286,0.071,0.298,11.8%,32.3%,23.5%,15.9%,91.9,259.4,1,0,-,-,-,40.0%,20.0%,67.6,4.0%,32.0%,12.0%,83.3%,30.0%,20.0%,0.0%,10.0%,60.0%,40.0%,10.0%,50.0%,50.0%
Taylor Walls SHB,,+900,11,17,3.40,0,0,0.267,0.353,0.400,0.133,0.330,11.8%,22.6%,17.6%,10.0%,78.1,224.7,2,0,-,-,-,27.3%,18.2%,68.6,-,25.9%,3.7%,93.1%,45.5%,36.4%,0.0%,9.1%,18.2%,27.3%,45.5%,27.3%,50.0%
Cedric Mullins LHB,—,N/A,13,16,4.20,0,0,0.154,0.312,0.154,-,0.233,18.8%,36.7%,31.2%,18.6%,71.3,256.7,1,1,-,-,14.3%,14.3%,42.9%,70.0,4.0%,8.0%,-,89.3%,42.9%,14.3%,0.0%,28.6%,28.6%,28.6%,42.9%,28.6%,23.1%
Chandler Simpson LHB,,+2000,9,16,4.20,0,0,0.067,0.125,0.067,-,0.096,6.2%,11.5%,12.5%,5.6%,77.8,227.0,0,0,-,-,8.3%,8.3%,25.0%,64.2,-,36.4%,4.5%,88.0%,50.0%,33.3%,0.0%,16.7%,41.7%,41.7%,16.7%,41.7%,43.8%
Junior Caminero RHB,,+268,35,15,4.20,0,0,0.286,0.333,0.357,0.071,0.306,6.7%,38.5%,33.3%,18.2%,95.9,295.5,2,1,22.2%,-,33.3%,55.6%,44.4%,80.2,100.0%,21.7%,21.7%,88.5%,55.5%,11.1%,0.0%,44.4%,44.4%,66.7%,11.1%,22.2%,20.0%
