Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Randy Arozarena","SEA","Janson Junk","MIA","1","1.000","1.00","1.00","2.00","0","1","0","0","1","2","2","0.0","1.000","0"
"Isaac Collins","KC","Sean Manaea","NYM","3","0.667","1.00","0.33","1.00","1","1","0","0","1","0","3","33.3","0.667","0"
"Brett Baty","NYM","Michael Wacha","KC","3","0.667","0.67","0.33","1.00","1","1","0","0","1","2","3","0.0","0.667","0"
"J.T. Realmuto","PHI","Brady Singer","CIN","3","0.667","0.50","1.00","1.67","1","0","0","1","1","3","5","0.0","0.667","0"
"Nick Kurtz","ATH","Framber Valdez","DET","6","0.667","0.75","0.67","1.33","2","1","0","1","2","2","8","16.7","0.667","0"
"Jake Bauers","MIL","Andre Pallante","STL","5","0.600","1.00","0.20","0.80","2","1","0","0","1","2","4","40.0","0.750","3"
"Matt Olson","ATL","Mitch Keller","PIT","15","0.533","0.58","0.27","0.80","6","1","0","1","2","1","12","13.3","0.563","0"
"Kyle Farmer","ATL","Mitch Keller","PIT","15","0.533","0.62","0.07","0.60","7","1","0","0","1","1","9","13.3","0.611","3"
"Drew Gilbert","SF","Ryan Feltner","COL","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Spencer Steer","CIN","Jesus Luzardo","PHI","4","0.500","0.50","0.25","0.75","1","1","0","0","1","2","3","0.0","0.600","1"
"Ty France","SD","Merrill Kelly","ARI","6","0.500","0.75","0.17","0.67","2","1","0","0","1","2","4","33.3","0.500","0"
"Jackson Chourio","MIL","Andre Pallante","STL","8","0.500","0.50","0.25","0.75","3","0","1","0","1","3","6","12.5","0.643","5"
"Mauricio Dubon","ATL","Mitch Keller","PIT","13","0.462","0.45","0.38","0.85","3","2","0","1","3","3","11","7.7","0.500","1"
"Nolan Schanuel","LAA","Nathan Eovaldi","TEX","9","0.444","0.50","0.11","0.56","3","1","0","0","1","2","5","11.1","0.444","0"
"Daniel Schneemann","CLE","Bailey Ober","MIN","9","0.444","0.50","0.44","0.89","2","1","0","1","2","1","8","22.2","0.500","1"
"Gabriel Arias","CLE","Bailey Ober","MIN","9","0.444","0.50","0.22","0.67","2","2","0","0","2","2","6","11.1","0.444","0"
"Bo Bichette","NYM","Michael Wacha","KC","16","0.438","0.38","0.25","0.69","5","1","0","1","2","5","11","0.0","0.474","2"
"Austin Riley","ATL","Mitch Keller","PIT","12","0.417","0.56","0.25","0.67","3","1","1","0","2","5","8","25.0","0.500","1"
"Elly De La Cruz","CIN","Jesus Luzardo","PHI","5","0.400","1.00","0.40","0.80","1","0","1","0","1","1","4","60.0","0.400","0"
"Juan Soto","NYM","Michael Wacha","KC","10","0.400","0.57","0.10","0.50","3","1","0","0","1","2","5","30.0","0.455","1"
"Brice Turang","MIL","Andre Pallante","STL","15","0.400","0.46","0.07","0.47","5","1","0","0","1","1","7","13.3","0.438","1"
"Dansby Swanson","CHC","Trevor Rogers","BAL","15","0.400","0.50","0.40","0.80","2","3","0","1","4","3","12","26.7","0.471","1"
"Gavin Sheets","SD","Merrill Kelly","ARI","8","0.375","0.29","0.38","0.75","2","0","0","1","1","3","6","0.0","0.444","1"
"Josh Lowe","LAA","Nathan Eovaldi","TEX","11","0.364","0.36","0.09","0.45","3","1","0","0","1","0","5","0.0","0.462","2"
"Trent Grisham","NYY","Drew Rasmussen","TB","14","0.357","0.44","0.21","0.57","4","0","0","1","1","2","8","28.6","0.357","0"
"Fernando Tatis Jr.","SD","Merrill Kelly","ARI","31","0.355","0.44","0.42","0.77","6","1","0","4","5","6","24","35.5","0.412","3"
"Shea Langeliers","ATH","Framber Valdez","DET","23","0.348","0.47","0.17","0.52","6","1","0","1","2","1","12","30.4","0.375","1"
"Pete Crow-Armstrong","CHC","Trevor Rogers","BAL","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Andrew Vaughn","MIL","Andre Pallante","STL","3","0.333","0.00","1.00","1.33","0","0","0","1","1","3","4","0.0","0.333","0"
"Lawrence Butler","ATH","Framber Valdez","DET","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Jackson Merrill","SD","Merrill Kelly","ARI","6","0.333","0.33","0.17","0.50","1","1","0","0","1","1","3","0.0","0.333","0"
"Corbin Carroll","ARI","Griffin Canning","SD","6","0.333","0.20","0.50","0.83","1","0","0","1","1","1","5","0.0","0.333","0"
"Max Kepler","ARI","Griffin Canning","SD","6","0.333","0.40","0.17","0.50","1","1","0","0","1","1","3","16.7","0.429","1"
"Jacob Wilson","ATH","Framber Valdez","DET","9","0.333","0.38","0.11","0.44","2","1","0","0","1","0","4","11.1","0.333","0"
"Trea Turner","PHI","Brady Singer","CIN","9","0.333","0.43","0.11","0.44","2","1","0","0","1","1","4","22.2","0.333","0"
"Salvador Perez","KC","Sean Manaea","NYM","18","0.333","0.27","0.50","0.83","3","0","0","3","3","6","15","22.2","0.368","0"
"Luis Arraez","SF","Ryan Feltner","COL","13","0.308","0.33","0.15","0.46","2","2","0","0","2","1","6","7.7","0.308","0"
"Bobby Witt Jr.","KC","Sean Manaea","NYM","10","0.300","0.40","0.30","0.60","2","0","0","1","1","1","6","40.0","0.364","1"
"Esteury Ruiz","MIA","Bryce Miller","SEA","7","0.286","0.29","0.14","0.43","1","1","0","0","1","1","3","0.0","0.375","0"
"Oswald Peraza","LAA","Nathan Eovaldi","TEX","4","0.250","0.33","0.25","0.50","0","1","0","0","1","0","2","25.0","0.400","1"
