HR Split,Overall
Dates,="8/21/2026"
Games,15

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,8:40 PM,Tanner Gordon,vs,1.37,1.19,0.85,1.63,10.2%,15.4%,44.6%,36.0%,7.8%,733
2,9:40 PM,Connor Prielipp,@,1.19,0.87,0.94,1.73,7.0%,24.4%,43.6%,28.4%,7.6%,490
3,7:40 PM,Sean Manaea,@,1.17,0.34,1.11,1.36,10.7%,16.6%,43.5%,33.5%,9.1%,872
4,7:10 PM,Ryan Gusto,vs,1.09,0.32,1.36,1.59,8.6%,18.7%,45.5%,24.5%,9.5%,789
5,10:10 PM,Matthew Boyd,@,0.90,-0.89,1.18,1.63,10.1%,16.2%,32.7%,27.3%,8.3%,1254
6,8:15 PM,Reid Detmers,@,0.86,0.71,0.41,1.27,9.8%,17.2%,40.9%,33.1%,7.9%,949
7,8:40 PM,Joey Cantillo,@,0.75,0.02,0.74,1.20,9.5%,19.1%,44.4%,26.1%,8.2%,1041
8,7:15 PM,Freddy Peralta,@,0.74,0.51,0.67,1.63,8.0%,14.8%,39.2%,29.7%,6.1%,1466
9,9:40 PM,Nick Lodolo,@,0.69,-1.16,0.91,1.44,9.0%,20.5%,38.1%,21.9%,7.6%,1070
10,7:40 PM,Sean Burke,vs,0.40,0.96,-0.25,1.09,8.5%,12.6%,40.7%,32.8%,8.0%,1276
11,8:15 PM,MacKenzie Gore,vs,0.39,-0.07,0.40,1.19,9.0%,14.6%,38.5%,27.0%,7.6%,1398
12,10:10 PM,Emerson Hancock,vs,0.21,0.54,-0.06,1.25,6.9%,13.3%,37.1%,28.7%,8.0%,1045
13,8:10 PM,Hayden Wesneski,vs,0.01,1.22,-1.18,0.97,7.7%,11.3%,42.0%,27.5%,7.1%,321
14,7:10 PM,Brad Lord,@,-0.03,1.65,-1.09,1.08,6.8%,18.5%,36.1%,20.9%,8.0%,855
15,7:15 PM,Trevor Rogers,vs,-0.12,-1.35,0.36,0.85,8.2%,10.0%,40.1%,25.3%,8.8%,1072
16,6:40 PM,Hunter Dobbins,@,-0.12,-0.13,0.24,1.23,4.7%,17.0%,35.5%,27.4%,5.5%,585
17,4:10 PM,Jacob Misiorowski,vs,-0.19,0.53,-0.87,1.06,4.1%,20.5%,33.3%,27.6%,8.0%,950
18,7:05 PM,Mason Fluharty,@,-0.28,-0.50,0.64,0.90,6.7%,11.5%,31.9%,34.6%,6.4%,471
19,8:10 PM,J.T. Ginn,@,-0.31,0.24,-0.48,1.07,4.8%,17.3%,37.3%,22.7%,6.2%,1047
20,7:05 PM,Cam Schlittler,vs,-0.41,0.07,-0.66,0.73,7.4%,5.8%,42.6%,26.3%,7.9%,1073
21,10:10 PM,Yoshinobu Yamamoto,vs,-0.46,-0.47,0.04,0.83,6.5%,13.4%,37.6%,24.3%,5.9%,1515
22,7:10 PM,Sonny Gray,vs,-0.58,-0.74,0.65,0.81,5.3%,11.8%,38.9%,22.3%,7.4%,1414
23,9:40 PM,Eduardo Rodriguez,vs,-0.69,-0.71,-0.34,0.80,6.2%,9.2%,31.7%,28.4%,5.9%,1441
24,6:40 PM,Jesus Luzardo,vs,-0.78,-1.41,-0.23,0.64,6.4%,12.5%,34.1%,22.2%,6.6%,1547
25,8:10 PM,Troy Melton,@,-0.81,-0.02,-1.18,0.71,5.6%,9.0%,36.0%,24.5%,6.6%,662
26,8:10 PM,Noah Cameron,vs,-0.99,0.15,-0.92,0.54,5.2%,7.4%,36.4%,26.4%,7.2%,1267
27,10:10 PM,Bubba Chandler,@,-1.27,-0.28,-1.49,0.38,4.9%,5.6%,37.0%,26.6%,6.0%,758
28,4:10 PM,Chris Sale,@,-1.29,-0.70,-0.81,0.34,5.2%,5.9%,37.9%,24.8%,6.0%,1141
29,7:10 PM,Logan Webb,@,-1.45,-0.91,-0.93,0.33,5.2%,6.3%,35.4%,19.9%,6.6%,1536
30,9:40 PM,Joe Musgrove,vs,-,-,-,-,-,-,-,-,-,0
