Matchup,CIN @ SD
Pitcher,Michael King
Pitcher Team,SD
Opposing Team,CIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,74.0,295,0.208,0.286,0.342,0.135,1.12,8,0.97,9.8%,27.5%,23.1%,20.3%,12.4%,8.27,56.4%,6.3%,10.4%,35.4%,24.0%,15.2%,13.5%
vsLHB,47.1,184,0.193,0.259,0.313,0.120,0.99,5,0.95,8.2%,25.4%,21.7%,19.8%,11.5%,7.61,52.7%,5.3%,11.9%,34.9%,25.4%,15.6%,15.9%
vsRHB,25.2,111,0.234,0.330,0.394,0.160,1.40,3,1.05,12.6%,31.0%,25.2%,21.1%,13.7%,9.82,62.5%,8.1%,7.6%,36.4%,21.2%,14.3%,9.1%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Matt McLain RHB,,+790,22,28,4.00,2,2,0.240,0.321,0.560,0.320,0.374,10.7%,27.9%,25.0%,11.5%,92.6,310.0,6,3,17.6%,-,11.8%,64.7%,47.1%,71.8,12.8%,35.9%,20.5%,90.7%,29.4%,40.0%,23.5%,41.2%,23.5%,58.8%,17.6%,11.5%
Tyler Stephenson RHB,,+880,25,28,4.00,2,2,0.320,0.393,0.640,0.320,0.437,10.7%,19.6%,14.3%,8.3%,91.6,242.0,4,4,9.5%,4.8%,19.0%,47.6%,52.4%,72.4,29.7%,40.5%,16.2%,94.9%,28.6%,33.3%,23.8%,38.1%,28.6%,42.9%,28.6%,36.0%
JJ Bleday LHB,,+490,9,19,5.00,1,1,0.412,0.474,0.706,0.294,0.500,10.5%,13.2%,15.8%,6.2%,93.7,274.0,5,3,14.3%,-,35.7%,57.1%,64.3%,74.2,40.5%,27.0%,10.8%,97.4%,21.4%,33.3%,64.3%,7.1%,35.7%,57.1%,7.1%,40.0%
Will Benson LHB,,+308,23,15,2.40,1,1,0.333,0.333,0.600,0.267,0.403,-,50.0%,46.7%,22.8%,80.3,300.8,3,1,12.5%,12.5%,25.0%,25.0%,37.5%,74.6,47.6%,14.3%,9.5%,87.5%,37.5%,33.3%,12.5%,37.5%,37.5%,37.5%,25.0%,53.3%
Spencer Steer RHB,,+710,22,27,4.00,0,0,0.091,0.259,0.136,0.045,0.200,18.5%,25.6%,25.9%,10.8%,84.2,208.6,1,0,-,-,28.6%,28.6%,14.3%,71.0,9.8%,22.0%,9.8%,95.3%,14.3%,0.0%,14.3%,64.3%,64.3%,35.7%,-,26.1%
Blake Dunn RHB,,+1040,20,24,5.00,0,0,0.304,0.333,0.348,0.043,0.302,4.2%,18.2%,25.0%,7.1%,82.1,259.4,2,0,-,-,6.2%,18.8%,31.2%,70.4,9.7%,19.4%,3.2%,96.9%,25.0%,0.0%,18.8%,50.0%,31.2%,43.8%,25.0%,16.0%
Eugenio Suarez RHB,,+570,21,22,4.20,0,0,0.095,0.091,0.143,0.048,0.098,-,34.9%,31.8%,17.0%,88.5,211.1,2,0,-,-,21.4%,42.9%,14.3%,72.0,19.5%,22.0%,7.3%,95.3%,14.3%,0.0%,21.4%,42.9%,35.7%,35.7%,28.6%,46.2%
Nathaniel Lowe LHB,,+630,32,22,2.80,0,1,0.158,0.273,0.158,-,0.210,13.6%,10.8%,13.6%,4.4%,85.1,232.7,1,1,6.7%,-,-,33.3%,26.7%,75.1,48.4%,12.9%,12.9%,91.2%,13.3%,0.0%,13.3%,60.0%,33.3%,33.3%,33.3%,26.1%
Sal Stewart RHB,,+540,15,20,4.60,0,1,0.400,0.550,0.533,0.133,0.467,25.0%,26.9%,15.0%,8.0%,95.4,264.6,4,1,16.7%,-,8.3%,66.7%,50.0%,74.1,43.5%,34.8%,17.4%,95.8%,8.3%,0.0%,50.0%,33.3%,8.3%,58.3%,33.3%,25.0%
P.J. Higgins RHB,—,N/A,6,17,3.40,0,0,0.214,0.294,0.286,0.071,0.256,11.8%,19.2%,17.6%,7.0%,80.7,226.9,2,1,-,-,8.3%,16.7%,41.7%,66.1,-,34.8%,-,88.5%,33.3%,0.0%,25.0%,25.0%,25.0%,33.3%,41.7%,20.0%
Noelvi Marte RHB,—,N/A,8,15,3.40,0,0,0.462,0.533,0.462,-,0.443,13.3%,18.8%,13.3%,9.1%,89.3,215.2,0,0,-,-,9.1%,36.4%,18.2%,72.1,22.2%,22.2%,14.8%,87.1%,-,-,18.2%,81.8%,54.5%,36.4%,9.1%,42.9%
Edwin Arroyo SHB,,+1260,5,11,3.60,0,0,0.333,0.455,0.333,-,0.361,18.2%,25.7%,27.3%,15.5%,93.8,270.6,1,1,-,-,16.7%,33.3%,33.3%,69.1,9.7%,16.1%,-,93.9%,-,-,33.3%,66.7%,66.7%,33.3%,-,41.7%
Dane Myers RHB,—,N/A,4,8,2.40,0,0,0.143,0.250,0.143,-,0.192,12.5%,18.2%,50.0%,6.5%,88.9,213.6,1,0,-,-,-,-,-,71.2,27.3%,18.2%,-,100.0%,33.3%,0.0%,-,33.3%,33.3%,33.3%,33.3%,14.3%
