Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Austin Riley","ATL","Patrick Corbin","TOR","29","0.310","0.30","0.41","0.72","3","3","0","3","6","11","21","24.1","0.400","5"
"Ozzie Albies","ATL","Patrick Corbin","TOR","32","0.438","0.48","0.44","0.88","7","3","1","3","7","12","28","18.8","0.455","1"
"Riley Greene","DET","Nick Martinez","TB","4","0.500","0.00","1.50","2.00","0","0","0","2","2","3","8","25.0","0.500","0"
"Freddy Fermin","SD","Cristopher Sanchez","PHI","4","0.500","0.00","1.50","2.00","0","0","0","2","2","2","8","0.0","0.500","0"
"Colson Montgomery","CWS","Taj Bradley","MIN","5","0.400","0.00","1.20","1.60","0","0","0","2","2","6","8","20.0","0.429","1"
"Jo Adell","LAA","Michael Lorenzen","COL","11","0.545","0.67","0.55","1.09","4","0","0","2","2","3","12","27.3","0.583","1"
"Freddie Freeman","LAD","Zac Gallen","ARI","29","0.241","0.24","0.28","0.52","3","2","0","2","4","6","15","24.1","0.258","1"
"Jose Ramirez","CLE","Gerrit Cole","NYY","36","0.333","0.37","0.31","0.64","6","3","1","2","6","7","23","22.2","0.444","8"
"Seiya Suzuki","CHC","Jeffrey Springs","ATH","1","1.000","0.00","3.00","4.00","0","0","0","1","1","3","4","0.0","1.000","1"
"Mark Vientos","NYM","George Kirby","SEA","2","1.000","0.50","1.50","2.50","1","0","0","1","1","4","5","0.0","0.667","0"
"Myles Straw","TOR","Grant Holmes","ATL","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.667","1"
"Spencer Horwitz","PIT","Spencer Arrighetti","HOU","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","0.0","0.333","0"
"Keibert Ruiz","WSH","Max Meyer","MIA","3","1.000","1.00","1.33","2.33","1","1","0","1","2","1","7","0.0","1.000","0"
"Christian Walker","HOU","Paul Skenes","PIT","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Brent Rooker","ATH","Colin Rea","CHC","5","0.600","0.50","0.80","1.40","1","1","0","1","2","2","7","0.0","0.600","0"
"Gleyber Torres","DET","Nick Martinez","TB","5","0.400","0.33","0.60","1.00","1","0","0","1","1","1","5","20.0","0.400","0"
"Aaron Judge","NYY","Gavin Williams","CLE","5","0.400","0.33","0.80","1.20","0","1","0","1","2","1","6","20.0","0.500","1"
"Jackson Chourio","MIL","Logan Webb","SF","6","0.167","0.00","0.50","0.67","0","0","0","1","1","2","4","50.0","0.167","0"
"Austin Wells","NYY","Gavin Williams","CLE","6","0.333","0.25","0.50","0.83","1","0","0","1","1","1","5","16.7","0.333","0"
"Mauricio Dubon","ATL","Patrick Corbin","TOR","6","0.333","0.25","0.67","1.00","0","1","0","1","2","1","6","16.7","0.333","0"
"Bo Bichette","NYM","George Kirby","SEA","7","0.286","0.25","0.57","0.86","0","1","0","1","2","2","6","28.6","0.375","1"
"Bryce Harper","PHI","Walker Buehler","SD","8","0.500","0.50","0.75","1.25","0","3","0","1","4","3","10","12.5","0.636","3"
"Andy Pages","LAD","Zac Gallen","ARI","9","0.333","0.33","0.33","0.67","2","0","0","1","1","3","6","22.2","0.333","0"
"Josh Naylor","SEA","Freddy Peralta","NYM","9","0.222","0.17","0.33","0.56","1","0","0","1","1","1","5","22.2","0.300","1"
"Adolis Garcia","PHI","Walker Buehler","SD","10","0.200","0.13","0.40","0.60","0","1","0","1","2","3","6","10.0","0.200","0"
"Masyn Winn","STL","MacKenzie Gore","TEX","11","0.455","0.57","0.36","0.82","3","1","0","1","2","4","9","27.3","0.500","1"
"Kyle Schwarber","PHI","Walker Buehler","SD","13","0.231","0.25","0.23","0.46","2","0","0","1","1","2","6","30.8","0.286","1"
"Wilyer Abreu","BOS","Chris Bassitt","BAL","14","0.429","0.50","0.36","0.79","3","2","0","1","3","6","11","21.4","0.500","2"
"Fernando Tatis Jr.","SD","Cristopher Sanchez","PHI","14","0.500","0.60","0.21","0.71","6","0","0","1","1","2","10","21.4","0.533","1"
"Ha-Seong Kim","ATL","Patrick Corbin","TOR","17","0.353","0.38","0.24","0.59","4","1","0","1","2","9","10","17.6","0.389","0"
"Steven Kwan","CLE","Gerrit Cole","NYY","21","0.238","0.22","0.14","0.38","4","0","0","1","1","1","8","9.5","0.304","2"
"Marcus Semien","NYM","George Kirby","SEA","27","0.148","0.13","0.19","0.33","1","2","0","1","3","3","9","11.1","0.207","2"
