Matchup,TB @ KC
Pitcher,Stephen Kolek
Pitcher Team,KC
Opposing Team,TB

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,52.0,213,0.255,0.315,0.435,0.180,1.19,8,1.38,5.2%,20.0%,16.0%,16.9%,9.7%,5.88,57.0%,6.6%,7.2%,38.0%,21.1%,17.1%,12.7%
vsLHB,29.0,118,0.257,0.304,0.425,0.168,1.17,4,1.24,4.2%,18.1%,20.3%,19.0%,9.1%,7.45,62.7%,4.5%,5.6%,32.6%,21.3%,15.8%,12.4%
vsRHB,23.0,95,0.253,0.329,0.448,0.195,1.22,4,1.57,6.3%,22.7%,10.5%,13.3%,10.4%,3.91,50.0%,9.5%,9.1%,44.2%,20.8%,18.8%,13.0%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Junior Caminero RHB,,+244,30,28,4.20,6,7,0.370,0.393,1.037,0.667,0.600,3.6%,10.2%,17.9%,5.1%,94.9,322.8,10,6,22.7%,13.6%,40.9%,59.1%,36.4%,80.8,93.3%,28.9%,22.2%,91.8%,63.7%,45.5%,60.0%,18.2%,31.8%,63.6%,27.3%,9.1%,22.2%
Jonny DeLuca RHB,—,N/A,7,26,4.20,2,1,0.208,0.269,0.500,0.292,0.329,7.7%,31.0%,11.5%,14.8%,85.4,238.8,4,2,9.5%,9.5%,19.0%,28.6%,28.6%,74.3,42.5%,12.5%,10.0%,97.6%,57.1%,38.1%,25.0%,19.0%,28.6%,38.1%,28.6%,33.3%,25.0%
Cedric Mullins LHB,,+509,20,25,4.00,2,2,0.250,0.240,0.500,0.250,0.310,-,31.0%,32.0%,18.0%,86.3,245.0,4,3,11.8%,5.9%,23.5%,29.4%,41.2%,70.0,5.6%,24.1%,5.6%,93.1%,58.8%,29.4%,40.0%,29.4%,11.8%,29.4%,41.2%,29.4%,34.8%
Victor Mesa Jr. LHB,,+478,28,22,3.80,1,3,0.250,0.318,0.450,0.200,0.334,9.1%,23.3%,22.7%,13.2%,91.7,255.1,3,3,20.0%,6.7%,26.7%,60.0%,46.7%,73.9,40.5%,24.3%,13.5%,90.2%,53.4%,6.7%,0.0%,46.7%,26.7%,60.0%,26.7%,13.3%,47.6%
Ryan Vilade RHB,—,N/A,32,18,3.60,1,1,0.375,0.444,0.625,0.250,0.461,5.6%,25.0%,27.8%,10.8%,92.3,202.5,2,1,9.1%,-,9.1%,54.5%,27.3%,75.2,46.2%,26.9%,23.1%,96.3%,27.3%,18.2%,50.0%,9.1%,54.5%,27.3%,45.5%,27.3%,36.8%
Ben Williamson RHB,—,N/A,11,18,4.00,1,1,0.125,0.222,0.312,0.188,0.238,11.1%,16.7%,16.7%,6.9%,79.8,231.3,1,1,-,-,7.7%,23.1%,23.1%,67.5,5.0%,25.0%,10.0%,90.9%,30.8%,15.4%,0.0%,15.4%,53.8%,30.8%,46.2%,23.1%,23.5%
Chandler Simpson LHB,,+4000,9,25,4.40,0,0,0.409,0.480,0.545,0.136,0.444,12.0%,5.4%,-,2.3%,85.7,226.0,0,0,-,-,4.5%,13.6%,13.6%,66.1,3.0%,45.5%,-,91.7%,22.7%,9.1%,0.0%,13.6%,72.7%,36.4%,31.8%,31.8%,30.4%
Jonathan Aranda LHB,,+500,34,24,4.20,0,0,0.368,0.500,0.474,0.105,0.426,20.8%,11.9%,8.3%,4.8%,91.5,240.2,3,1,-,-,5.9%,47.1%,47.1%,69.4,5.6%,36.1%,16.7%,90.0%,70.5%,17.6%,0.0%,52.9%,23.5%,11.8%,41.2%,47.1%,36.0%
Taylor Walls SHB,,+1060,16,23,3.60,0,3,0.368,0.478,0.474,0.105,0.417,17.4%,13.8%,8.7%,4.8%,85.8,294.4,6,4,11.8%,-,17.6%,58.8%,41.2%,70.5,7.7%,50.0%,11.5%,96.3%,58.8%,35.3%,0.0%,23.5%,23.5%,52.9%,29.4%,17.6%,25.0%
Richie Palacios LHB,,+830,17,22,3.40,0,2,0.250,0.318,0.300,0.050,0.279,9.1%,19.0%,4.5%,9.6%,79.0,252.6,5,1,5.3%,5.3%,10.5%,26.3%,31.6%,69.3,-,17.9%,10.3%,92.9%,36.9%,15.8%,0.0%,21.1%,36.8%,36.8%,36.8%,26.3%,27.3%
Yandy Diaz RHB,,+600,18,21,4.20,0,1,0.250,0.381,0.312,0.062,0.315,14.3%,18.4%,23.8%,7.3%,98.7,266.8,2,1,8.3%,-,8.3%,91.7%,33.3%,73.3,34.2%,28.9%,23.7%,100.0%,41.7%,-,-,41.7%,58.3%,16.7%,50.0%,33.3%,16.0%
Hunter Feduccia LHB,,+900,11,19,3.20,0,2,0.176,0.263,0.294,0.118,0.249,10.5%,23.5%,31.6%,10.5%,96.2,316.8,6,4,36.4%,-,9.1%,63.6%,63.6%,72.3,25.0%,28.1%,15.6%,94.1%,91.0%,45.5%,0.0%,45.5%,9.1%,18.2%,63.6%,18.2%,28.6%
Nick Fortes RHB,,+593,18,18,3.00,0,0,0.222,0.222,0.222,-,0.198,-,20.0%,16.7%,11.4%,81.9,226.0,0,0,-,-,13.3%,20.0%,13.3%,71.8,15.8%,21.1%,10.5%,82.6%,33.3%,20.0%,0.0%,13.3%,53.3%,53.3%,13.3%,33.3%,33.3%
