Matchup,WSH @ PHI
Pitcher,Zack Littell
Pitcher Team,WSH
Opposing Team,PHI

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,13.1,1.58,="17-55",.309,.636,0.327,5,3,0,8,13.1,4,.344,.980
Batting Second,13.0,1.31,="12-51",.235,.471,0.236,4,0,0,8,14.3,5,.304,.775
Batting Third,12.0,1.00,="8-45",.178,.311,0.133,2,0,0,9,18.0,4,.260,.571
Batting Fourth,12.1,1.22,="13-47",.277,.532,0.255,3,3,0,8,24.0,2,.320,.852
Batting Fifth,11.1,1.41,="12-45",.267,.444,0.177,2,2,0,4,16.3,4,.327,.771
Batting Sixth,10.0,1.90,="13-42",.310,.714,0.404,4,3,1,10,10.4,6,.396,1.110
Batting Seventh,11.1,0.97,="8-41",.195,.341,0.146,2,0,0,8,13.0,3,.239,.580
Batting Eighth,10.1,1.35,="13-43",.302,.395,0.093,1,1,0,6,15.2,1,.333,.728
Batting Ninth,11.0,1.55,="12-42",.286,.476,0.190,2,2,0,6,10.4,5,.354,.830

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Kyle Schwarber LHB,Batting First ​,="20-81",.247,.358,0.111,3,0,0,5,37.9,14,.358,.716
Trea Turner RHB,Batting Second ​,="16-78",.205,.321,0.116,2,3,0,5,24.4,3,.244,.565
Bryce Harper LHB,Batting Third ​,="101-382",.264,.521,0.257,24,20,3,68,21.1,64,.366,.887
Luis Arraez LHB,Batting Fourth ​,="6-25",.240,.360,0.120,0,1,1,2,7.7,0,.231,.591
Alec Bohm RHB,Batting Fifth ​,="28-120",.233,.392,0.159,5,4,0,20,19.1,6,.298,.690
J.T. Realmuto RHB,Batting Sixth ​,="17-87",.195,.310,0.115,2,4,0,12,19.6,8,.258,.568
Brandon Marsh LHB,Batting Seventh ​,="15-53",.283,.509,0.226,2,4,1,9,27.8,0,.278,.787
Bryson Stott LHB,Batting Eighth ​,="5-22",.227,.318,0.091,0,2,0,1,30.4,1,.261,.579
Justin Crawford LHB,Batting Ninth ​,="47-182",.258,.341,0.083,1,10,1,13,21.6,13,.313,.654
