Matchup,NYY @ TB
Pitcher,Shane McClanahan
Pitcher Team,TB
Opposing Team,NYY

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,51.0,211,0.227,0.283,0.356,0.129,1.16,5,0.88,7.1%,26.2%,22.3%,22.7%,12.9%,8.29,66.4%,8.5%,8.8%,43.5%,26.5%,12.8%,16.3%
vsLHB,10.2,40,0.139,0.254,0.361,0.222,0.75,2,1.69,7.5%,25.4%,22.5%,23.1%,12.1%,7.59,70.0%,9.3%,14.8%,44.4%,25.9%,28.6%,7.4%
vsRHB,40.1,171,0.247,0.289,0.354,0.108,1.26,3,0.67,7.0%,26.3%,22.2%,22.6%,13.1%,8.48,65.5%,8.3%,7.5%,43.3%,26.7%,9.4%,18.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Paul Goldschmidt RHB,,+463,15,23,3.60,3,3,0.273,0.304,0.727,0.455,0.435,4.3%,25.0%,30.4%,10.7%,86.8,329.3,4,4,20.0%,6.7%,13.3%,40.0%,26.7%,70.9,9.5%,21.4%,11.9%,95.5%,40.0%,40.0%,50.0%,-,53.3%,20.0%,66.7%,13.3%,17.6%
Jose Caballero RHB,,+910,17,17,3.40,1,1,0.125,0.176,0.312,0.188,0.214,5.9%,36.8%,47.1%,19.4%,81.8,254.6,1,1,12.5%,12.5%,12.5%,12.5%,25.0%,71.3,9.1%,15.2%,3.0%,89.2%,25.0%,-,-,25.0%,50.0%,50.0%,37.5%,12.5%,23.1%
Amed Rosario RHB,,+725,22,16,2.60,1,2,0.200,0.250,0.400,0.200,0.283,6.2%,31.0%,31.2%,14.3%,89.3,248.0,3,2,10.0%,10.0%,10.0%,40.0%,40.0%,73.1,39.3%,21.4%,10.7%,100.0%,40.0%,30.0%,0.0%,10.0%,40.0%,40.0%,30.0%,30.0%,11.8%
Ben Rice LHB,,+444,18,15,4.20,1,1,0.133,0.133,0.333,0.200,0.199,-,28.6%,33.3%,16.3%,87.6,254.5,2,1,10.0%,10.0%,20.0%,40.0%,30.0%,72.6,20.0%,20.0%,16.0%,89.3%,40.0%,30.0%,33.3%,10.0%,50.0%,70.0%,10.0%,20.0%,54.5%
Jasson Dominguez SHB,,+740,15,14,3.80,1,1,0.286,0.286,0.500,0.214,0.341,-,36.1%,42.9%,19.4%,88.1,195.4,1,1,12.5%,12.5%,12.5%,37.5%,25.0%,72.0,-,11.1%,7.4%,77.1%,12.5%,12.5%,100.0%,-,50.0%,37.5%,25.0%,37.5%,37.5%
Anthony Volpe RHB,,+840,22,19,3.20,0,0,0.059,0.158,0.059,-,0.115,10.5%,34.4%,36.8%,15.5%,80.8,266.9,1,0,-,-,20.0%,10.0%,30.0%,72.0,28.6%,14.3%,3.6%,87.5%,40.0%,20.0%,0.0%,20.0%,50.0%,30.0%,60.0%,10.0%,20.0%
Jazz Chisholm Jr. LHB,,+630,9,17,3.40,0,0,-,-,-,-,-,-,40.6%,58.8%,24.5%,93.8,222.3,2,1,-,-,28.6%,28.6%,-,71.9,25.9%,25.9%,3.7%,84.4%,28.6%,28.6%,0.0%,-,28.6%,42.9%,42.9%,14.3%,54.5%
Trent Grisham LHB,,+425,21,16,4.00,0,0,0.429,0.500,0.643,0.214,0.484,12.5%,4.2%,6.2%,1.7%,92.8,295.6,7,3,7.7%,-,23.1%,61.5%,61.5%,70.2,4.3%,43.5%,26.1%,95.8%,77.0%,30.8%,0.0%,46.2%,15.4%,23.1%,61.5%,15.4%,28.6%
Ali Sanchez RHB,,+1220,8,14,2.40,0,0,0.357,0.357,0.429,0.071,0.345,-,32.0%,28.6%,18.2%,82.0,199.3,0,0,-,-,10.0%,20.0%,60.0%,70.3,4.3%,17.4%,8.7%,92.0%,60.0%,10.0%,0.0%,50.0%,30.0%,30.0%,40.0%,30.0%,66.7%
Austin Wells LHB,—,N/A,19,13,2.40,0,1,-,-,-,-,-,-,36.8%,46.2%,18.9%,79.4,207.2,1,1,14.3%,-,42.9%,28.6%,28.6%,71.0,11.1%,16.7%,11.1%,94.7%,28.6%,28.6%,0.0%,-,14.3%,57.1%,28.6%,14.3%,57.1%
