HR Split,Overall
Dates,="6/20/2026"
Games,7

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,10:10 PM,Taj Bradley,@,1.45,1.88,-0.34,1.71,10.4%,24.9%,49.0%,27.0%,7.7%,1028
2,9:10 PM,Tomoyuki Sugano,vs,1.15,1.45,0.18,1.55,13.4%,12.7%,43.4%,32.0%,8.3%,1106
3,10:10 PM,Connelly Early,@,1.02,-0.04,1.22,1.66,9.4%,17.7%,42.3%,33.0%,7.6%,551
4,10:10 PM,Zac Gallen,vs,0.86,0.80,0.50,1.76,9.5%,14.7%,43.4%,28.1%,5.7%,1269
5,7:15 PM,Joey Cantillo,@,0.86,0.25,0.88,1.66,10.1%,17.6%,33.3%,34.1%,6.7%,826
6,10:10 PM,Emerson Hancock,vs,0.48,0.73,-0.06,1.18,10.0%,14.9%,44.2%,30.0%,6.7%,822
7,10:10 PM,Trevor Rogers,@,0.11,-0.81,0.47,1.14,6.8%,14.6%,43.0%,25.4%,8.1%,827
8,7:15 PM,Freddy Peralta,@,-0.03,0.46,-1.10,1.20,5.7%,19.6%,37.5%,23.3%,6.2%,1267
9,10:05 PM,J.T. Ginn,vs,-0.26,0.05,-0.23,0.94,6.4%,10.9%,42.3%,27.1%,7.2%,821
10,9:10 PM,Paul Skenes,@,-0.27,-0.25,0.12,0.87,6.8%,19.3%,39.1%,19.8%,6.0%,1176
11,7:15 PM,Cristopher Sanchez,vs,-0.39,-1.00,0.04,0.65,8.9%,14.0%,43.1%,18.9%,6.1%,1388
12,10:05 PM,Walbert Urena,@,-0.66,-0.30,-0.48,0.83,5.3%,12.4%,35.4%,24.5%,6.3%,399
13,7:15 PM,Spencer Arrighetti,vs,-0.85,-1.03,0.06,0.71,5.3%,10.2%,30.5%,26.5%,7.7%,542
14,10:10 PM,Yoshinobu Yamamoto,vs,-0.86,-0.51,-0.55,0.76,4.7%,11.5%,35.6%,18.9%,7.2%,1279
