Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-06-09,Las Vegas Ballpark,MIL @ ATH,10:05,+63%,+20%,+10%,+40%,+1.41,+0.69,+1.01,+3.53,+55%,+14%,+1%,+28%,+1.23,+0.49,+0.14,+2.49,+8%,+6%,+8%,+12%,+0.18,+0.20,+0.87,+1.04
2026-06-09,Coors Field,CHC @ COL,8:40,+19%,+38%,+17%,+37%,+0.44,+1.32,+1.86,+3.25,+22%,+31%,+16%,+33%,+0.49,+1.08,+1.68,+2.93,-2%,+7%,+2%,+4%,-0.05,+0.24,+0.18,+0.31
2026-06-09,Kauffman Stadium,TEX @ KC,7:40,+43%,-4%,+8%,+21%,+0.96,-0.13,+0.84,+1.83,+12%,+3%,-1%,+4%,+0.28,+0.11,-0.09,+0.38,+31%,-7%,+9%,+17%,+0.69,-0.23,+0.92,+1.46
2026-06-09,Progressive Field,NYY @ CLE,6:40,+16%,+7%,-1%,+11%,+0.37,+0.23,-0.05,+0.94,-2%,0%,-2%,0%,-0.04,0.00,-0.20,-0.03,+18%,+7%,+1%,+11%,+0.41,+0.23,+0.15,+0.96
2026-06-09,Oriole Park,SEA @ BAL,6:35,-1%,+8%,+8%,+7%,-0.03,+0.28,+0.83,+0.64,-4%,+8%,+6%,+5%,-0.10,+0.26,+0.69,+0.42,+3%,+1%,+1%,+3%,+0.07,+0.02,+0.14,+0.22
2026-06-09,Comerica Park,MIN @ DET,6:40,+8%,+0%,+7%,+7%,+0.18,+0.01,+0.73,+0.60,-10%,+2%,+6%,-1%,-0.23,+0.05,+0.64,-0.11,+19%,-1%,+1%,+8%,+0.42,-0.04,+0.10,+0.70
2026-06-09,Rate Field,ATL @ CHW,7:40,+13%,-8%,+2%,+5%,+0.30,-0.29,+0.25,+0.41,+3%,-8%,+3%,+1%,+0.07,-0.29,+0.32,+0.07,+10%,+0%,-1%,+4%,+0.23,+0.00,-0.07,+0.34
2026-06-09,PNC Park,LAD @ PIT,6:40,-8%,+12%,0%,+2%,-0.17,+0.42,-0.02,+0.22,-15%,+12%,+0%,-1%,-0.34,+0.41,+0.00,-0.05,+7%,+0%,0%,+3%,+0.17,+0.01,-0.02,+0.27
2026-06-09,Angel Stadium,HOU @ LAA,9:38,+12%,-9%,0%,+1%,+0.27,-0.30,-0.02,+0.10,+7%,-4%,+1%,+2%,+0.16,-0.14,+0.09,+0.16,+5%,-5%,-1%,-1%,+0.11,-0.16,-0.11,-0.07
2026-06-09,Oracle Park,WAS @ SF,9:45,-18%,+13%,+6%,0%,-0.39,+0.45,+0.59,-0.04,-16%,+11%,+6%,0%,-0.35,+0.38,+0.61,-0.03,-2%,+2%,0%,0%,-0.04,+0.07,-0.01,-0.01
2026-06-09,LoanDepot Park,ARI @ MIA,6:40,-14%,+3%,-2%,-5%,-0.31,+0.09,-0.22,-0.45,-13%,+2%,-1%,-5%,-0.30,+0.06,-0.12,-0.41,-1%,+1%,-1%,0%,-0.01,+0.03,-0.10,-0.04
2026-06-09,Rogers Centre,PHI @ TOR,7:07,+3%,-6%,-3%,-5%,+0.06,-0.19,-0.32,-0.47,+7%,-2%,-2%,-1%,+0.15,-0.07,-0.25,-0.13,-4%,-4%,-1%,-4%,-0.09,-0.13,-0.07,-0.35
2026-06-09,Tropicana Field,BOS @ TB,6:40,-3%,-7%,-7%,-6%,-0.06,-0.23,-0.80,-0.48,-3%,-7%,-7%,-6%,-0.07,-0.23,-0.78,-0.49,+1%,0%,0%,+0%,+0.01,0.00,-0.02,+0.01
2026-06-09,Citi Field,STL @ NYM,7:10,+2%,-20%,-5%,-8%,+0.04,-0.69,-0.58,-0.68,-1%,-18%,-4%,-8%,-0.02,-0.64,-0.47,-0.66,+3%,-2%,-1%,0%,+0.07,-0.05,-0.11,-0.01
2026-06-09,Petco Park,CIN @ SD,9:40,-7%,-17%,-6%,-11%,-0.15,-0.60,-0.59,-0.98,-4%,-12%,-4%,-7%,-0.10,-0.40,-0.46,-0.63,-2%,-6%,-1%,-4%,-0.05,-0.20,-0.12,-0.35
