Matchup,KC @ CIN
Pitcher,Luinder Avila
Pitcher Team,KC
Opposing Team,CIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,21.1,95,0.325,0.391,0.494,0.169,1.83,1,0.42,12.6%,23.5%,21.1%,15.7%,9.9%,8.44,52.6%,7.1%,9.5%,34.9%,27.0%,5.9%,12.7%
vsLHB,13.0,59,0.346,0.406,0.519,0.173,1.92,1,0.69,11.9%,26.1%,18.6%,16.9%,11.6%,7.62,53.3%,7.6%,9.8%,31.7%,31.7%,7.7%,12.2%
vsRHB,8.0,36,0.290,0.366,0.452,0.161,1.75,0,-,13.9%,19.1%,25.0%,14.5%,7.5%,10.12,51.4%,6.4%,9.1%,40.9%,18.2%,-,13.6%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
JJ Bleday LHB,+310,28,4.40,2,2,0.208,0.321,0.542,0.333,0.365,14.3%,20.9%,21.4%,9.3%,91.1,22.2%,16.7%,22.2%,44.4%,38.9%,73.7,26.8%,26.8%,17.1%,95.3%,22.2%,50.0%,22.2%,44.4%,61.1%,27.8%,5.6%,30.4%
Nathaniel Lowe LHB,+390,27,4.20,2,3,0.292,0.370,0.583,0.292,0.407,11.1%,8.7%,7.4%,3.6%,88.9,13.6%,4.5%,13.6%,40.9%,40.9%,74.6,42.5%,30.0%,20.0%,87.0%,22.7%,40.0%,22.7%,50.0%,36.4%,50.0%,13.6%,26.7%
Tyler Stephenson RHB,+523,22,4.00,2,2,0.250,0.318,0.600,0.350,0.389,9.1%,37.8%,22.7%,19.2%,85.4,13.3%,13.3%,20.0%,26.7%,46.7%,71.5,11.8%,26.5%,8.8%,94.4%,20.0%,66.7%,26.7%,40.0%,46.7%,26.7%,26.7%,42.9%
Elly De La Cruz SHB,N/A,29,4.20,1,1,0.120,0.241,0.240,0.120,0.223,13.8%,25.5%,37.9%,11.7%,93.9,14.3%,-,7.1%,50.0%,42.9%,74.9,47.9%,16.7%,10.4%,94.1%,35.7%,20.0%,21.4%,28.6%,14.3%,50.0%,28.6%,26.1%
Matt McLain RHB,+680,19,3.40,1,1,0.158,0.158,0.368,0.211,0.224,-,25.0%,26.3%,13.3%,89.0,7.1%,-,7.1%,64.3%,35.7%,72.5,25.6%,25.6%,12.8%,97.5%,35.7%,20.0%,14.3%,50.0%,35.7%,42.9%,21.4%,15.0%
Eugenio Suarez RHB,+370,26,4.40,0,1,0.095,0.231,0.095,-,0.168,15.4%,31.5%,30.8%,15.6%,86.3,7.1%,-,7.1%,14.3%,35.7%,72.4,20.0%,18.0%,2.0%,94.3%,28.6%,0.0%,21.4%,28.6%,28.6%,28.6%,42.9%,46.2%
Blake Dunn RHB,+710,26,5.00,0,1,0.269,0.269,0.346,0.077,0.268,-,27.3%,23.1%,16.0%,84.2,5.0%,-,10.0%,35.0%,35.0%,69.2,14.6%,31.7%,17.1%,93.2%,20.0%,0.0%,20.0%,45.0%,20.0%,65.0%,15.0%,33.3%
TJ Friedl LHB,+880,24,2.20,0,0,0.095,0.167,0.095,-,0.131,4.2%,35.0%,33.3%,15.1%,75.3,-,-,21.4%,7.1%,14.3%,70.8,14.7%,17.6%,2.9%,91.9%,21.4%,0.0%,14.3%,28.6%,50.0%,14.3%,28.6%,23.1%
Sal Stewart RHB,+360,23,4.40,0,0,0.350,0.435,0.450,0.100,0.389,13.0%,37.8%,30.4%,16.9%,91.6,-,-,15.4%,53.8%,46.2%,73.5,34.4%,21.9%,9.4%,91.4%,-,-,46.2%,46.2%,30.8%,46.2%,15.4%,29.2%
Will Benson LHB,N/A,22,2.40,0,0,0.105,0.227,0.158,0.053,0.190,9.1%,38.7%,36.4%,13.6%,93.7,18.2%,9.1%,27.3%,45.5%,27.3%,73.6,37.0%,25.9%,14.8%,87.1%,45.5%,0.0%,18.2%,27.3%,36.4%,45.5%,9.1%,30.0%
Spencer Steer RHB,+440,21,4.40,0,1,0.278,0.381,0.333,0.056,0.323,14.3%,14.0%,19.0%,6.7%,85.1,-,-,21.4%,35.7%,35.7%,70.5,2.5%,17.5%,10.0%,93.0%,14.3%,0.0%,28.6%,35.7%,42.9%,21.4%,35.7%,19.2%
P.J. Higgins RHB,N/A,16,3.40,0,0,0.231,0.312,0.308,0.077,0.272,12.5%,21.7%,18.8%,7.6%,78.5,-,-,18.2%,18.2%,45.5%,65.8,-,31.8%,-,95.7%,45.5%,0.0%,27.3%,9.1%,27.3%,27.3%,45.5%,26.3%
Dane Myers RHB,N/A,9,2.60,0,1,0.125,0.222,0.125,-,0.171,11.1%,0.0%,22.2%,-,78.9,16.7%,-,-,16.7%,16.7%,71.9,28.6%,42.9%,14.3%,87.5%,33.3%,0.0%,-,33.3%,16.7%,66.7%,-,25.0%
