Matchup,STL @ ATL
Pitcher,Michael McGreevy
Pitcher Team,STL
Opposing Team,ATL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,55.0,228,0.264,0.316,0.415,0.151,1.31,7,1.15,7.0%,20.1%,15.8%,13.4%,9.3%,5.89,62.7%,6.4%,6.8%,42.6%,25.6%,15.6%,13.6%
vsLHB,32.0,135,0.278,0.329,0.437,0.159,1.38,5,1.41,6.7%,20.9%,14.8%,14.5%,9.4%,5.62,55.6%,7.3%,6.6%,40.6%,24.5%,19.2%,11.3%
vsRHB,23.0,93,0.244,0.298,0.384,0.140,1.22,2,0.78,7.5%,19.1%,17.2%,12.2%,9.1%,6.26,73.1%,5.3%,7.1%,45.7%,27.1%,10.5%,17.1%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Michael Harris II LHB,,+424,20,17,4.40,1,1,0.133,0.235,0.333,0.200,0.252,11.8%,27.8%,35.3%,14.1%,85.3,271.6,2,2,11.1%,11.1%,11.1%,44.4%,44.4%,74.9,50.0%,12.5%,12.5%,88.9%,44.4%,11.1%,100.0%,33.3%,55.6%,44.4%,33.3%,22.2%,30.8%
Jorge Mateo RHB,—,N/A,17,16,2.20,1,1,0.200,0.250,0.467,0.267,0.307,6.2%,20.9%,18.8%,12.0%,90.9,294.6,6,3,8.3%,8.3%,25.0%,58.3%,58.3%,74.0,39.0%,17.1%,12.2%,95.3%,66.7%,16.7%,50.0%,50.0%,25.0%,33.3%,33.3%,33.3%,40.0%
Mauricio Dubon RHB,,+1160,13,18,4.20,0,0,0.278,0.278,0.278,-,0.247,-,10.0%,5.6%,5.5%,84.1,226.3,1,1,-,-,5.9%,35.3%,35.3%,68.7,3.7%,33.3%,7.4%,90.0%,35.3%,11.8%,0.0%,23.5%,52.9%,23.5%,52.9%,23.5%,38.9%
Austin Riley RHB,,+497,20,18,3.80,0,0,0.176,0.222,0.176,-,0.184,5.6%,34.4%,50.0%,18.0%,91.8,248.0,2,0,-,-,-,50.0%,12.5%,76.7,82.1%,10.7%,3.6%,90.3%,25.0%,12.5%,0.0%,12.5%,62.5%,25.0%,37.5%,37.5%,37.5%
Ozzie Albies SHB,,+587,13,15,4.20,0,0,0.200,0.200,0.200,-,0.178,-,16.0%,6.7%,9.5%,86.9,259.8,3,0,-,-,7.1%,7.1%,35.7%,68.9,4.5%,36.4%,4.5%,91.7%,64.3%,35.7%,0.0%,28.6%,35.7%,42.9%,28.6%,28.6%,35.7%
Matt Olson LHB,,+330,25,14,4.20,0,0,0.231,0.286,0.308,0.077,0.264,7.1%,32.4%,28.6%,15.0%,87.7,261.8,1,0,11.1%,-,11.1%,44.4%,22.2%,74.6,54.3%,17.1%,8.6%,97.2%,44.4%,22.2%,0.0%,22.2%,55.6%,55.6%,33.3%,11.1%,6.7%
Ha-Seong Kim RHB,,+1020,16,14,3.20,0,0,-,0.214,-,-,0.139,21.4%,14.3%,21.4%,5.5%,77.8,218.5,0,0,-,-,12.5%,-,12.5%,71.5,14.8%,-,-,100.0%,25.0%,12.5%,0.0%,12.5%,62.5%,75.0%,25.0%,-,16.7%
Eli White RHB,—,N/A,19,13,3.00,0,1,0.154,0.154,0.231,0.077,0.166,-,28.6%,23.1%,15.4%,82.7,320.2,3,2,-,-,10.0%,30.0%,40.0%,72.2,26.9%,19.2%,7.7%,92.9%,40.0%,20.0%,0.0%,20.0%,60.0%,30.0%,50.0%,20.0%,28.6%
Joey Bart RHB,—,N/A,20,13,3.40,0,0,0.385,0.385,0.385,-,0.342,-,0.0%,15.4%,-,87.2,217.8,1,0,-,-,18.2%,36.4%,36.4%,76.8,66.7%,33.3%,16.7%,85.7%,54.6%,27.3%,0.0%,27.3%,36.4%,36.4%,27.3%,36.4%,23.1%
Drake Baldwin LHB,,+420,26,13,3.80,0,1,-,0.154,-,-,0.105,7.7%,37.1%,30.8%,21.0%,89.9,276.5,1,1,14.3%,-,14.3%,42.9%,14.3%,75.7,61.3%,9.7%,9.7%,88.6%,28.6%,14.3%,0.0%,14.3%,57.1%,42.9%,28.6%,28.6%,28.6%
