Matchup,PIT @ ATL
Pitcher,Braxton Ashcraft
Pitcher Team,PIT
Opposing Team,ATL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,74.2,297,0.221,0.274,0.346,0.125,1.03,7,0.84,5.7%,28.8%,27.3%,27.8%,14.9%,9.76,67.3%,7.8%,5.7%,37.6%,26.3%,13.7%,12.9%
vsLHB,37.2,160,0.222,0.296,0.382,0.160,1.14,5,1.19,6.9%,29.9%,31.9%,30.2%,15.8%,12.19,69.4%,7.1%,6.4%,40.4%,30.9%,17.2%,21.3%
vsRHB,36.1,137,0.219,0.248,0.305,0.086,0.94,2,0.50,4.4%,27.5%,21.9%,24.6%,13.9%,7.43,65.0%,8.5%,5.0%,35.0%,22.0%,9.1%,5.0%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ronald Acuna Jr. RHB,+498,26,4.40,4,4,0.273,0.385,0.818,0.545,0.491,15.4%,38.3%,23.1%,18.4%,89.1,25.0%,12.5%,18.8%,43.8%,25.0%,76.3,66.7%,21.4%,16.7%,89.4%,37.5%,66.7%,6.2%,43.8%,31.2%,25.0%,43.8%,39.1%
Mauricio Dubon RHB,+1220,19,3.40,2,2,0.278,0.316,0.667,0.389,0.416,5.3%,18.6%,26.3%,9.9%,89.3,15.4%,15.4%,15.4%,38.5%,38.5%,68.5,2.7%,21.6%,2.7%,90.2%,38.5%,40.0%,15.4%,46.2%,23.1%,30.8%,46.2%,40.0%
Michael Harris II LHB,+342,17,4.40,1,1,0.235,0.235,0.471,0.235,0.303,-,27.0%,23.5%,15.6%,89.2,7.7%,-,15.4%,53.8%,38.5%,75.0,57.1%,21.4%,14.3%,77.8%,23.1%,33.3%,30.8%,23.1%,15.4%,46.2%,38.5%,46.7%
Eli White RHB,N/A,15,2.20,1,1,0.200,0.200,0.400,0.200,0.259,-,25.9%,20.0%,13.2%,85.2,16.7%,8.3%,8.3%,50.0%,41.7%,75.6,71.4%,28.6%,23.8%,80.8%,8.3%,100.0%,16.7%,58.3%,50.0%,33.3%,16.7%,23.5%
Matt Olson LHB,+290,14,4.40,1,1,0.417,0.429,0.833,0.417,0.505,7.1%,17.9%,14.3%,7.4%,96.2,-,-,27.3%,63.6%,36.4%,75.8,64.0%,28.0%,20.0%,92.6%,36.4%,25.0%,45.5%,18.2%,27.3%,36.4%,36.4%,15.0%
Jorge Mateo RHB,N/A,19,3.00,0,0,0.211,0.211,0.263,0.053,0.207,-,25.8%,26.3%,14.0%,83.2,-,-,14.3%,35.7%,42.9%,74.2,44.4%,25.9%,18.5%,87.1%,21.4%,0.0%,28.6%,50.0%,42.9%,50.0%,7.1%,30.8%
Austin Riley RHB,+570,18,3.80,0,2,0.133,0.278,0.133,-,0.211,11.1%,14.8%,16.7%,6.2%,90.4,8.3%,-,33.3%,16.7%,16.7%,76.5,68.0%,16.0%,8.0%,96.2%,33.3%,0.0%,16.7%,25.0%,41.7%,25.0%,33.3%,23.8%
Dominic Smith LHB,+700,17,2.60,0,0,0.200,0.235,0.200,-,0.195,5.9%,29.4%,23.5%,14.7%,89.0,-,-,8.3%,16.7%,66.7%,69.0,6.1%,27.3%,3.0%,97.1%,41.7%,0.0%,33.3%,25.0%,25.0%,50.0%,25.0%,26.3%
Mike Yastrzemski LHB,+760,15,2.60,0,0,0.308,0.400,0.462,0.154,0.375,13.3%,29.2%,13.3%,9.7%,93.4,-,-,27.3%,45.5%,45.5%,72.2,8.3%,33.3%,16.7%,100.0%,36.4%,0.0%,45.5%,18.2%,45.5%,36.4%,18.2%,17.6%
Ha-Seong Kim RHB,N/A,15,3.80,0,1,0.214,0.267,0.214,-,0.221,6.7%,19.4%,13.3%,10.3%,84.4,8.3%,-,8.3%,25.0%,25.0%,71.3,14.8%,22.2%,7.4%,87.1%,25.0%,0.0%,16.7%,50.0%,41.7%,41.7%,16.7%,50.0%
Ozzie Albies SHB,+710,12,4.00,0,0,0.222,0.333,0.222,-,0.256,16.7%,7.4%,8.3%,4.2%,91.5,-,-,33.3%,55.6%,22.2%,68.9,5.3%,21.1%,5.3%,79.2%,55.6%,0.0%,22.2%,11.1%,33.3%,44.4%,11.1%,25.0%
Sandy León SHB,+1000,11,2.40,0,0,-,-,-,-,-,-,38.1%,36.4%,23.5%,83.1,-,-,28.6%,14.3%,-,70.2,5.3%,26.3%,-,90.5%,28.6%,0.0%,-,42.9%,42.9%,42.9%,14.3%,33.3%
Austin Wynns RHB,N/A,11,4.00,0,0,-,0.182,-,-,0.118,18.2%,23.8%,27.3%,11.9%,81.2,-,-,33.3%,33.3%,50.0%,71.3,16.7%,11.1%,5.6%,94.7%,33.3%,0.0%,33.3%,33.3%,50.0%,16.7%,33.3%,50.0%
