Matchup,BAL @ TOR
Pitcher,Kyle Bradish
Pitcher Team,BAL
Opposing Team,TOR

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,65.1,280,0.245,0.322,0.404,0.159,1.42,7,0.96,11.8%,25.9%,22.9%,20.6%,11.5%,8.82,53.0%,5.4%,11.0%,36.8%,22.5%,17.1%,9.3%
vsLHB,42.1,182,0.217,0.307,0.376,0.159,1.35,4,0.85,12.6%,25.0%,23.1%,20.4%,11.2%,8.93,51.9%,5.2%,7.8%,35.3%,22.4%,15.4%,10.3%
vsRHB,22.0,98,0.295,0.349,0.455,0.159,1.64,3,1.23,10.2%,27.5%,22.4%,21.2%,12.1%,9.00,55.1%,5.9%,16.7%,39.4%,22.7%,20.0%,7.6%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Brandon Valenzuela SHB,N/A,25,3.60,2,3,0.190,0.320,0.524,0.333,0.358,16.0%,25.0%,20.0%,12.2%,90.6,18.8%,6.2%,18.8%,37.5%,31.2%,73.3,25.0%,28.1%,12.5%,84.2%,50.0%,25.0%,18.8%,25.0%,31.2%,43.8%,25.0%,39.1%
Nathan Lukes LHB,N/A,29,4.60,1,1,0.407,0.448,0.556,0.148,0.437,6.9%,16.1%,17.2%,7.7%,86.7,-,-,40.9%,45.5%,50.0%,67.9,6.0%,28.0%,10.0%,90.9%,13.6%,33.3%,45.5%,27.3%,40.9%,31.8%,27.3%,28.1%
Jesus Sanchez LHB,N/A,24,2.80,1,3,0.292,0.292,0.542,0.250,0.358,-,25.0%,33.3%,15.4%,97.4,37.5%,12.5%,18.8%,62.5%,43.8%,74.5,48.8%,27.9%,23.3%,89.6%,37.5%,16.7%,18.8%,43.8%,50.0%,31.2%,18.8%,52.6%
Andres Gimenez LHB,N/A,21,3.40,1,1,0.111,0.238,0.278,0.167,0.238,9.5%,30.4%,28.6%,14.9%,84.9,8.3%,8.3%,16.7%,16.7%,8.3%,68.6,-,20.0%,5.0%,87.0%,25.0%,33.3%,-,50.0%,66.7%,16.7%,16.7%,25.9%
Ernie Clement RHB,N/A,20,4.20,1,1,0.350,0.350,0.500,0.150,0.372,-,18.8%,20.0%,10.7%,84.3,6.2%,6.2%,12.5%,12.5%,31.2%,67.4,3.3%,40.0%,3.3%,93.8%,12.5%,50.0%,25.0%,50.0%,50.0%,25.0%,25.0%,57.9%
Yohendrick Pinango LHB,N/A,15,3.20,1,1,0.571,0.600,0.786,0.214,0.599,6.7%,17.2%,20.0%,9.1%,97.5,9.1%,-,9.1%,63.6%,45.5%,76.1,70.4%,33.3%,22.2%,93.1%,9.1%,0.0%,36.4%,54.5%,27.3%,63.6%,9.1%,17.6%
Tyler Heineman SHB,N/A,15,3.60,1,1,0.154,0.267,0.462,0.308,0.316,6.7%,11.1%,13.3%,5.5%,86.1,10.0%,10.0%,20.0%,30.0%,30.0%,66.2,-,24.0%,4.0%,92.6%,50.0%,20.0%,10.0%,30.0%,40.0%,30.0%,30.0%,20.0%
Kazuma Okamoto RHB,N/A,14,4.20,1,2,0.182,0.357,0.455,0.273,0.363,7.1%,45.8%,21.4%,18.6%,82.9,12.5%,-,37.5%,25.0%,25.0%,70.9,30.0%,20.0%,5.0%,83.3%,25.0%,50.0%,25.0%,50.0%,62.5%,25.0%,12.5%,17.6%
Vladimir Guerrero Jr. RHB,N/A,23,4.40,0,0,0.316,0.391,0.368,0.053,0.336,8.7%,13.8%,-,6.5%,91.4,5.0%,5.0%,15.0%,55.0%,20.0%,75.9,57.1%,42.9%,25.0%,96.6%,10.0%,0.0%,15.0%,55.0%,40.0%,40.0%,20.0%,37.0%
Daulton Varsho LHB,N/A,22,2.60,0,0,0.158,0.273,0.211,0.053,0.227,13.6%,16.2%,18.2%,6.9%,88.4,-,-,13.3%,40.0%,33.3%,73.5,35.3%,20.6%,14.7%,97.1%,26.7%,0.0%,20.0%,40.0%,33.3%,40.0%,26.7%,22.7%
George Springer RHB,N/A,18,4.60,0,0,0.222,0.222,0.278,0.056,0.219,-,22.0%,16.7%,10.2%,89.4,6.7%,-,6.7%,26.7%,33.3%,70.9,11.1%,25.0%,11.1%,90.0%,20.0%,0.0%,26.7%,53.3%,46.7%,33.3%,20.0%,30.8%
Myles Straw RHB,N/A,8,2.20,0,1,0.286,0.375,0.286,-,0.304,12.5%,15.4%,12.5%,6.9%,76.2,-,-,33.3%,-,33.3%,69.2,-,16.7%,-,92.3%,33.3%,0.0%,-,50.0%,50.0%,33.3%,16.7%,20.0%
Charles McAdoo RHB,N/A,3,3.67,0,0,-,-,-,-,-,-,25.0%,-,12.5%,92.5,33.3%,-,-,66.7%,33.3%,71.3,-,50.0%,25.0%,100.0%,33.3%,0.0%,-,66.7%,-,100.0%,-,0.0%
