HR Split,Overall
Dates,="6/4/2026"
Games,20

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,8:05 PM,Shota Imanaga,vs,1.07,0.76,1.33,2.38,12.3%,25.4%,40.6%,35.2%,7.3%,1006
2,9:40 PM,Ryne Nelson,vs,0.79,0.13,1.39,1.90,10.6%,16.7%,41.1%,41.0%,7.8%,1031
3,1:35 PM,Trevor Rogers,@,0.38,-0.56,1.01,1.65,9.1%,17.4%,44.7%,25.3%,8.3%,741
4,7:40 PM,Seth Lugo,@,0.31,0.00,1.07,0.91,11.7%,10.2%,44.3%,31.2%,8.9%,1034
5,1:05 PM,Zack Wheeler,vs,-0.09,-0.00,-0.34,1.21,7.7%,19.8%,36.8%,25.6%,6.6%,870
6,9:40 PM,Justin Wrobleski,@,-0.10,0.13,-0.31,0.83,7.5%,10.1%,43.3%,31.8%,7.7%,681
7,2:10 PM,Adrian Houser,@,-0.11,0.11,-0.48,1.14,7.8%,18.1%,43.8%,20.1%,6.8%,888
8,1:35 PM,Brayan Bello,vs,-0.14,-0.03,-0.22,1.06,7.4%,13.9%,42.8%,23.4%,7.6%,1090
9,2:10 PM,Coleman Crow,vs,-0.17,-0.38,0.28,0.61,10.9%,7.7%,34.8%,28.3%,7.3%,116
10,1:05 PM,Lucas Giolito,@,-0.22,-0.44,0.37,1.43,3.6%,17.6%,41.9%,28.6%,6.0%,723
11,8:10 PM,Kai-Wei Teng,vs,-0.30,-0.42,-0.09,0.93,6.7%,15.7%,34.1%,27.0%,7.8%,391
12,1:35 PM,Slade Cecconi,@,-0.32,-0.39,0.37,0.93,6.9%,9.5%,34.7%,27.4%,7.5%,935
13,8:05 PM,J.T. Ginn,@,-0.47,-0.47,-0.11,0.90,6.4%,13.7%,37.7%,19.1%,6.8%,751
14,1:35 PM,Carlos Rodon,vs,-0.53,0.37,-0.97,0.57,6.6%,9.3%,31.1%,25.8%,8.9%,991
15,7:15 PM,Chris Sale,vs,-0.75,-0.47,-0.62,0.57,6.0%,10.8%,30.1%,22.8%,5.9%,903
16,7:40 PM,Andrew Morris,vs,-1.14,-0.58,-1.36,0.25,1.7%,2.7%,24.7%,30.5%,8.0%,131
17,8:10 PM,Jared Jones,@,-,2.22,-,4.15,7.7%,100.0%,53.8%,15.4%,3.9%,42
