Matchup,CHC @ BAL
Pitcher,Trevor Rogers
Pitcher Team,BAL
Opposing Team,CHC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,54.1,226,0.233,0.300,0.393,0.160,1.23,6,0.99,8.4%,20.6%,16.8%,13.2%,10.9%,6.29,68.1%,8.9%,7.1%,43.2%,27.8%,10.6%,17.8%
vsLHB,16.0,64,0.200,0.253,0.333,0.133,1.00,1,0.56,6.2%,22.2%,23.4%,19.0%,11.0%,8.44,71.9%,11.0%,4.4%,40.0%,24.4%,-,11.1%
vsRHB,38.1,162,0.247,0.318,0.418,0.171,1.33,5,1.17,9.3%,19.9%,14.2%,11.0%,10.9%,5.40,66.7%,8.0%,8.1%,44.4%,29.0%,13.9%,20.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Dansby Swanson RHB,,+443,19,15,3.40,2,2,0.333,0.333,0.800,0.467,0.483,-,30.8%,26.7%,17.0%,89.4,259.5,2,2,9.1%,-,36.4%,45.5%,45.5%,72.7,20.0%,24.0%,20.0%,96.2%,72.8%,36.4%,50.0%,36.4%,18.2%,54.5%,27.3%,18.2%,35.7%
Carson Kelly RHB,,+480,22,13,3.60,1,2,0.545,0.615,1.091,0.545,0.691,15.4%,30.8%,15.4%,14.3%,91.4,331.0,4,1,11.1%,11.1%,22.2%,44.4%,77.8%,72.3,16.0%,24.0%,12.0%,96.2%,66.6%,33.3%,33.3%,33.3%,33.3%,44.4%,44.4%,11.1%,36.4%
Seiya Suzuki RHB,,+354,24,13,4.00,1,1,0.250,0.231,0.500,0.250,0.298,-,19.0%,7.7%,7.7%,90.8,239.2,3,2,-,-,16.7%,58.3%,41.7%,73.6,35.3%,47.1%,29.4%,85.0%,50.0%,25.0%,33.3%,25.0%,33.3%,33.3%,25.0%,41.7%,22.2%
Michael Busch LHB,,+480,29,13,4.40,1,1,0.111,0.385,0.444,0.333,0.367,23.1%,19.0%,15.4%,9.5%,90.7,310.5,4,2,14.3%,14.3%,14.3%,28.6%,42.9%,68.6,11.1%,38.9%,5.6%,85.7%,71.4%,57.1%,25.0%,14.3%,14.3%,28.6%,42.9%,28.6%,50.0%
Pete Crow-Armstrong LHB,,+360,34,13,4.40,1,1,0.400,0.538,0.800,0.400,0.551,15.4%,21.1%,15.4%,7.4%,75.7,229.5,1,1,-,-,50.0%,37.5%,37.5%,75.2,41.2%,17.6%,17.6%,89.5%,62.5%,25.0%,50.0%,37.5%,25.0%,50.0%,25.0%,25.0%,26.7%
Michael Conforto LHB,—,N/A,-,4,4.20,1,1,0.667,0.750,1.667,1.000,0.910,25.0%,40.0%,-,15.4%,97.6,245.8,1,1,33.3%,-,-,66.7%,66.7%,72.3,25.0%,50.0%,25.0%,100.0%,66.7%,-,-,66.7%,-,-,100.0%,-,40.0%
Nico Hoerner RHB,,+900,16,17,4.00,0,1,0.250,0.235,0.375,0.125,0.254,-,3.0%,-,1.7%,87.4,236.8,4,1,-,-,17.6%,35.3%,23.5%,68.3,-,35.5%,12.9%,100.0%,70.6%,41.2%,0.0%,29.4%,17.6%,29.4%,47.1%,23.5%,30.8%
Miguel Amaya RHB,—,N/A,9,15,3.60,0,0,0.154,0.267,0.154,-,0.205,13.3%,22.2%,26.7%,11.1%,87.5,291.9,3,1,-,-,11.1%,44.4%,33.3%,70.9,9.1%,22.7%,13.6%,91.7%,66.7%,55.6%,0.0%,11.1%,33.3%,33.3%,44.4%,22.2%,33.3%
Alex Bregman RHB,,+494,11,12,4.40,0,0,-,0.167,-,-,0.108,16.7%,6.2%,8.3%,2.2%,87.7,190.3,2,0,-,-,11.1%,33.3%,-,70.4,7.1%,42.9%,7.1%,87.5%,33.3%,33.3%,0.0%,-,33.3%,44.4%,22.2%,33.3%,27.3%
Ian Happ SHB,,+475,20,10,3.80,0,0,0.111,0.200,0.111,-,0.154,10.0%,55.6%,40.0%,24.4%,76.7,179.8,0,0,-,-,-,-,40.0%,73.1,27.8%,-,-,100.0%,40.0%,20.0%,0.0%,20.0%,40.0%,20.0%,20.0%,60.0%,12.5%
Kevin Alcantara RHB,,+810,-,7,1.60,0,0,0.286,0.286,0.286,-,0.254,-,23.1%,14.3%,10.0%,87.1,268.0,1,0,-,-,16.7%,16.7%,50.0%,76.3,63.6%,27.3%,9.1%,84.6%,66.6%,33.3%,0.0%,33.3%,33.3%,50.0%,50.0%,-,25.0%
Pedro Ramirez SHB,—,N/A,1,5,1.60,0,0,0.200,0.200,0.400,0.200,0.254,-,13.3%,-,8.7%,86.1,284.4,2,1,-,-,-,-,60.0%,70.6,-,30.0%,-,66.7%,80.0%,20.0%,0.0%,60.0%,20.0%,-,60.0%,40.0%,40.0%
