Matchup,SD @ ATL
Pitcher,Walker Buehler
Pitcher Team,SD
Opposing Team,ATL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,89.0,388,0.266,0.330,0.427,0.160,1.44,12,1.21,9.0%,20.7%,20.4%,17.6%,9.1%,7.99,66.1%,8.5%,9.0%,42.2%,22.8%,19.7%,16.8%
vsLHB,46.1,208,0.280,0.327,0.403,0.124,1.55,4,0.78,9.6%,23.1%,22.1%,20.7%,10.1%,8.94,66.3%,9.1%,6.5%,43.2%,18.7%,15.4%,23.0%
vsRHB,42.0,180,0.252,0.334,0.454,0.202,1.33,8,1.71,8.3%,18.2%,18.3%,14.5%,8.0%,7.07,65.7%,7.9%,11.6%,41.1%,27.1%,22.9%,10.1%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Matt Olson LHB,,+360,27,4.60,10,2,2,96.4,281.7,3,2,20.0%,20.0%,20.0%,60.0%,30.0%,75.4,66.7%,50.0%,25.0%,92.3%,50.0%,40.0%,50.0%,10.0%,40.0%,40.0%,30.0%,30.0%,12.5%
Austin Riley RHB,,+480,26,4.20,10,1,1,82.2,251.3,2,2,10.0%,-,10.0%,30.0%,60.0%,75.5,52.4%,19.0%,9.5%,91.3%,70.0%,30.0%,0.0%,40.0%,20.0%,10.0%,50.0%,40.0%,30.0%
Joey Bart RHB,—,N/A,23,2.40,10,1,3,87.5,323.0,3,3,20.0%,10.0%,20.0%,40.0%,20.0%,74.9,38.5%,30.8%,23.1%,86.7%,40.0%,20.0%,50.0%,20.0%,60.0%,40.0%,40.0%,20.0%,50.0%
Drake Baldwin LHB,,+480,38,4.80,10,1,1,96.1,248.9,1,1,10.0%,-,10.0%,70.0%,30.0%,76.4,66.7%,46.7%,26.7%,100.0%,60.0%,20.0%,50.0%,40.0%,40.0%,40.0%,40.0%,20.0%,50.0%
Jim Jarvis LHB,,+1150,11,4.00,10,0,0,88.0,284.0,1,1,10.0%,-,10.0%,40.0%,10.0%,71.1,18.2%,63.6%,27.3%,84.6%,20.0%,20.0%,0.0%,-,60.0%,40.0%,30.0%,30.0%,37.5%
Eli White RHB,—,N/A,7,2.80,10,0,0,80.0,287.0,3,1,-,-,-,20.0%,30.0%,71.1,15.0%,20.0%,10.0%,95.2%,50.0%,30.0%,0.0%,20.0%,50.0%,10.0%,80.0%,10.0%,40.0%
Mauricio Dubon RHB,,+1000,19,4.20,10,0,0,86.3,203.1,1,0,-,-,10.0%,20.0%,10.0%,69.6,6.2%,31.2%,6.2%,88.9%,30.0%,30.0%,0.0%,-,50.0%,30.0%,50.0%,20.0%,33.3%
Jorge Mateo RHB,—,N/A,13,1.80,10,0,0,82.3,254.5,4,1,20.0%,10.0%,30.0%,30.0%,40.0%,73.6,33.3%,22.2%,11.1%,94.7%,40.0%,20.0%,0.0%,20.0%,30.0%,70.0%,20.0%,10.0%,20.0%
Ozzie Albies SHB,,+740,17,4.80,10,0,1,81.2,288.6,3,2,-,-,20.0%,30.0%,30.0%,70.0,-,16.7%,16.7%,94.7%,40.0%,30.0%,0.0%,10.0%,50.0%,50.0%,40.0%,10.0%,33.3%
Michael Harris II LHB,,+450,17,4.80,10,0,0,91.6,264.9,2,0,-,-,-,70.0%,30.0%,74.2,58.3%,58.3%,33.3%,92.3%,60.0%,20.0%,0.0%,40.0%,30.0%,10.0%,60.0%,30.0%,28.6%
Dominic Smith LHB,,+800,19,2.40,10,0,0,88.1,206.8,0,0,-,-,20.0%,30.0%,30.0%,69.8,14.3%,50.0%,7.1%,93.3%,40.0%,10.0%,0.0%,30.0%,40.0%,40.0%,40.0%,20.0%,66.7%
Brewer Hicklen RHB,—,N/A,1,4.33,7,0,0,93.3,271.5,2,0,-,-,14.3%,42.9%,28.6%,72.8,12.5%,62.5%,37.5%,88.9%,42.9%,14.3%,0.0%,28.6%,57.1%,57.1%,42.9%,-,71.4%
Kyle Farmer RHB,—,N/A,-,1.80,1,0,0,67.0,-,0,0,-,-,-,-,-,-,-,-,-,0.0%,-,-,-,-,100.0%,-,-,100.0%,0.0%
