Matchup,CHC @ BAL
Pitcher,David Peterson
Pitcher Team,CHC
Opposing Team,BAL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,43.1,203,0.302,0.366,0.478,0.176,1.71,6,1.25,9.4%,19.5%,15.8%,17.1%,8.9%,6.65,66.7%,8.0%,7.3%,38.0%,24.0%,13.9%,11.3%
vsLHB,15.1,66,0.270,0.331,0.476,0.206,1.24,3,1.76,3.0%,29.1%,30.3%,29.4%,13.6%,11.74,71.2%,10.6%,9.5%,35.7%,21.4%,33.3%,19.0%
vsRHB,28.0,137,0.319,0.383,0.479,0.160,1.96,3,0.96,12.4%,14.9%,8.8%,10.1%,6.8%,3.86,64.5%,6.8%,6.5%,38.9%,25.0%,7.4%,8.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Coby Mayo RHB,,+364,22,21,2.80,2,2,0.250,0.429,0.688,0.438,0.461,19.0%,26.8%,23.8%,13.1%,97.4,310.5,3,2,18.2%,18.2%,18.2%,54.5%,18.2%,76.8,63.9%,19.4%,11.1%,92.3%,36.4%,27.3%,66.7%,9.1%,54.5%,72.7%,18.2%,9.1%,29.4%
Tyler O'Neill RHB,,+445,10,17,2.20,2,2,0.286,0.412,0.857,0.571,0.511,17.6%,29.6%,17.6%,11.9%,97.2,283.0,3,3,27.3%,9.1%,45.5%,54.5%,45.5%,74.0,52.0%,36.0%,24.0%,92.6%,72.8%,45.5%,40.0%,27.3%,27.3%,63.6%,27.3%,9.1%,17.6%
Taylor Ward RHB,,+540,10,23,4.40,1,1,0.368,0.435,0.632,0.263,0.441,13.0%,20.0%,21.7%,9.3%,91.3,274.0,5,3,21.4%,7.1%,21.4%,50.0%,64.3%,69.3,4.7%,20.9%,14.0%,95.6%,71.4%,35.7%,20.0%,35.7%,14.3%,35.7%,28.6%,35.7%,21.7%
Leody Taveras SHB,,+830,4,15,3.80,1,1,0.231,0.333,0.462,0.231,0.345,13.3%,36.4%,40.0%,11.8%,91.4,411.9,1,1,16.7%,16.7%,16.7%,33.3%,16.7%,71.7,19.0%,14.3%,9.5%,95.5%,16.7%,16.7%,100.0%,-,83.3%,50.0%,50.0%,-,15.4%
Jackson Holliday LHB,,+550,4,14,2.80,1,2,0.364,0.500,0.727,0.364,0.507,21.4%,28.6%,14.3%,10.7%,87.6,313.2,5,2,11.1%,11.1%,11.1%,44.4%,66.7%,71.6,22.2%,22.2%,11.1%,90.0%,77.7%,33.3%,0.0%,44.4%,22.2%,22.2%,33.3%,44.4%,31.2%
Gunnar Henderson LHB,,+470,24,19,4.60,0,0,0.111,0.158,0.111,-,0.128,5.3%,18.4%,5.3%,10.3%,86.1,194.9,2,0,-,-,29.4%,29.4%,17.6%,73.9,40.6%,25.0%,12.5%,84.2%,35.2%,17.6%,0.0%,17.6%,47.1%,47.1%,35.3%,17.6%,42.1%
Adley Rutschman SHB,,+583,17,18,4.60,0,0,0.278,0.278,0.278,-,0.247,-,10.3%,-,5.1%,87.1,274.3,3,0,-,-,11.1%,22.2%,44.4%,68.9,-,50.0%,15.4%,89.7%,61.1%,22.2%,0.0%,38.9%,38.9%,33.3%,44.4%,22.2%,17.6%
Pete Alonso RHB,,+310,18,17,4.40,0,0,0.133,0.235,0.133,-,0.181,11.8%,32.4%,23.5%,16.9%,96.0,249.8,3,2,9.1%,-,45.5%,63.6%,36.4%,74.7,41.4%,27.6%,20.7%,85.3%,63.7%,36.4%,0.0%,27.3%,27.3%,63.6%,36.4%,-,46.7%
Jeremiah Jackson RHB,—,N/A,7,17,3.60,0,0,0.235,0.235,0.235,-,0.209,-,15.6%,23.5%,9.1%,87.6,243.0,0,0,-,-,15.4%,30.8%,30.8%,73.2,34.5%,24.1%,10.3%,90.6%,38.5%,7.7%,0.0%,30.8%,61.5%,61.5%,30.8%,7.7%,43.8%
Blaze Alexander RHB,,+810,9,17,3.80,0,0,0.294,0.294,0.294,-,0.262,-,23.8%,29.4%,13.2%,89.8,237.6,2,0,9.1%,9.1%,18.2%,45.5%,45.5%,73.1,22.0%,17.1%,12.2%,97.6%,63.7%,18.2%,0.0%,45.5%,36.4%,45.5%,45.5%,9.1%,47.4%
