Matchup,LAD @ SD
Pitcher,Walker Buehler
Pitcher Team,SD
Opposing Team,LAD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,72.2,308,0.259,0.300,0.365,0.106,1.32,5,0.62,7.5%,20.1%,20.8%,17.3%,9.1%,7.93,68.9%,9.1%,7.4%,42.4%,18.9%,12.2%,16.1%
vsLHB,36.0,163,0.288,0.316,0.356,0.068,1.61,1,0.25,9.8%,22.2%,21.5%,19.9%,9.9%,8.75,67.5%,9.6%,4.5%,43.2%,15.3%,5.9%,22.5%
vsRHB,36.0,145,0.228,0.282,0.375,0.147,1.06,4,1.00,4.8%,18.0%,20.0%,15.0%,8.3%,7.25,70.5%,8.6%,10.4%,41.5%,22.6%,16.7%,9.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Shohei Ohtani LHB,,+270,34,19,4.40,4,4,0.438,0.526,1.188,0.750,0.685,15.8%,21.2%,10.5%,9.6%,98.6,364.4,6,4,35.7%,21.4%,35.7%,71.4%,42.9%,76.1,65.5%,34.5%,24.1%,90.6%,35.7%,80.0%,14.3%,50.0%,50.0%,42.9%,7.1%,28.6%
Mookie Betts RHB,,+600,14,28,4.40,3,3,0.481,0.500,0.926,0.444,0.607,3.6%,17.8%,17.9%,7.9%,89.0,248.7,5,4,9.1%,9.1%,31.8%,31.8%,50.0%,69.7,5.6%,33.3%,13.9%,85.7%,31.8%,28.6%,36.4%,27.3%,50.0%,22.7%,27.3%,28.1%
Freddie Freeman LHB,,+524,26,24,4.20,2,3,0.368,0.500,0.737,0.368,0.511,20.8%,15.3%,8.3%,8.1%,89.0,289.3,6,3,11.8%,-,11.8%,47.1%,41.2%,71.7,13.0%,22.2%,7.4%,93.1%,35.3%,33.3%,23.5%,41.2%,41.2%,29.4%,29.4%,43.5%
Kyle Tucker LHB,,+600,25,18,3.60,1,1,0.412,0.444,0.588,0.176,0.449,5.6%,13.2%,16.7%,6.8%,85.9,244.3,1,1,7.1%,7.1%,14.3%,50.0%,14.3%,69.8,8.6%,22.9%,8.6%,92.1%,42.9%,16.7%,7.1%,50.0%,50.0%,21.4%,28.6%,45.5%
Andy Pages RHB,,+564,33,27,4.80,0,1,0.185,0.185,0.259,0.074,0.193,-,19.0%,18.5%,9.9%,88.7,255.1,6,2,-,-,13.6%,40.9%,40.9%,72.7,27.8%,24.1%,14.8%,93.1%,13.6%,0.0%,45.5%,31.8%,18.2%,59.1%,22.7%,46.9%
Dalton Rushing LHB,,+575,41,23,2.80,0,0,0.200,0.304,0.300,0.100,0.272,13.0%,47.6%,43.5%,23.3%,92.8,258.1,3,2,10.0%,-,20.0%,50.0%,50.0%,72.3,5.1%,20.5%,10.3%,92.9%,-,-,50.0%,30.0%,50.0%,30.0%,20.0%,47.8%
Ryan Ward LHB,,+750,22,20,3.20,0,0,0.176,0.300,0.294,0.118,0.269,15.0%,29.2%,25.0%,14.4%,86.0,238.3,2,0,-,-,33.3%,16.7%,33.3%,71.6,14.0%,14.0%,4.7%,91.5%,33.3%,0.0%,25.0%,33.3%,58.3%,8.3%,33.3%,36.0%
Miguel Rojas RHB,—,N/A,17,20,1.80,0,0,0.214,0.350,0.286,0.071,0.286,15.0%,15.6%,5.0%,6.8%,82.0,224.9,2,1,6.7%,-,20.0%,40.0%,13.3%,68.6,3.7%,33.3%,11.1%,87.1%,33.3%,0.0%,-,46.7%,33.3%,53.3%,13.3%,26.3%
Max Muncy LHB,,+375,31,18,3.60,0,1,0.167,0.167,0.222,0.056,0.169,-,24.1%,27.8%,12.1%,89.9,284.0,3,2,7.7%,-,23.1%,46.2%,46.2%,73.5,30.8%,30.8%,3.8%,96.3%,38.5%,0.0%,23.1%,30.8%,46.2%,30.8%,23.1%,35.7%
Alex Freeland SHB,,+900,22,18,3.00,0,0,0.400,0.444,0.533,0.133,0.411,11.1%,23.1%,27.8%,10.6%,84.0,256.9,4,2,-,-,36.4%,45.5%,72.7%,70.9,7.9%,15.8%,5.3%,100.0%,18.2%,0.0%,54.5%,9.1%,36.4%,45.5%,18.2%,15.8%
Alex Call RHB,—,N/A,16,17,3.40,0,0,0.214,0.294,0.214,-,0.233,11.8%,20.0%,17.6%,8.5%,79.7,241.4,1,0,-,-,16.7%,8.3%,25.0%,66.8,-,33.3%,-,80.0%,50.0%,0.0%,8.3%,33.3%,25.0%,33.3%,41.7%,21.1%
Chuckie Robinson RHB,—,N/A,2,11,3.40,0,0,0.182,0.182,0.182,-,0.162,-,37.0%,36.4%,21.7%,88.4,196.3,0,0,-,-,-,28.6%,14.3%,70.2,4.2%,25.0%,4.2%,96.0%,14.3%,0.0%,14.3%,42.9%,-,57.1%,42.9%,54.5%
Tommy Edman SHB,,+800,7,11,4.00,0,0,0.364,0.364,0.455,0.091,0.358,-,18.2%,18.2%,8.9%,84.5,223.7,0,0,-,-,22.2%,33.3%,55.6%,69.6,5.3%,21.1%,15.8%,86.4%,11.1%,0.0%,44.4%,33.3%,55.6%,22.2%,22.2%,30.8%
