Matchup,BAL @ LAA
Pitcher,Samuel Aldegheri
Pitcher Team,LAA
Opposing Team,BAL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,20.0,91,0.256,0.336,0.410,0.154,1.55,2,0.90,12.1%,19.4%,14.3%,12.0%,9.1%,5.85,63.0%,6.0%,6.1%,36.4%,37.9%,8.0%,18.2%
vsLHB,4.2,28,0.391,0.499,0.696,0.304,3.00,2,3.86,17.9%,11.1%,7.1%,5.3%,5.4%,3.86,57.1%,2.7%,4.8%,33.3%,28.6%,33.3%,19.0%
vsRHB,15.1,63,0.200,0.263,0.291,0.091,1.11,0,-,9.5%,23.4%,17.5%,15.7%,10.9%,6.46,65.6%,7.6%,6.7%,37.8%,42.2%,-,17.8%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Pete Alonso RHB,,+287,10,9,4.20,1,1,0.250,0.333,0.625,0.375,0.404,11.1%,20.0%,22.2%,8.8%,92.2,271.7,2,2,16.7%,16.7%,33.3%,50.0%,50.0%,74.7,46.2%,23.1%,15.4%,86.7%,33.3%,50.0%,33.3%,33.3%,66.7%,16.7%,16.7%,33.3%
Tyler O'Neill RHB,,+375,16,11,4.20,0,0,0.300,0.364,0.400,0.100,0.336,9.1%,38.1%,54.5%,19.5%,89.2,218.6,0,0,-,-,50.0%,50.0%,75.0%,71.6,11.8%,11.8%,11.8%,81.0%,25.0%,0.0%,75.0%,-,50.0%,50.0%,-,25.0%
Jeremiah Jackson RHB,,+556,20,9,2.60,0,0,0.222,0.222,0.222,-,0.198,-,40.0%,33.3%,26.1%,82.4,235.8,0,0,-,-,16.7%,33.3%,50.0%,73.2,28.6%,14.3%,14.3%,93.3%,16.7%,0.0%,33.3%,50.0%,50.0%,50.0%,-,100.0%
Blaze Alexander RHB,,+710,10,9,3.80,0,0,0.143,0.222,0.143,-,0.171,11.1%,25.0%,11.1%,14.3%,90.3,279.3,2,0,-,-,-,14.3%,57.1%,70.6,20.8%,12.5%,-,92.3%,28.6%,0.0%,28.6%,42.9%,14.3%,28.6%,57.1%,44.4%
Colton Cowser LHB,—,N/A,1,9,3.80,0,0,0.250,0.333,0.250,-,0.270,11.1%,61.1%,44.4%,28.9%,89.2,236.4,0,0,-,-,25.0%,25.0%,50.0%,74.7,53.3%,13.3%,6.7%,88.2%,50.0%,0.0%,25.0%,25.0%,25.0%,50.0%,25.0%,37.5%
Jackson Holliday LHB,—,N/A,-,9,3.20,0,0,-,0.111,-,-,0.072,11.1%,68.8%,44.4%,29.7%,82.4,288.4,1,0,-,-,-,25.0%,50.0%,70.1,7.7%,7.7%,-,86.7%,50.0%,0.0%,25.0%,25.0%,-,100.0%,-,40.0%
Leody Taveras SHB,,+900,11,8,4.20,0,0,0.429,0.500,0.429,-,0.415,12.5%,53.8%,50.0%,18.4%,67.5,179.9,0,0,-,-,-,-,33.3%,72.6,20.0%,10.0%,-,83.3%,-,-,33.3%,33.3%,33.3%,-,66.7%,20.0%
Samuel Basallo LHB,,+457,10,8,4.20,0,0,0.125,0.125,0.125,-,0.111,-,70.6%,75.0%,37.5%,84.5,295.8,1,1,-,-,50.0%,-,100.0%,73.9,25.0%,6.2%,-,94.1%,50.0%,0.0%,50.0%,-,50.0%,50.0%,-,25.0%
Gunnar Henderson LHB,,+483,13,8,4.60,0,0,-,-,-,-,-,-,26.1%,12.5%,12.8%,74.0,131.2,0,0,-,-,28.6%,14.3%,28.6%,74.5,55.0%,5.0%,5.0%,87.0%,-,-,28.6%,14.3%,42.9%,-,57.1%,20.0%
Coby Mayo RHB,,+350,26,8,3.20,0,0,0.286,0.375,0.286,-,0.304,12.5%,14.3%,12.5%,8.3%,85.2,168.5,0,0,-,-,16.7%,16.7%,16.7%,75.6,55.0%,15.0%,5.0%,100.0%,16.7%,0.0%,16.7%,16.7%,16.7%,33.3%,50.0%,75.0%
Taylor Ward RHB,,+486,18,5,4.60,0,0,0.750,0.800,0.750,-,0.664,20.0%,12.5%,-,5.3%,89.1,201.7,0,0,-,-,50.0%,-,25.0%,68.9,7.1%,21.4%,-,87.5%,25.0%,0.0%,25.0%,25.0%,50.0%,50.0%,-,66.7%
Sam Huff RHB,,+450,-,2,2.80,0,0,0.500,0.500,0.500,-,0.445,-,57.1%,50.0%,26.7%,104.6,-,0,0,-,-,-,100.0%,-,72.8,33.3%,16.7%,16.7%,85.7%,-,-,-,100.0%,100.0%,-,-,25.0%
