Matchup,SF @ ATL
Pitcher,Adrian Houser
Pitcher Team,SF
Opposing Team,ATL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,65.0,296,0.287,0.366,0.502,0.215,1.54,11,1.52,8.1%,19.5%,15.2%,15.1%,8.7%,6.23,64.9%,6.5%,9.9%,44.1%,23.4%,19.2%,14.9%
vsLHB,36.2,190,0.333,0.430,0.600,0.267,2.05,8,1.96,10.5%,20.4%,17.9%,16.3%,8.8%,8.35,62.6%,6.2%,11.4%,43.9%,25.0%,21.2%,20.5%
vsRHB,28.0,106,0.210,0.250,0.340,0.130,0.89,3,0.96,3.8%,17.7%,10.4%,12.4%,8.5%,3.54,68.9%,7.0%,7.8%,44.4%,21.1%,15.8%,6.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Michael Harris II LHB,,+450,23,25,4.60,1,1,0.348,0.400,0.522,0.174,0.400,8.0%,23.5%,24.0%,12.4%,90.3,243.9,4,3,11.8%,5.9%,5.9%,41.2%,41.2%,75.7,57.1%,19.0%,14.3%,85.7%,5.9%,100.0%,41.2%,41.2%,17.6%,70.6%,11.8%,29.2%
Mauricio Dubon RHB,,+1080,19,23,4.20,1,1,0.364,0.391,0.545,0.182,0.407,4.3%,14.6%,26.1%,8.2%,84.4,210.2,2,1,12.5%,6.2%,12.5%,31.2%,43.8%,68.2,5.1%,25.6%,5.1%,83.0%,12.5%,50.0%,43.8%,31.2%,18.8%,43.8%,37.5%,30.4%
Dominic Smith LHB,,+820,8,20,3.60,1,3,0.222,0.250,0.389,0.167,0.271,5.0%,8.1%,5.0%,4.4%,89.3,272.7,5,3,5.6%,-,16.7%,44.4%,33.3%,70.6,13.9%,38.9%,13.9%,97.3%,27.8%,20.0%,22.2%,44.4%,50.0%,38.9%,11.1%,33.3%
Matt Olson LHB,,+360,26,16,4.40,1,1,0.267,0.250,0.533,0.267,0.322,-,34.3%,31.2%,15.4%,92.4,279.7,5,2,9.1%,-,9.1%,54.5%,27.3%,75.3,57.6%,21.2%,9.1%,97.1%,36.4%,25.0%,36.4%,18.2%,27.3%,45.5%,27.3%,17.6%
Drake Baldwin LHB,,+410,29,25,4.00,0,1,0.158,0.320,0.158,-,0.237,20.0%,18.6%,20.0%,9.9%,92.4,317.0,3,2,13.3%,-,20.0%,46.7%,26.7%,75.4,61.1%,18.5%,7.4%,96.4%,20.0%,0.0%,26.7%,53.3%,46.7%,33.3%,20.0%,29.2%
Mike Yastrzemski LHB,,+760,13,20,3.20,0,0,0.056,0.150,0.056,-,0.109,10.0%,26.5%,20.0%,9.3%,89.0,280.4,3,1,-,-,7.1%,42.9%,14.3%,71.5,12.9%,32.3%,6.5%,91.2%,35.7%,0.0%,7.1%,57.1%,42.9%,42.9%,14.3%,13.6%
Ozzie Albies SHB,,+680,16,20,4.40,0,1,0.154,0.300,0.154,-,0.222,15.0%,26.5%,20.0%,12.0%,92.3,307.6,5,4,8.3%,-,50.0%,50.0%,41.7%,69.4,-,33.3%,3.3%,93.8%,50.0%,0.0%,25.0%,25.0%,75.0%,25.0%,-,33.3%
Sandy León SHB,—,N/A,5,19,2.80,0,0,0.105,0.105,0.105,-,0.094,-,22.9%,42.1%,12.5%,86.1,212.9,1,0,-,-,27.3%,36.4%,27.3%,69.7,3.3%,26.7%,-,88.2%,27.3%,0.0%,18.2%,36.4%,54.5%,36.4%,9.1%,26.7%
Austin Riley RHB,,+550,25,19,4.20,0,0,0.133,0.316,0.200,0.067,0.254,15.8%,27.6%,21.1%,11.9%,89.4,262.6,2,2,9.1%,-,18.2%,27.3%,36.4%,76.3,64.3%,10.7%,3.6%,96.6%,54.5%,0.0%,18.2%,18.2%,36.4%,45.5%,18.2%,17.6%
Ha-Seong Kim RHB,,+1050,17,18,3.00,0,1,0.125,0.222,0.125,-,0.171,11.1%,15.8%,11.1%,7.5%,81.9,258.7,1,1,7.1%,-,7.1%,14.3%,21.4%,71.7,17.6%,14.7%,2.9%,89.5%,21.4%,0.0%,14.3%,57.1%,50.0%,42.9%,7.1%,36.8%
Jorge Mateo RHB,,+456,32,16,1.80,0,0,0.200,0.250,0.333,0.133,0.255,6.2%,22.9%,37.5%,12.7%,88.0,242.0,2,1,-,-,22.2%,44.4%,55.6%,73.9,38.7%,12.9%,12.9%,88.6%,33.3%,0.0%,33.3%,22.2%,22.2%,33.3%,44.4%,23.1%
Eli White RHB,,+920,23,12,2.00,0,1,0.250,0.250,0.333,0.083,0.254,-,19.0%,16.7%,9.5%,88.3,316.7,3,2,-,-,10.0%,60.0%,50.0%,74.5,61.1%,38.9%,27.8%,90.0%,10.0%,0.0%,30.0%,50.0%,40.0%,40.0%,20.0%,15.4%
Rowdy Tellez LHB,—,N/A,-,2,1.00,0,0,-,-,-,-,-,-,0.0%,-,-,83.9,173.4,0,0,-,-,50.0%,-,50.0%,75.1,33.3%,-,-,100.0%,50.0%,0.0%,50.0%,-,50.0%,-,50.0%,0.0%
