Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-07-31,Sutter Health Park,DET @ ATH,9:40,+33%,+24%,+6%,+28%,+0.73,+0.83,+0.62,+2.47,+32%,+14%,+2%,+20%,+0.73,+0.47,+0.16,+1.78,+0%,+10%,+4%,+8%,+0.01,+0.36,+0.46,+0.69
2026-07-31,Coors Field,KC  @ COL,8:40,+3%,+28%,+13%,+22%,+0.08,+0.99,+1.43,+1.98,+20%,+30%,+16%,+33%,+0.45,+1.06,+1.71,+2.86,-17%,-2%,-3%,-10%,-0.37,-0.07,-0.28,-0.88
2026-07-31,Great American BP,PIT @ CIN,6:10,+14%,+7%,+3%,+15%,+0.32,+0.24,+0.35,+1.30,+14%,+1%,-1%,+9%,+0.32,+0.04,-0.10,+0.79,+0%,+6%,+4%,+6%,+0.00,+0.20,+0.45,+0.50
2026-07-31,Rogers Centre,STL @ TOR,7:07,+19%,+0%,0%,+6%,+0.42,+0.01,-0.01,+0.57,+6%,-2%,-2%,-2%,+0.15,-0.07,-0.23,-0.13,+12%,+2%,+2%,+8%,+0.27,+0.08,+0.22,+0.70
2026-07-31,Truist Park,WAS @ ATL,7:15,+11%,-6%,+7%,+6%,+0.24,-0.21,+0.70,+0.55,-2%,-6%,+1%,-3%,-0.04,-0.23,+0.11,-0.30,+13%,+0%,+6%,+10%,+0.28,+0.01,+0.59,+0.85
2026-07-31,Oriole Park,PHI @ BAL,7:05,-2%,+8%,+7%,+6%,-0.05,+0.27,+0.76,+0.55,-2%,+6%,+6%,+5%,-0.04,+0.21,+0.69,+0.45,-1%,+2%,+1%,+1%,-0.01,+0.06,+0.07,+0.09
2026-07-31,Progressive Field,ARI @ CLE,7:10,+8%,+9%,-4%,+6%,+0.18,+0.31,-0.43,+0.51,-3%,+2%,-3%,-1%,-0.07,+0.06,-0.28,-0.06,+11%,+7%,-1%,+6%,+0.25,+0.25,-0.14,+0.57
2026-07-31,Wrigley Field,NYY @ CHC,2:20,+24%,-10%,-5%,+3%,+0.54,-0.35,-0.53,+0.31,0%,-11%,-3%,-6%,-0.01,-0.38,-0.34,-0.54,+24%,+1%,-2%,+10%,+0.55,+0.04,-0.19,+0.85
2026-07-31,Dodger Stadium,BOS @ LAD,10:10,+16%,+3%,-7%,+1%,+0.37,+0.10,-0.79,+0.09,+17%,-3%,-5%,+0%,+0.39,-0.11,-0.54,+0.04,-1%,+6%,-2%,+1%,-0.02,+0.21,-0.25,+0.05
2026-07-31,Angel Stadium,MIL @ LAA,9:38,0%,-7%,0%,-2%,0.00,-0.23,0.00,-0.21,-8%,-4%,+1%,-4%,-0.18,-0.15,+0.10,-0.33,+8%,-2%,-1%,+1%,+0.17,-0.08,-0.10,+0.11
2026-07-31,Citi Field,MIA @ NYM,7:10,+10%,-12%,-10%,-4%,+0.23,-0.41,-1.11,-0.37,-2%,-19%,-4%,-8%,-0.04,-0.65,-0.47,-0.70,+12%,+7%,-6%,+4%,+0.27,+0.24,-0.63,+0.33
2026-07-31,Daikin Park,TEX @ HOU,8:15,+5%,-11%,-4%,-5%,+0.11,-0.38,-0.42,-0.40,+5%,-11%,-4%,-5%,+0.12,-0.39,-0.45,-0.41,-1%,+0%,+0%,+0%,-0.01,+0.01,+0.03,+0.01
2026-07-31,Petco Park,SF  @ SD,9:45,0%,-9%,-6%,-6%,-0.01,-0.32,-0.62,-0.52,-5%,-11%,-4%,-7%,-0.12,-0.39,-0.47,-0.65,+5%,+2%,-1%,+2%,+0.11,+0.06,-0.14,+0.13
2026-07-31,Tropicana Field,CHW @ TB,7:10,-4%,-7%,-8%,-6%,-0.09,-0.23,-0.83,-0.55,-5%,-6%,-8%,-6%,-0.10,-0.22,-0.83,-0.55,+1%,-1%,+0%,+0%,+0.02,-0.02,+0.00,+0.01
2026-07-31,T-Mobile Park,MIN @ SEA,10:10,-4%,-17%,-8%,-12%,-0.09,-0.60,-0.83,-1.06,+1%,-15%,-6%,-8%,+0.02,-0.54,-0.69,-0.74,-5%,-2%,-1%,-4%,-0.12,-0.06,-0.14,-0.32
