Matchup,ATL @ PIT
Pitcher,Hurston Waldrep
Pitcher Team,ATL
Opposing Team,PIT

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,7.1,34,0.250,0.337,0.357,0.107,1.64,1,1.23,14.7%,28.8%,20.6%,30.4%,11.5%,8.59,61.8%,6.1%,4.8%,33.3%,14.3%,33.3%,9.5%
vsLHB,4.1,18,0.188,0.223,0.188,-,1.15,0,-,11.1%,33.3%,22.2%,36.4%,14.1%,8.31,61.1%,5.6%,-,25.0%,16.7%,-,-
vsRHB,3.0,16,0.333,0.464,0.583,0.250,2.33,1,3.00,18.8%,22.7%,18.8%,25.0%,8.3%,9.00,62.5%,6.7%,11.1%,44.4%,11.1%,100.0%,22.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ryan O'Hearn LHB,,+800,19,17,4.80,2,2,0.375,0.412,0.750,0.375,0.495,5.9%,23.1%,23.5%,12.0%,92.5,285.0,4,4,25.0%,16.7%,33.3%,50.0%,66.7%,70.7,-,37.5%,20.8%,92.3%,75.0%,41.7%,40.0%,33.3%,25.0%,41.7%,41.7%,16.7%,7.7%
Jared Triolo RHB,,+1200,17,14,3.80,1,2,0.308,0.357,0.769,0.462,0.468,7.1%,21.1%,21.4%,10.3%,94.9,300.7,3,3,10.0%,-,10.0%,80.0%,40.0%,70.8,5.6%,44.4%,33.3%,94.7%,40.0%,10.0%,100.0%,30.0%,50.0%,50.0%,40.0%,10.0%,40.0%
Tyler Callihan LHB,,+775,15,6,3.20,1,1,0.500,0.500,1.000,0.500,0.647,-,36.8%,16.7%,18.4%,79.7,267.5,1,1,20.0%,20.0%,60.0%,20.0%,80.0%,70.5,10.5%,5.3%,5.3%,100.0%,80.0%,40.0%,50.0%,40.0%,20.0%,60.0%,20.0%,20.0%,36.4%
Esmerlyn Valdez RHB,,+552,29,14,4.80,0,1,0.462,0.429,0.538,0.077,0.409,-,26.1%,28.6%,12.2%,84.7,248.0,3,1,10.0%,-,-,30.0%,50.0%,73.4,47.4%,15.8%,10.5%,90.5%,70.0%,30.0%,0.0%,40.0%,30.0%,10.0%,30.0%,60.0%,28.6%
Bryan Reynolds SHB,,+600,14,12,5.00,0,1,0.200,0.333,0.200,-,0.256,16.7%,36.4%,33.3%,19.4%,98.7,247.8,1,1,-,-,16.7%,83.3%,16.7%,71.5,25.0%,17.9%,14.3%,84.8%,33.4%,16.7%,0.0%,16.7%,50.0%,33.3%,16.7%,50.0%,41.2%
Brandon Lowe LHB,,+400,21,12,5.00,0,0,0.222,0.417,0.333,0.111,0.342,25.0%,41.7%,8.3%,21.7%,93.9,264.7,1,0,-,-,12.5%,37.5%,25.0%,74.2,47.6%,28.6%,-,91.3%,62.5%,37.5%,0.0%,25.0%,37.5%,25.0%,37.5%,37.5%,54.5%
Konnor Griffin RHB,—,N/A,21,11,4.80,0,0,0.556,0.636,0.667,0.111,0.564,9.1%,17.4%,-,8.9%,67.5,213.0,1,0,-,-,-,-,44.4%,74.8,40.0%,15.0%,-,87.0%,33.3%,-,-,33.3%,55.6%,33.3%,33.3%,33.3%,36.4%
Nick Gonzales RHB,,+1200,13,11,4.80,0,0,0.556,0.636,0.667,0.111,0.564,9.1%,11.1%,9.1%,4.4%,85.7,261.8,1,0,-,-,-,42.9%,42.9%,71.6,12.5%,18.8%,6.2%,94.1%,57.2%,14.3%,0.0%,42.9%,42.9%,28.6%,28.6%,42.9%,8.3%
Jake Mangum SHB,,+1850,10,10,4.80,0,0,0.200,0.200,0.200,-,0.178,-,20.8%,20.0%,10.2%,82.1,219.7,0,0,-,-,-,25.0%,25.0%,68.2,8.7%,21.7%,4.3%,95.8%,25.0%,12.5%,0.0%,12.5%,62.5%,-,75.0%,25.0%,28.6%
Henry Davis RHB,,+725,15,9,3.00,0,1,0.143,0.333,0.143,-,0.243,22.2%,8.3%,11.1%,3.6%,81.6,324.2,2,1,16.7%,-,33.3%,33.3%,16.7%,72.6,36.4%,18.2%,18.2%,91.7%,66.7%,50.0%,0.0%,16.7%,33.3%,50.0%,50.0%,-,28.6%
Marcell Ozuna RHB,—,N/A,28,7,4.20,0,0,0.333,0.429,0.333,-,0.347,14.3%,46.2%,14.3%,18.8%,91.5,148.2,0,0,-,-,-,60.0%,20.0%,71.7,25.0%,33.3%,16.7%,92.3%,20.0%,-,-,20.0%,80.0%,40.0%,20.0%,40.0%,0.0%
Endy Rodriguez SHB,,+660,33,7,4.40,0,0,0.143,0.143,0.143,-,0.127,-,33.3%,28.6%,13.3%,94.9,245.1,1,1,-,-,-,80.0%,40.0%,73.3,25.0%,33.3%,16.7%,100.0%,60.0%,40.0%,0.0%,20.0%,40.0%,20.0%,40.0%,40.0%,16.7%
Billy Cook RHB,—,N/A,1,1,1.80,0,0,-,-,-,-,-,-,50.0%,-,25.0%,93.9,361.2,1,1,-,-,-,-,-,66.5,-,50.0%,-,100.0%,100.0%,100.0%,0.0%,-,-,-,100.0%,-,0.0%
