Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
James Wood,LHB,WSH,Payton Tolle,L,57.1,47.3,24.4,60.4,44.7
Willson Contreras,RHB,BOS,Andrew Alvarez,L,51.1,34.7,27.8,71.3,43.4
Andruw Monasterio,RHB,BOS,Andrew Alvarez,L,35.2,58.8,46.6,21,43.3
TJ Rumfield,LHB,COL,Max Meyer,R,38.7,39.5,31.8,58.7,41.9
Heriberto Hernandez,RHB,MIA,Kyle Freeland,L,56.1,35.8,40.4,35.3,39.1
Heliot Ramos,RHB,SF,Zac Gallen,R,35,54.7,31.9,26,38.7
Jake McCarthy,LHB,COL,Max Meyer,R,44.2,46.5,17,51.2,38.6
Jonathan Aranda,LHB,TB,Seth Lugo,R,32,41.8,23.5,52.7,38.1
Bobby Witt Jr.,RHB,KC,Shane McClanahan,L,15.7,33.3,35.6,55.1,37.7
Mickey Moniak,LHB,COL,Max Meyer,R,29.4,29.8,29.8,60.3,37.4
CJ Abrams,LHB,WSH,Payton Tolle,L,35.1,41.6,23.1,45.7,36.4
Jazz Chisholm Jr.,LHB,NYY,Troy Melton,R,42.9,33,20.6,55.6,35.9
Junior Caminero,RHB,TB,Seth Lugo,R,51,38,32.6,29.7,35.6
Josh Bell,SHB,MIN,Tatsuya Imai,R,27.7,34.1,30.8,46.1,35.5
A.J. Ewing,LHB,NYM,Braydon Fisher,R,35.1,19.4,36,49.1,33.4
Hunter Goodman,RHB,COL,Max Meyer,R,31,30.8,37.3,32.6,33.2
Cole Carrigg,SHB,COL,Max Meyer,R,46.4,17.3,17.3,62.2,31.4
Rodolfo Durán,RHB,SD,Colin Rea,R,38.4,27,29.6,37,31.4
Ty France,RHB,SD,Colin Rea,R,29.8,27.6,27.1,41.7,31.2
Bryce Harper,LHB,PHI,Paul Skenes,R,33.7,22.6,30.4,42.9,31.1
Casey Schmitt,RHB,SF,Zac Gallen,R,31.6,19.2,26.7,53,31.1
Ben Rice,LHB,NYY,Troy Melton,R,52.6,18.3,18.3,55.1,30.9
Victor Mesa Jr.,LHB,TB,Seth Lugo,R,39.7,43.9,12.8,29.1,30.4
Yordan Alvarez,LHB,HOU,Taj Bradley,R,19,43.5,19.9,28.4,30.2
Dylan Crews,RHB,WSH,Payton Tolle,L,54.1,32.3,24.9,23.8,30.1
Miguel Amaya,RHB,CHC,Walker Buehler,R,37.1,18.3,29.6,41.8,29.4
Francisco Alvarez,RHB,NYM,Braydon Fisher,R,42.8,32.1,16.5,35.3,29.3
Ryan Vilade,RHB,TB,Seth Lugo,R,33.4,24.6,24.6,38.6,29
Dalton Rushing,LHB,LAD,J.T. Ginn,R,33,30.1,17.1,40.3,29
Trea Turner,RHB,PHI,Paul Skenes,R,35.3,26.8,32.7,24.9,28.9
Elly De La Cruz,SHB,CIN,Shane Drohan,L,38.3,18.9,25.2,43.3,28.8
Kody Clemens,LHB,MIN,Tatsuya Imai,R,27.7,34,10.2,44.4,28.8
Kyle Schwarber,LHB,PHI,Paul Skenes,R,32.1,25.2,25.2,35.8,28.5
Esmerlyn Valdez,RHB,PIT,Zack Wheeler,R,22,28.3,19.8,39.1,27.8
Ian Happ,SHB,CHC,Walker Buehler,R,26.2,24.1,11.4,53,27.7
Edmundo Sosa,RHB,PHI,Paul Skenes,R,27.1,29.8,19,34.4,27.4
Alex Bregman,RHB,CHC,Walker Buehler,R,24.4,28.1,29,24.4,27.1
Pedro Pages,RHB,STL,Reynaldo Lopez,R,42.5,28,29.4,16.9,27.1
Yainer Diaz,RHB,HOU,Taj Bradley,R,27.8,24.1,24.1,33.7,26.9
Jordan Walker,RHB,STL,Reynaldo Lopez,R,54.6,19.7,21.5,32.3,26.9
Elias Diaz,RHB,TEX,Joey Cantillo,L,35.3,35.8,9.7,31.4,26.8
Cam Smith,RHB,HOU,Taj Bradley,R,43.4,25.2,19.6,31.2,26.8
Carson Benge,LHB,NYM,Braydon Fisher,R,42.1,27.3,14.9,33.6,26.6
Spencer Jones,LHB,NYY,Troy Melton,R,17.1,8.7,8.7,77,26.6
Shohei Ohtani,LHB,LAD,J.T. Ginn,R,36.6,24.9,15.9,37.5,26.5
Salvador Perez,RHB,KC,Shane McClanahan,L,43.4,35,8.1,29.8,26.5
Kyle Stowers,LHB,MIA,Kyle Freeland,L,57.5,12.1,12.1,51.1,26.4
Xavier Edwards,SHB,MIA,Kyle Freeland,L,17.7,22.3,32.5,27.8,26.3
Drake Baldwin,LHB,ATL,Michael McGreevy,R,29,16.3,25.6,39.6,26.2
Henry Davis,RHB,PIT,Zack Wheeler,R,24.7,26.8,20.9,30.4,25.7
Gunnar Henderson,LHB,BAL,Noah Schultz,L,38.6,15.2,26.6,33.7,25.6
Yohendrick Pinango,LHB,TOR,Freddy Peralta,R,15.7,23.7,8.6,52.3,25.5
Matt Olson,LHB,ATL,Michael McGreevy,R,4.1,30.7,25.4,25.6,25.2
Wilyer Abreu,LHB,BOS,Andrew Alvarez,L,23.8,22.5,9.3,48.6,25.2
Seiya Suzuki,RHB,CHC,Walker Buehler,R,36.2,25.1,19.9,27.5,25.2
Kerry Carpenter,LHB,DET,Will Warren,R,34.2,17.7,17.3,41,25.1
Dillon Dingler,RHB,DET,Will Warren,R,27.1,15,26.1,37.3,25.1
Miguel Andujar,RHB,SD,Colin Rea,R,53,18.4,18.4,30.3,24.8
Christian Walker,RHB,HOU,Taj Bradley,R,27.8,17.1,19.6,40,24.6
Willi Castro,SHB,COL,Max Meyer,R,33.8,18.6,26.9,26.4,24.6
Manny Machado,RHB,SD,Colin Rea,R,26.5,26.8,17.7,28.4,24.4
Francisco Lindor,SHB,NYM,Braydon Fisher,R,27.7,27.3,9.9,35.6,24.2
Tyrone Taylor,RHB,NYM,Braydon Fisher,R,44.9,22.4,7.4,38.3,24.1
Andy Pages,RHB,LAD,J.T. Ginn,R,20.7,19.7,20.9,35.2,24
Adrian Del Castillo,LHB,ARI,Trevor McDonald,R,27.6,17.4,13.9,43.4,23.9
Michael Busch,LHB,CHC,Walker Buehler,R,40.3,16.4,8,46.5,23.8
Jake Burger,RHB,TEX,Joey Cantillo,L,29.1,11.5,17.7,45.7,23.7
Jakob Marsee,LHB,MIA,Kyle Freeland,L,40.5,13.7,12.1,44.5,23.6
Joe Mack,LHB,MIA,Kyle Freeland,L,54.3,28,14.3,16.5,23.6
Trevor Larnach,LHB,MIN,Tatsuya Imai,R,46.3,16,9.6,41.8,23.6
Colt Keith,LHB,DET,Will Warren,R,50.4,11.8,12.8,41.7,23.4
Isaac Paredes,RHB,HOU,Taj Bradley,R,33.1,18.1,19.6,31.2,23.3
Masyn Winn,RHB,STL,Reynaldo Lopez,R,32.3,17.8,11.9,40.4,23.1
Michael Massey,LHB,KC,Shane McClanahan,L,37.4,10.3,10.3,50.4,23
Riley Greene,LHB,DET,Will Warren,R,30.4,26.2,12.9,27.3,22.9
Jackson Merrill,LHB,SD,Colin Rea,R,29.6,23.5,14.7,28.9,22.8
Eugenio Suarez,RHB,CIN,Shane Drohan,L,39.5,10.4,23.5,32,22.6
George Springer,RHB,TOR,Freddy Peralta,R,34.2,15.2,12.4,40.5,22.6
Eric Haase,RHB,SF,Zac Gallen,R,24.1,24.1,17.3,26,22.5
Jose Altuve,RHB,HOU,Taj Bradley,R,19.2,27.8,19.6,19.6,22.4
Max Muncy,LHB,LAD,J.T. Ginn,R,16.7,23.6,18.5,26.9,22.2
Michael Conforto,LHB,CHC,Walker Buehler,R,29.2,27.1,8.4,29.2,22.2
Freddie Freeman,LHB,LAD,J.T. Ginn,R,22.4,24.1,8.2,35.7,22.1
Willy Adames,RHB,SF,Zac Gallen,R,34.3,9.5,13.7,44.9,22.1
Bryce Eldridge,LHB,SF,Zac Gallen,R,17.3,25.8,14.6,27.5,22
Justin Foscue,RHB,TEX,Joey Cantillo,L,37.6,18.9,18.9,23.4,21.9
Pedro Ramirez,SHB,CHC,Walker Buehler,R,31.7,8,,63.4,21.8
Gavin Sheets,LHB,SD,Colin Rea,R,25.3,16.8,15.5,35.1,21.8
Byron Buxton,RHB,MIN,Tatsuya Imai,R,26.6,19.2,15.3,31.4,21.8
Corbin Carroll,LHB,ARI,Trevor McDonald,R,14.5,13,18,41.5,21.8
Brandon Valenzuela,SHB,TOR,Freddy Peralta,R,48.8,9.9,8.6,43.1,21.7
Tommy Troy,RHB,ARI,Trevor McDonald,R,39.7,18.5,18.5,23,21.7
Esteury Ruiz,RHB,MIA,Kyle Freeland,L,38.5,10.2,10.2,44.5,21.6
Cedric Mullins,LHB,TB,Seth Lugo,R,24.9,16.8,16.2,33.3,21.6
Lourdes Gurriel Jr.,RHB,ARI,Trevor McDonald,R,32.3,17.8,8,38.7,21.5
Hunter Feduccia,LHB,TB,Seth Lugo,R,23.6,27.9,,37.4,21.5
Christian Yelich,LHB,MIL,Andrew Abbott,L,38.8,11.3,11.3,40.5,21.4
Ketel Marte,SHB,ARI,Trevor McDonald,R,33.9,21.9,18.1,19.5,21.4
Luis Garcia Jr.,LHB,WSH,Payton Tolle,L,13.2,22.5,,48.9,21.4
Bo Bichette,RHB,NYM,Braydon Fisher,R,38.2,5.1,17.7,41.7,21.3
Keibert Ruiz,SHB,WSH,Payton Tolle,L,36.5,17,12.3,32.2,21.3
Jake Bauers,LHB,MIL,Andrew Abbott,L,36.5,19.6,11.3,29,21.2
Kyle Karros,RHB,COL,Max Meyer,R,36.4,18.8,13.3,27.8,21.2
Juan Soto,LHB,NYM,Braydon Fisher,R,27.7,19.4,9.5,34.7,21.1
Kazuma Okamoto,RHB,TOR,Freddy Peralta,R,36.3,18.6,8.1,33.8,21
Yandy Diaz,RHB,TB,Seth Lugo,R,11.9,24.5,18.6,22.7,21
Tristan Gray,LHB,MIN,Tatsuya Imai,R,24.7,26.8,,36.3,20.9
Sal Stewart,RHB,CIN,Shane Drohan,L,7.3,26.5,26.7,10.4,20.6
Fernando Tatis Jr.,RHB,SD,Colin Rea,R,38.7,17.7,10.4,29.6,20.6
Rhys Hoskins,RHB,CLE,MacKenzie Gore,L,31.5,16.5,17.5,25.1,20.5
Carter Jensen,LHB,KC,Shane McClanahan,L,34.5,12.1,12.1,36.8,20.5
Matt McLain,RHB,CIN,Shane Drohan,L,27.5,9.7,9.7,45.9,20.5
Brice Matthews,RHB,HOU,Taj Bradley,R,27.8,25.8,9.1,23.5,20.4
Austin Riley,RHB,ATL,Michael McGreevy,R,51.6,6.8,15.1,33,20.3
Alex Freeland,SHB,LAD,J.T. Ginn,R,34.6,28,7.7,19,20.3
Coby Mayo,RHB,BAL,Noah Schultz,L,37.5,14.1,17.6,25.4,20.3
Matt Vierling,RHB,DET,Will Warren,R,26.2,21.3,19,17.5,20.2
Pete Crow-Armstrong,LHB,CHC,Walker Buehler,R,33.7,23.5,8.4,24.4,20.2
Joey Bart,RHB,ATL,Michael McGreevy,R,35.1,9,19.9,29,19.9
Michael Harris II,LHB,ATL,Michael McGreevy,R,25.6,9.1,12.1,42,19.9
Marcell Ozuna,RHB,PIT,Zack Wheeler,R,25.4,18.6,8.1,33.3,19.8
Mark Vientos,RHB,NYM,Braydon Fisher,R,37.8,10.1,16.5,30.2,19.8
Ernie Clement,RHB,TOR,Freddy Peralta,R,19.1,8.1,17.9,38.9,19.8
Nathan Church,LHB,STL,Reynaldo Lopez,R,18.6,17.6,10.7,33.5,19.6
Cody Bellinger,LHB,NYY,Troy Melton,R,20.5,13.8,20.4,26.6,19.6
James Outman,LHB,DET,Will Warren,R,37.7,10.2,10.2,37,19.6
Jake Meyers,RHB,HOU,Taj Bradley,R,35.7,11,11,35.7,19.6
Nick Fortes,RHB,TB,Seth Lugo,R,44.5,7.6,10.9,36.4,19.5
JJ Bleday,LHB,CIN,Shane Drohan,L,39.6,11.6,11.6,31.6,19.4
