Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-06-29,Coors Field,MIA @ COL,8:40,+20%,+29%,+25%,+40%,+0.46,+1.02,+2.70,+3.55,+22%,+30%,+16%,+33%,+0.49,+1.04,+1.67,+2.88,-1%,-1%,+10%,+8%,-0.03,-0.03,+1.02,+0.67
2026-06-29,Sutter Health Park,LAD @ ATH,9:40,+39%,+17%,+8%,+29%,+0.88,+0.58,+0.84,+2.56,+32%,+14%,+1%,+20%,+0.72,+0.47,+0.16,+1.77,+7%,+3%,+6%,+9%,+0.16,+0.11,+0.68,+0.79
2026-06-29,Wrigley Field,SD  @ CHC,8:05,+47%,+4%,+3%,+26%,+1.06,+0.12,+0.29,+2.27,-1%,-11%,-3%,-7%,-0.03,-0.37,-0.36,-0.57,+48%,+14%,+6%,+32%,+1.09,+0.49,+0.65,+2.85
2026-06-29,Citizens Bank Park,PIT @ PHI,6:40,+27%,+0%,-4%,+10%,+0.61,+0.00,-0.37,+0.90,+14%,-3%,-2%,+5%,+0.32,-0.09,-0.16,+0.44,+13%,+3%,-2%,+5%,+0.29,+0.10,-0.21,+0.46
2026-06-29,Progressive Field,TEX @ CLE,7:10,+9%,+10%,-3%,+7%,+0.20,+0.37,-0.33,+0.65,-3%,+3%,-3%,-1%,-0.07,+0.10,-0.31,-0.04,+12%,+8%,0%,+8%,+0.27,+0.27,-0.02,+0.70
2026-06-29,Oriole Park,CHW @ BAL,6:35,+2%,+6%,+5%,+5%,+0.04,+0.20,+0.53,+0.46,-1%,+5%,+7%,+5%,-0.03,+0.17,+0.70,+0.43,+3%,+1%,-2%,+0%,+0.07,+0.03,-0.17,+0.03
2026-06-29,Fenway Park,WAS @ BOS,7:10,-9%,+16%,+6%,+5%,-0.21,+0.57,+0.60,+0.45,-6%,+21%,+6%,+9%,-0.14,+0.72,+0.65,+0.75,-3%,-4%,0%,-3%,-0.07,-0.14,-0.05,-0.30
2026-06-29,Chase Field,SF  @ ARI,9:40,-8%,+11%,+0%,+0%,-0.19,+0.40,+0.02,+0.04,-8%,+13%,+0%,+1%,-0.18,+0.46,+0.03,+0.12,0%,-2%,0%,-1%,0.00,-0.06,-0.01,-0.08
2026-06-29,American Family Fld,CIN @ MIL,7:40,+16%,-7%,-10%,0%,+0.37,-0.23,-1.09,-0.01,+9%,-10%,-8%,-3%,+0.20,-0.34,-0.89,-0.25,+7%,+3%,-2%,+3%,+0.17,+0.11,-0.20,+0.24
2026-06-29,Rogers Centre,NYM @ TOR,7:07,+7%,+1%,-6%,-3%,+0.15,+0.03,-0.60,-0.25,+6%,-2%,-2%,-1%,+0.15,-0.07,-0.22,-0.12,+0%,+3%,-4%,-1%,+0.00,+0.09,-0.38,-0.13
2026-06-29,Yankee Stadium,DET @ NYY,7:05,+12%,-10%,-10%,-4%,+0.26,-0.36,-1.10,-0.38,+4%,-11%,-5%,-4%,+0.09,-0.40,-0.58,-0.39,+8%,+1%,-5%,+0%,+0.17,+0.04,-0.53,+0.01
2026-06-29,Daikin Park,MIN @ HOU,8:10,+4%,-10%,-4%,-5%,+0.09,-0.36,-0.43,-0.41,+5%,-11%,-4%,-5%,+0.10,-0.38,-0.46,-0.43,0%,+0%,+0%,+0%,-0.01,+0.02,+0.04,+0.02
2026-06-29,T-Mobile Park,LAA @ SEA,9:40,+4%,-16%,-6%,-7%,+0.10,-0.57,-0.67,-0.64,+1%,-15%,-6%,-8%,+0.02,-0.51,-0.69,-0.71,+3%,-2%,+0%,+1%,+0.08,-0.05,+0.02,+0.07
