Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
James Wood,LHB,WSH,Michael Wacha,R,41.9,60.1,17.1,52.3,43.4
Jazz Chisholm Jr.,LHB,NYY,Davis Martin,R,46.4,37.8,19,67.8,40.5
Seiya Suzuki,RHB,CHC,Ryan Feltner,R,45.6,45.1,27.2,44.9,39.7
Kyle Schwarber,LHB,PHI,Tyler Phillips,R,27.1,35.8,27.1,64.3,39.4
Ryan O'Hearn,LHB,PIT,Jack Perkins,R,36.5,43,26.7,48.8,38.9
Nick Kurtz,LHB,ATH,Mitch Keller,R,34,42.3,25.1,50.3,38.3
Angel Martinez,SHB,CLE,Robert Gasser,L,34,30.8,36.8,50.3,37.8
Colt Keith,LHB,DET,Hunter Brown,R,74.1,25.7,24.4,53.9,37.2
Gleyber Torres,RHB,DET,Hunter Brown,R,27.1,37.5,15.9,63.5,36.5
Kody Clemens,LHB,MIN,Kumar Rocker,R,25.4,40,14,61.2,36
Garrett Mitchell,LHB,MIL,Slade Cecconi,R,31.5,37.4,22.8,50.2,35.6
Nathaniel Lowe,LHB,CIN,Kodai Senga,R,9.8,18.4,48.8,53.2,35.4
Bryce Harper,LHB,PHI,Tyler Phillips,R,33.5,27.1,24.6,58.9,34.9
Riley Greene,LHB,DET,Hunter Brown,R,39.5,33.1,33.8,35.6,34.6
Dalton Rushing,LHB,LAD,Drew Rasmussen,R,34.5,35,21.7,49.7,34.6
Kevin McGonigle,LHB,DET,Hunter Brown,R,26.4,38.9,20.5,44.4,33.5
Colton Cowser,LHB,BAL,Logan Gilbert,R,35,35.8,19.3,45.1,33.1
Yordan Alvarez,LHB,HOU,Framber Valdez,L,44.3,27.6,45.4,20.2,32.8
Heriberto Hernandez,RHB,MIA,Jesus Luzardo,L,40.3,28.8,28.6,39.1,32.5
Gary Sanchez,RHB,MIL,Slade Cecconi,R,45.4,23.3,23.9,49.8,32.3
Ian Happ,SHB,CHC,Ryan Feltner,R,25.8,39.2,7.8,54.8,32.3
Justin Foscue,RHB,TEX,Zebby Matthews,R,53.5,20.2,9.7,67.8,32.3
Dansby Swanson,RHB,CHC,Ryan Feltner,R,52.7,21.7,26.6,45.5,32.2
TJ Rumfield,LHB,COL,Edward Cabrera,R,23.2,37.4,13.5,50.4,32.1
Wilyer Abreu,LHB,BOS,Dylan Cease,R,34.6,12.7,33.7,55.1,31.8
Ryan Vilade,RHB,TB,Justin Wrobleski,L,37.9,35.4,31.7,24.2,31.7
Colson Montgomery,LHB,CWS,Gerrit Cole,R,42.6,20.3,20.2,56.7,31.6
Jorge Mateo,RHB,ATL,Adrian Houser,R,45.5,22.7,22.7,48.9,31.5
Ben Rice,LHB,NYY,Davis Martin,R,46.3,21.4,22.4,49.4,31.2
Masataka Yoshida,LHB,BOS,Dylan Cease,R,32.7,32.9,24.4,34.2,30.7
Mike Trout,RHB,LAA,Merrill Kelly,R,36.8,30.8,21.7,36.8,30.2
Jake Bauers,LHB,MIL,Slade Cecconi,R,39.2,27.7,22.4,39.2,30.1
Max Muncy,RHB,ATH,Mitch Keller,R,45.7,27.6,19.5,39.7,30
Moisés Ballesteros,LHB,CHC,Ryan Feltner,R,26.5,28.2,26.7,37.7,30
Jeff McNeil,LHB,ATH,Mitch Keller,R,27.4,26.1,21.6,46.2,29.9
Josh Bell,SHB,MIN,Kumar Rocker,R,33.4,30.2,24.7,33.5,29.7
Christian Yelich,LHB,MIL,Slade Cecconi,R,31.8,23.7,20.6,47.9,29.6
Colt Emerson,LHB,SEA,Brandon Young,R,31.3,28,39.8,18,29.4
Carson Benge,LHB,NYM,Brady Singer,R,30.7,32,8.1,50.4,29.3
Ernie Clement,RHB,TOR,Payton Tolle,L,34.3,21.1,25.8,42.7,29.2
Willi Castro,SHB,COL,Edward Cabrera,R,23.4,31.4,31.7,23.9,28.8
Bryce Eldridge,LHB,SF,Grant Holmes,R,24.9,27.5,34.6,25,28.7
Drake Baldwin,LHB,ATL,Adrian Houser,R,26.9,27.2,21.2,40.2,28.6
Andy Pages,RHB,LAD,Drew Rasmussen,R,17.4,21.1,24,49.3,28.6
Ty France,RHB,SD,Andre Pallante,R,16.9,28.8,24.9,36.9,28.5
Freddie Freeman,LHB,LAD,Drew Rasmussen,R,16.4,34.4,13.1,42.8,28.3
Lawrence Butler,LHB,ATH,Mitch Keller,R,20.2,27,27,34.9,28.3
Ketel Marte,SHB,ARI,Reid Detmers,L,36,25.3,25.3,32.8,28.2
Mitch Garver,RHB,SEA,Brandon Young,R,44.3,16.5,23.7,43.7,28.2
Tyler Stephenson,RHB,CIN,Kodai Senga,R,23.2,26.4,26.4,34.1,28
Casey Schmitt,RHB,SF,Grant Holmes,R,31.8,24.4,17.2,44.2,27.9
Shohei Ohtani,LHB,LAD,Drew Rasmussen,R,28.9,35.4,,50,27.8
Jackson Merrill,LHB,SD,Andre Pallante,R,32.4,29.4,19.4,33.9,27.8
Jake Burger,RHB,TEX,Zebby Matthews,R,47.9,16.6,22.4,41.1,27.6
Hunter Goodman,RHB,COL,Edward Cabrera,R,32.4,23.6,23.6,36.2,27.6
Brandon Marsh,LHB,PHI,Tyler Phillips,R,32.8,32.9,17.5,30,27.5
Gavin Sheets,LHB,SD,Andre Pallante,R,16.4,24,33.3,29.1,27.3
Kyle Tucker,LHB,LAD,Drew Rasmussen,R,37.7,17.9,17.1,45.5,26.5
Josh Smith,LHB,TEX,Zebby Matthews,R,32.4,27.2,,54.2,26.3
Matt Olson,LHB,ATL,Adrian Houser,R,11.9,27.3,29.7,26,26.2
Michael Conforto,LHB,CHC,Ryan Feltner,R,29.9,25.7,9.4,45.4,26.2
Jake McCarthy,LHB,COL,Edward Cabrera,R,46.5,27.9,8.6,36.5,26.1
