Matchup,DET @ CWS
Pitcher,Keider Montero
Pitcher Team,DET
Opposing Team,CWS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,55.0,222,0.216,0.285,0.387,0.172,1.07,7,1.15,6.8%,17.8%,17.6%,17.7%,8.2%,6.38,64.0%,8.5%,9.6%,44.3%,30.5%,13.7%,22.2%
vsLHB,30.0,124,0.221,0.295,0.398,0.177,1.17,5,1.50,8.1%,16.3%,15.3%,13.7%,7.3%,5.70,60.5%,8.1%,11.6%,47.4%,35.8%,14.7%,21.1%
vsRHB,25.0,98,0.209,0.272,0.374,0.165,0.96,2,0.72,5.1%,19.9%,20.4%,24.7%,9.7%,7.20,68.4%,9.1%,6.9%,40.3%,23.6%,11.8%,23.6%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Chase Meidroth RHB,+590,25,4.60,1,1,0.227,0.320,0.409,0.182,0.319,12.0%,5.1%,8.0%,2.2%,89.9,10.0%,5.0%,15.0%,40.0%,35.0%,66.1,-,44.1%,11.8%,87.2%,20.0%,25.0%,25.0%,45.0%,35.0%,35.0%,30.0%,19.4%
Drew Romo SHB,+353,22,3.60,1,2,0.136,0.136,0.364,0.227,0.211,-,29.5%,36.4%,18.6%,85.2,-,-,28.6%,42.9%,14.3%,69.4,10.3%,23.1%,7.7%,88.6%,28.6%,25.0%,14.3%,57.1%,71.4%,28.6%,-,52.9%
Colson Montgomery LHB,+159,18,4.40,1,1,0.188,0.278,0.375,0.188,0.292,5.6%,41.2%,33.3%,21.9%,85.4,10.0%,10.0%,40.0%,20.0%,50.0%,76.0,60.7%,14.3%,3.6%,82.4%,40.0%,25.0%,30.0%,30.0%,60.0%,30.0%,10.0%,43.8%
Sam Antonacci LHB,+636,26,4.40,0,0,0.261,0.346,0.261,-,0.280,11.5%,17.0%,19.2%,8.9%,87.3,-,-,5.6%,50.0%,27.8%,70.5,12.2%,24.4%,9.8%,89.1%,27.8%,0.0%,22.2%,50.0%,11.1%,66.7%,22.2%,29.6%
Andrew Benintendi LHB,+253,23,3.80,0,0,0.273,0.304,0.318,0.045,0.277,4.3%,23.7%,21.7%,12.0%,86.2,-,-,23.5%,29.4%,41.2%,69.6,8.6%,31.4%,8.6%,94.6%,17.6%,0.0%,41.2%,35.3%,41.2%,41.2%,17.6%,41.7%
Miguel Vargas RHB,+213,22,4.60,0,1,0.150,0.227,0.250,0.100,0.215,9.1%,28.6%,22.7%,14.3%,91.5,6.7%,-,13.3%,40.0%,26.7%,74.8,54.3%,17.4%,8.7%,93.9%,33.3%,0.0%,13.3%,26.7%,26.7%,46.7%,26.7%,29.2%
Tristan Peters LHB,+514,18,3.40,0,0,0.467,0.556,0.600,0.133,0.500,11.1%,32.4%,16.7%,19.0%,80.1,-,-,25.0%,16.7%,66.7%,68.5,6.7%,23.3%,6.7%,83.3%,8.3%,0.0%,41.7%,33.3%,50.0%,16.7%,25.0%,52.6%
Randal Grichuk RHB,N/A,15,3.40,0,0,0.133,0.133,0.200,0.067,0.144,-,32.0%,26.7%,15.7%,87.1,-,-,-,27.3%,18.2%,73.7,31.8%,31.8%,4.5%,88.0%,27.3%,0.0%,9.1%,63.6%,36.4%,27.3%,36.4%,14.3%
Derek Hill RHB,N/A,14,1.60,0,1,0.231,0.286,0.231,-,0.237,7.1%,33.3%,28.6%,15.7%,83.1,11.1%,-,-,33.3%,11.1%,70.7,11.1%,14.8%,7.4%,84.4%,11.1%,0.0%,-,66.7%,44.4%,33.3%,22.2%,28.6%
Edgar Quero SHB,N/A,14,3.40,0,0,0.286,0.286,0.286,-,0.254,-,35.5%,50.0%,17.7%,97.6,-,-,-,71.4%,14.3%,68.1,3.7%,25.9%,14.8%,87.1%,14.3%,0.0%,14.3%,71.4%,14.3%,57.1%,28.6%,66.7%
Luisangel Acuna RHB,N/A,13,3.40,0,0,0.154,0.154,0.154,-,0.137,-,26.9%,53.8%,14.0%,94.5,-,-,-,33.3%,33.3%,70.8,22.7%,22.7%,4.5%,84.6%,16.7%,0.0%,33.3%,50.0%,50.0%,33.3%,16.7%,23.1%
Rikuu Nishida LHB,N/A,10,3.20,0,0,0.100,0.100,0.100,-,0.089,-,13.3%,10.0%,7.4%,82.2,-,-,-,11.1%,33.3%,59.7,-,45.5%,-,84.6%,-,-,33.3%,55.6%,-,77.8%,22.2%,28.6%
