Matchup,MIL @ STL
Pitcher,Dustin May
Pitcher Team,STL
Opposing Team,MIL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,54.1,220,0.217,0.273,0.323,0.106,1.10,4,0.66,7.7%,26.4%,25.5%,23.3%,12.6%,9.28,61.5%,6.0%,8.3%,46.2%,26.9%,10.3%,13.1%
vsLHB,30.2,131,0.246,0.309,0.360,0.114,1.34,2,0.59,9.9%,27.2%,25.2%,23.9%,12.4%,9.68,62.1%,5.4%,6.0%,42.9%,21.4%,11.1%,17.9%
vsRHB,23.2,89,0.179,0.221,0.274,0.095,0.80,2,0.76,4.5%,25.4%,25.8%,22.5%,13.0%,8.75,60.7%,7.0%,11.5%,50.8%,34.4%,9.5%,6.6%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Garrett Mitchell LHB,,+810,45,18,4.20,3,4,0.333,0.333,0.889,0.556,0.519,-,51.4%,33.3%,26.4%,100.5,366.2,6,5,41.7%,8.3%,8.3%,75.0%,41.7%,79.3,85.3%,29.4%,20.6%,91.9%,58.3%,50.0%,50.0%,8.3%,41.7%,33.3%,41.7%,25.0%,23.8%
William Contreras RHB,,+710,24,25,4.80,2,2,0.391,0.440,0.652,0.261,0.472,4.0%,11.1%,12.0%,6.2%,93.6,284.5,4,2,10.0%,5.0%,10.0%,50.0%,25.0%,72.6,33.3%,35.9%,23.1%,86.7%,35.0%,20.0%,50.0%,15.0%,60.0%,30.0%,60.0%,10.0%,48.1%
Jackson Chourio RHB,,+510,39,24,4.20,2,4,0.261,0.292,0.565,0.304,0.366,4.2%,14.6%,16.7%,6.8%,88.5,297.2,8,4,21.1%,10.5%,10.5%,36.8%,31.6%,74.8,56.1%,26.8%,14.6%,100.0%,52.6%,42.1%,12.5%,10.5%,36.8%,26.3%,36.8%,36.8%,26.9%
Gary Sanchez RHB,—,N/A,35,12,3.20,2,3,0.400,0.500,1.000,0.600,0.606,16.7%,18.8%,25.0%,5.8%,98.4,382.1,3,3,28.6%,28.6%,42.9%,71.4%,42.9%,71.9,22.2%,55.6%,22.2%,90.0%,57.2%,42.9%,66.7%,14.3%,42.9%,71.4%,28.6%,-,20.0%
Brice Turang LHB,,+900,20,27,4.80,1,1,0.333,0.333,0.556,0.222,0.384,-,22.2%,18.5%,13.2%,85.2,274.6,5,1,4.5%,-,4.5%,31.8%,45.5%,68.7,6.2%,27.1%,12.5%,90.6%,59.1%,13.6%,33.3%,45.5%,36.4%,27.3%,31.8%,40.9%,45.5%
Christian Yelich LHB,,+800,17,23,4.80,1,3,0.238,0.304,0.429,0.190,0.319,8.7%,31.2%,13.0%,12.2%,93.2,317.5,6,3,16.7%,-,11.1%,55.6%,33.3%,73.2,38.7%,41.9%,22.6%,96.9%,55.6%,38.9%,14.3%,16.7%,44.4%,38.9%,22.2%,38.9%,23.8%
Joey Ortiz RHB,—,N/A,13,19,2.80,1,1,0.278,0.263,0.444,0.167,0.298,-,25.7%,26.3%,14.3%,91.6,292.5,4,1,7.1%,-,14.3%,42.9%,28.6%,74.0,50.0%,34.4%,15.6%,94.1%,42.8%,21.4%,33.3%,21.4%,50.0%,21.4%,42.9%,35.7%,38.9%
Cooper Pratt RHB,,+1800,12,23,3.60,0,0,0.167,0.348,0.222,0.056,0.277,17.4%,22.2%,17.4%,7.6%,88.1,301.8,5,2,15.4%,-,15.4%,38.5%,30.8%,70.3,8.3%,37.5%,20.8%,88.9%,61.6%,30.8%,0.0%,30.8%,30.8%,15.4%,61.5%,23.1%,16.7%
Jake Bauers LHB,,+472,24,19,4.40,0,0,0.176,0.263,0.176,-,0.209,10.5%,32.4%,31.6%,16.4%,88.7,233.4,2,1,9.1%,-,27.3%,54.5%,63.6%,76.8,65.6%,21.9%,9.4%,86.5%,63.7%,18.2%,0.0%,45.5%,36.4%,54.5%,18.2%,27.3%,33.3%
David Hamilton LHB,,+1500,20,17,2.80,0,0,0.333,0.412,0.467,0.133,0.381,11.8%,15.4%,29.4%,5.9%,84.0,247.7,1,0,-,-,-,30.0%,20.0%,67.4,8.0%,32.0%,-,96.2%,30.0%,20.0%,0.0%,10.0%,60.0%,20.0%,30.0%,50.0%,29.4%
Andrew Vaughn RHB,—,N/A,14,16,3.20,0,0,0.250,0.375,0.500,0.250,0.358,18.8%,11.1%,12.5%,4.5%,89.8,273.9,4,1,9.1%,-,-,18.2%,36.4%,69.6,-,28.0%,8.0%,92.6%,54.6%,27.3%,0.0%,27.3%,45.5%,36.4%,45.5%,18.2%,17.6%
