Matchup,SF @ KC
Pitcher,Seth Lugo
Pitcher Team,KC
Opposing Team,SF

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,13.2,1.39,="16-57",.281,.474,0.193,2,3,1,7,25.0,3,.317,.791
Batting Second,12.0,2.08,="17-50",.340,.640,0.300,4,3,0,9,6.8,8,.441,1.081
Batting Third,14.2,1.09,="12-54",.222,.519,0.297,5,1,0,8,16.9,4,.288,.807
Batting Fourth,15.1,0.91,="12-55",.218,.327,0.109,1,3,0,7,27.6,2,.241,.568
Batting Fifth,13.1,1.20,="11-48",.229,.333,0.104,0,3,1,3,14.5,5,.296,.629
Batting Sixth,12.2,1.34,="13-46",.283,.348,0.065,1,0,0,2,23.1,4,.353,.701
Batting Seventh,10.0,1.70,="15-43",.349,.442,0.093,0,4,0,4,21.7,2,.391,.833
Batting Eighth,9.2,1.66,="13-40",.325,.625,0.300,2,4,1,8,9.3,3,.372,.997
Batting Ninth,7.2,2.09,="11-35",.314,.514,0.200,0,5,1,5,24.4,5,.390,.904

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Luis Arraez LHB,Batting First ​,="20-83",.241,.422,0.181,2,5,2,7,3.3,7,.300,.722
Bryce Eldridge LHB,Batting Second ​,="14-63",.222,.429,0.207,4,1,0,6,28.8,10,.329,.758
Heliot Ramos RHB,Batting Third ​,="7-38",.184,.184,0.000,0,0,0,2,25.6,5,.279,.463
Rafael Devers LHB,Batting Fourth ​,="71-272",.261,.522,0.261,17,18,1,44,26.4,25,.324,.846
Casey Schmitt RHB,Batting Fifth ​,="14-45",.311,.600,0.289,2,7,0,6,22.4,1,.347,.947
Jung Hoo Lee LHB,Batting Sixth ​,="38-103",.369,.534,0.165,2,9,1,12,12.4,8,.416,.950
Willy Adames RHB,Batting Seventh ​,="7-24",.292,.667,0.375,3,0,0,8,28.0,1,.320,.987
Drew Gilbert LHB,Batting Eighth ​,="25-127",.197,.276,0.079,2,4,0,14,15.5,14,.299,.575
Drew Cavanaugh LHB,Batting Ninth ​,="5-29",.172,.172,0.000,0,0,0,0,27.8,6,.314,.486
