Bat Side,L
Condition,all

#,BALLPARK,ELEV,ROOF,BBE,PARK,HR,HITS,1B,2B,3B,K,BB,BARREL,HARDHIT,DIST,AVG EV,AVG DIST
1,Coors Field,5190',Open,"5,262",1.13,1.13,1.10,1.08,1.10,1.39,0.87,1.01,1.05,1.03,1.07,88.5,173.9
2,Sutter Health Park,24',Open,"2,954",1.05,1.03,1.04,1.03,1.08,0.82,0.95,1.09,0.98,0.98,1.01,88.6,176.7
3,Great American Ball Park,535',Open,"4,379",1.04,1.13,1.03,1.01,1.00,0.90,1.00,1.05,1.01,0.98,1.00,88.2,175.6
4,Daikin Park,45',Retractable,"4,024",1.02,1.10,1.03,1.03,0.97,0.87,1.08,1.02,0.98,1.04,1.00,89.4,174.9
5,Oriole Park at Camden Yards,33',Open,"5,821",1.02,1.07,1.01,1.01,0.98,0.96,0.97,0.97,1.02,1.01,1.00,88.9,170.6
6,PNC Park,780',Open,"4,930",1.02,0.95,1.02,0.98,1.19,0.92,0.97,0.99,1.02,1.02,1.01,89.5,175.1
7,Citizens Bank Park,20',Open,"5,138",1.02,1.11,1.03,1.02,0.97,0.92,1.04,0.95,0.96,0.98,1.01,88.8,171.2
8,Nationals Park,35',Open,"6,053",1.02,1.01,1.02,1.03,0.96,0.95,0.94,1.01,1.04,1.01,1.00,88.6,167
9,Rate Field,595',Open,"5,195",1.01,1.03,1.00,1.00,0.97,0.99,0.97,1.06,1.02,1.01,0.99,88.1,172.4
10,Target Field,828',Open,"5,399",1.01,0.96,1.03,1.05,1.03,0.88,0.99,0.98,1.00,1.00,1.01,88.6,176.7
11,Kauffman Stadium,856',Open,"5,351",1.01,0.84,1.02,1.02,1.13,1.26,0.94,1.01,0.98,1.02,1.01,88.5,171.7
12,Progressive Field,653',Open,"6,499",1.01,1.07,1.00,0.99,0.99,0.85,1.05,1.03,1.05,1.02,0.99,87.7,168
13,Rogers Centre,270',Retractable,"4,898",1.00,1.04,1.00,0.97,1.06,0.85,1.02,0.99,1.02,1.00,1.00,87.6,166.1
14,loanDepot park,10',Retractable,"5,421",1.00,0.95,1.00,1.00,1.00,1.16,0.97,1.04,1.02,1.04,1.00,88.7,166.7
15,Yankee Stadium,55',Open,"5,454",1.00,1.04,0.99,0.96,1.03,0.86,1.03,1.05,1.01,1.01,1.00,89.3,172.5
16,Angel Stadium,151',Open,"4,304",0.99,1.03,1.00,1.00,0.96,0.92,1.01,1.02,1.01,1.04,1.00,88.5,164.5
17,Truist Park,1001',Open,"5,270",0.99,1.01,1.00,1.02,0.94,0.99,1.03,0.98,0.97,0.97,1.02,88.8,169.6
18,Chase Field,1086',Retractable,"5,699",0.99,0.83,1.01,1.01,1.04,1.31,0.92,0.99,0.96,1.03,1.02,88.8,165.3
19,Fenway Park,21',Open,"5,530",0.98,0.85,1.00,1.00,1.12,0.88,0.98,0.98,0.92,0.99,0.99,88.6,164
20,Comerica Park,600',Open,"5,306",0.98,0.95,1.00,1.00,0.93,1.29,0.98,0.97,0.95,1.02,1.00,88.6,171.3
21,Wrigley Field,595',Open,"4,717",0.98,0.98,0.99,1.03,0.87,1.11,1.01,0.97,0.98,1.00,0.99,88.7,171.8
22,Citi Field,10',Open,"5,135",0.98,0.93,0.99,1.02,0.97,0.81,1.04,1.06,0.92,0.97,0.99,88.7,165.5
23,American Family Field,597',Retractable,"4,968",0.97,1.01,0.99,1.00,0.93,1.06,1.09,1.01,0.94,0.97,1.00,87.1,161.6
24,Oracle Park,',Open,"5,098",0.97,0.80,1.00,1.02,1.02,1.16,0.96,0.98,0.95,1.00,0.99,88.3,157.5
25,Busch Stadium,460',Open,"5,522",0.97,0.82,0.99,1.02,1.03,0.90,0.93,0.94,0.99,1.02,1.00,88.6,161.3
26,Globe Life Field,545',Retractable,"5,071",0.96,0.96,0.98,0.98,0.98,0.97,1.01,0.95,0.99,1.01,1.00,88.7,173.1
27,T-Mobile Park,10',Retractable,"5,484",0.96,1.00,0.98,0.98,1.01,0.66,1.10,0.93,1.00,1.02,0.99,88.7,170
28,Dodger Stadium,515',Open,"5,175",0.96,1.01,0.96,0.96,0.94,0.78,1.05,1.01,0.94,1.00,1.01,89.4,171.4
29,Tropicana Field,15',Dome,"2,469",0.96,0.96,0.97,0.95,0.99,1.02,1.02,0.94,0.98,0.97,1.00,87.2,172.3
30,Petco Park,23',Open,"5,136",0.94,0.96,0.95,0.96,0.92,0.86,1.05,1.02,1.01,0.99,0.99,87.6,166.9
