Matchup,COL @ SF
Pitcher,Ryan Feltner
Pitcher Team,COL
Opposing Team,SF

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,7.0,1.43,="7-29",.241,.552,0.311,2,3,0,4,15.2,3,.333,.885
Batting Second,8.2,0.92,="6-31",.194,.290,0.096,1,0,0,3,24.2,2,.242,.532
Batting Third,7.1,1.09,="5-27",.185,.370,0.185,1,2,0,2,30.0,3,.267,.637
Batting Fourth,5.2,2.12,="9-26",.346,.769,0.423,2,3,1,5,6.9,3,.414,1.183
Batting Fifth,6.0,1.67,="8-25",.320,.480,0.160,1,1,0,5,18.5,2,.370,.850
Batting Sixth,6.2,0.90,="5-24",.208,.458,0.250,1,3,0,4,16.0,1,.240,.698
Batting Seventh,5.0,1.60,="6-21",.286,.476,0.190,1,1,0,2,8.7,2,.348,.824
Batting Eighth,6.0,0.67,="3-21",.143,.190,0.047,0,1,0,1,22.7,1,.182,.372
Batting Ninth,6.0,1.00,="3-19",.158,.211,0.053,0,1,0,0,18.2,3,.273,.484

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Willy Adames RHB,Batting First ​,="29-131",.221,.450,0.229,5,13,1,10,28.1,7,.259,.709
Luis Arraez LHB,Batting Second ​,="64-175",.366,.469,0.103,2,8,2,15,2.0,13,.412,.881
Casey Schmitt RHB,Batting Third ​,="31-138",.225,.370,0.145,5,5,0,14,18.9,2,.238,.608
Rafael Devers LHB,Batting Fourth ​,="64-238",.269,.538,0.269,15,17,1,38,25.1,20,.328,.866
Jung Hoo Lee LHB,Batting Fifth ​,="40-131",.305,.427,0.122,2,8,1,11,7.3,4,.328,.755
Heliot Ramos RHB,Batting Seventh ​,="18-49",.367,.653,0.286,3,5,0,11,17.3,3,.404,1.057
Bryce Eldridge LHB,Batting Seventh ​,="18-67",.269,.463,0.194,2,7,0,5,29.7,7,.338,.801
Victor Bericoto RHB,Batting Eighth ​,="6-22",.273,.364,0.091,0,2,0,3,27.3,0,.273,.637
Drew Gilbert LHB,Batting Eighth ​,="21-99",.212,.303,0.091,2,3,0,12,17.6,14,.331,.634
Eric Haase RHB,Batting Ninth ​,="6-40",.150,.350,0.200,2,2,0,4,32.6,3,.227,.577
Jesus Rodriguez RHB,Batting Ninth ​,="4-22",.182,.318,0.136,1,0,0,4,16.7,1,.250,.568
Christian Koss RHB,Batting Ninth ​,="1-11",.091,.091,0.000,0,0,0,0,0.0,0,.091,.182
Drew Cavanaugh LHB,Batting Ninth ​,="0-16",.000,.000,0.000,0,0,0,0,29.4,0,.000,.000
