Matchup,HOU @ WSH
Pitcher,Miles Mikolas
Pitcher Team,WSH
Opposing Team,HOU

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,52.0,211,0.265,0.311,0.445,0.180,1.13,9,1.56,2.8%,12.5%,11.8%,11.0%,6.2%,4.33,63.5%,6.8%,7.2%,37.8%,27.2%,18.4%,15.6%
vsLHB,29.2,124,0.265,0.303,0.410,0.145,1.21,3,0.91,4.0%,10.5%,9.7%,9.2%,4.9%,3.64,59.7%,6.7%,5.6%,34.6%,23.4%,12.0%,15.0%
vsRHB,22.1,87,0.265,0.323,0.494,0.229,1.03,6,2.42,1.1%,15.1%,14.9%,13.4%,7.9%,5.24,69.0%,7.0%,9.6%,42.5%,32.9%,25.0%,16.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Yordan Alvarez LHB,,+228,41,31,4.40,4,4,0.259,0.355,0.704,0.444,0.441,12.9%,20.7%,19.4%,9.4%,95.3,291.8,6,5,19.0%,4.8%,4.8%,47.6%,19.0%,76.7,67.3%,26.9%,15.4%,89.7%,61.9%,57.1%,33.3%,4.8%,33.3%,28.6%,38.1%,33.3%,25.0%
Cam Smith RHB,,+520,32,24,3.80,2,3,0.261,0.292,0.565,0.304,0.366,4.2%,20.5%,8.3%,10.7%,91.5,302.9,7,4,10.0%,10.0%,15.0%,55.0%,35.0%,78.2,88.1%,26.2%,19.0%,95.5%,50.0%,30.0%,33.3%,20.0%,45.0%,25.0%,50.0%,25.0%,45.5%
Taylor Trammell LHB,,+566,18,22,3.40,2,3,0.200,0.273,0.500,0.300,0.331,9.1%,36.4%,31.8%,19.0%,90.6,328.8,6,5,23.1%,15.4%,23.1%,46.2%,53.8%,77.1,69.0%,16.7%,7.1%,95.5%,69.3%,46.2%,33.3%,23.1%,30.8%,38.5%,53.8%,7.7%,38.1%
Yainer Diaz RHB,,+610,23,23,4.00,1,1,0.273,0.304,0.455,0.182,0.330,4.3%,10.5%,13.0%,5.6%,88.4,261.8,3,2,10.5%,-,21.1%,36.8%,31.6%,73.4,28.6%,34.3%,11.4%,92.1%,42.2%,21.1%,25.0%,21.1%,52.6%,47.4%,36.8%,15.8%,25.0%
Isaac Paredes RHB,,+412,31,23,4.20,1,1,0.278,0.391,0.500,0.222,0.382,8.7%,8.9%,4.3%,4.3%,86.4,247.5,4,2,5.6%,5.6%,5.6%,22.2%,27.8%,67.2,5.0%,30.0%,5.0%,97.6%,55.6%,38.9%,14.3%,16.7%,33.3%,22.2%,55.6%,22.2%,33.3%
Christian Walker RHB,,+338,33,16,3.60,1,1,0.333,0.500,0.583,0.250,0.465,18.8%,20.0%,18.8%,9.6%,77.5,254.9,2,2,22.2%,11.1%,11.1%,22.2%,44.4%,73.1,26.7%,6.7%,6.7%,85.7%,55.5%,22.2%,50.0%,33.3%,44.4%,33.3%,22.2%,44.4%,50.0%
LaMonte Wade Jr. LHB,,+600,11,15,3.00,1,1,0.214,0.267,0.500,0.286,0.327,6.7%,36.0%,40.0%,18.4%,83.4,323.5,2,2,12.5%,-,-,37.5%,37.5%,72.6,20.8%,20.8%,8.3%,96.0%,50.0%,37.5%,33.3%,12.5%,50.0%,25.0%,25.0%,50.0%,21.4%
Jose Altuve RHB,,+520,23,27,4.40,0,0,0.167,0.259,0.250,0.083,0.231,11.1%,27.1%,18.5%,12.4%,84.2,285.8,4,2,-,-,5.3%,21.1%,26.3%,67.7,7.3%,24.4%,4.9%,89.1%,31.6%,15.8%,0.0%,15.8%,63.2%,36.8%,42.1%,21.1%,48.0%
Nick Allen RHB,,+1324,7,24,3.20,0,0,0.136,0.208,0.136,-,0.165,8.3%,40.4%,33.3%,18.6%,74.9,191.9,1,0,-,-,14.3%,7.1%,21.4%,68.5,4.9%,4.9%,2.4%,87.2%,42.8%,35.7%,0.0%,7.1%,21.4%,35.7%,28.6%,35.7%,25.0%
Christian Vazquez RHB,—,N/A,16,22,2.80,0,0,0.200,0.273,0.200,-,0.221,9.1%,12.8%,9.1%,6.6%,84.1,244.3,2,0,-,-,-,22.2%,27.8%,66.1,-,44.1%,2.9%,87.2%,44.5%,27.8%,0.0%,16.7%,44.4%,5.6%,27.8%,66.7%,29.4%
