Matchup,SD @ LAD
Pitcher,Michael King
Pitcher Team,SD
Opposing Team,LAD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,56.0,238,0.225,0.292,0.352,0.127,1.23,7,1.12,8.8%,24.5%,18.1%,16.7%,11.3%,6.91,64.0%,6.2%,7.7%,36.1%,23.7%,17.5%,13.0%
vsLHB,31.1,140,0.238,0.313,0.369,0.131,1.50,5,1.44,12.9%,24.7%,17.9%,17.4%,10.8%,7.18,58.2%,4.3%,9.4%,35.4%,27.1%,19.2%,14.6%
vsRHB,24.2,98,0.209,0.262,0.330,0.121,0.89,2,0.73,3.1%,24.3%,18.4%,15.9%,12.1%,6.57,72.4%,8.9%,5.5%,37.0%,19.2%,14.3%,11.0%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Mookie Betts RHB,,+470,9,19,4.60,3,4,0.500,0.526,1.111,0.611,0.687,5.3%,5.9%,10.5%,3.1%,92.6,276.2,6,5,18.8%,12.5%,25.0%,50.0%,50.0%,69.4,6.5%,38.7%,16.1%,93.9%,56.3%,43.8%,42.9%,12.5%,31.2%,43.8%,37.5%,18.8%,50.0%
Shohei Ohtani LHB,,+265,26,21,5.00,2,2,0.474,0.524,0.789,0.316,0.558,9.5%,24.2%,14.3%,10.5%,94.6,281.8,4,2,18.8%,12.5%,25.0%,50.0%,37.5%,74.3,41.4%,31.0%,24.1%,90.6%,43.7%,12.5%,100.0%,31.2%,50.0%,62.5%,31.2%,6.2%,21.4%
Teoscar Hernandez RHB,,+420,14,16,3.60,1,1,0.462,0.562,0.692,0.231,0.531,18.8%,17.9%,18.8%,7.2%,91.6,265.8,2,1,10.0%,10.0%,20.0%,70.0%,40.0%,71.9,20.8%,25.0%,16.7%,96.0%,40.0%,20.0%,50.0%,20.0%,50.0%,30.0%,30.0%,40.0%,30.8%
Andy Pages RHB,,+430,27,23,5.00,0,0,0.056,0.261,0.056,-,0.186,13.0%,31.6%,30.4%,13.0%,83.5,238.6,3,1,-,-,9.1%,18.2%,45.5%,73.5,31.4%,11.4%,5.7%,94.6%,54.6%,18.2%,0.0%,36.4%,18.2%,27.3%,27.3%,45.5%,44.0%
Freddie Freeman LHB,,+460,21,21,4.40,0,0,0.389,0.476,0.444,0.056,0.407,14.3%,15.0%,14.3%,6.9%,88.5,249.9,1,1,6.7%,6.7%,20.0%,53.3%,33.3%,70.5,6.1%,27.3%,15.2%,82.5%,40.0%,13.3%,0.0%,26.7%,60.0%,46.7%,26.7%,26.7%,58.8%
Max Muncy LHB,,+400,22,18,4.20,0,1,0.176,0.222,0.294,0.118,0.227,5.6%,22.2%,11.1%,10.2%,90.1,284.9,3,2,6.7%,-,26.7%,46.7%,26.7%,73.8,39.1%,39.1%,8.7%,95.8%,80.0%,60.0%,0.0%,20.0%,13.3%,33.3%,40.0%,26.7%,35.7%
Kyle Tucker LHB,,+560,9,17,4.60,0,1,0.167,0.412,0.167,-,0.296,29.4%,24.3%,23.5%,10.8%,89.5,265.1,1,1,12.5%,-,12.5%,50.0%,50.0%,70.6,14.3%,11.4%,5.7%,94.6%,87.5%,50.0%,0.0%,37.5%,12.5%,12.5%,37.5%,50.0%,36.8%
Tommy Edman SHB,,+900,10,16,4.40,0,0,0.286,0.375,0.357,0.071,0.327,12.5%,17.2%,31.2%,7.2%,87.1,271.0,0,0,-,-,11.1%,22.2%,66.7%,69.4,4.2%,20.8%,8.3%,82.8%,55.6%,-,-,55.6%,44.4%,55.6%,33.3%,11.1%,18.8%
Alex Freeland SHB,—,N/A,24,15,3.40,0,0,0.333,0.467,0.417,0.083,0.392,20.0%,24.1%,20.0%,10.9%,89.0,252.6,2,1,-,-,22.2%,22.2%,55.6%,71.1,7.7%,19.2%,7.7%,92.9%,55.5%,11.1%,0.0%,44.4%,33.3%,44.4%,44.4%,11.1%,29.4%
Miguel Rojas RHB,—,N/A,17,15,2.80,0,0,0.091,0.200,0.091,-,0.151,6.7%,9.1%,6.7%,3.7%,92.5,315.0,4,2,16.7%,-,8.3%,58.3%,25.0%,69.8,10.0%,45.0%,15.0%,90.9%,50.0%,41.7%,0.0%,8.3%,50.0%,8.3%,83.3%,8.3%,15.4%
