Matchup,NYY @ TOR
Pitcher,Will Warren
Pitcher Team,NYY
Opposing Team,TOR

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,68.2,290,0.234,0.287,0.358,0.125,1.21,7,0.92,7.2%,23.3%,25.9%,20.6%,10.2%,9.83,61.2%,8.4%,6.8%,39.6%,27.6%,13.2%,15.6%
vsLHB,37.1,161,0.247,0.305,0.384,0.137,1.31,5,1.21,8.1%,18.6%,21.1%,19.0%,7.8%,8.20,59.9%,8.3%,8.0%,35.4%,29.2%,15.2%,16.8%
vsRHB,30.2,129,0.218,0.265,0.328,0.109,1.11,2,0.59,6.2%,28.6%,31.8%,22.2%,13.1%,12.03,62.8%,8.6%,5.1%,45.6%,25.3%,10.0%,13.9%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Brandon Valenzuela SHB,,+680,23,20,3.60,2,4,0.312,0.450,0.750,0.438,0.492,20.0%,11.5%,10.0%,5.1%,92.3,301.1,4,4,21.4%,14.3%,21.4%,42.9%,28.6%,73.8,29.2%,41.7%,16.7%,92.3%,64.3%,22.2%,7.1%,28.6%,35.7%,35.7%,28.6%,34.8%
Kazuma Okamoto RHB,,+370,23,19,4.00,1,2,0.333,0.316,0.556,0.222,0.365,-,41.9%,47.4%,19.1%,93.2,311.7,3,2,10.0%,-,30.0%,40.0%,40.0%,72.2,34.5%,24.1%,6.9%,93.5%,30.0%,0.0%,20.0%,50.0%,60.0%,20.0%,20.0%,23.5%
Yohendrick Pinango LHB,,+820,24,14,3.40,1,1,0.538,0.571,0.846,0.308,0.605,7.1%,10.3%,7.1%,5.5%,91.5,311.9,2,2,8.3%,8.3%,8.3%,58.3%,41.7%,74.4,53.8%,34.6%,23.1%,89.7%,16.7%,50.0%,25.0%,58.3%,16.7%,58.3%,25.0%,33.3%
Alejandro Kirk RHB,,+585,4,9,4.40,1,1,0.250,0.333,0.625,0.375,0.404,11.1%,4.5%,-,2.6%,85.2,257.2,2,1,12.5%,12.5%,25.0%,50.0%,50.0%,68.7,5.6%,16.7%,-,90.0%,25.0%,50.0%,12.5%,50.0%,37.5%,37.5%,25.0%,44.4%
Davis Schneider RHB,—,N/A,10,16,2.20,0,0,-,0.062,-,-,0.041,6.2%,34.8%,37.5%,13.3%,74.8,270.5,3,0,-,-,-,11.1%,11.1%,68.7,-,23.5%,-,89.5%,55.6%,0.0%,-,22.2%,11.1%,66.7%,22.2%,17.6%
Ernie Clement RHB,,+1000,18,16,4.40,0,0,0.438,0.438,0.500,0.062,0.413,-,14.8%,6.2%,8.7%,81.2,231.6,4,1,-,-,13.3%,26.7%,53.3%,68.6,4.0%,36.0%,4.0%,92.6%,20.0%,0.0%,46.7%,20.0%,26.7%,40.0%,33.3%,50.0%
George Springer RHB,,+475,25,14,4.60,0,0,0.182,0.357,0.273,0.091,0.293,21.4%,15.4%,7.1%,5.8%,84.4,239.6,1,0,10.0%,-,-,20.0%,10.0%,72.4,25.0%,16.7%,8.3%,96.0%,10.0%,0.0%,10.0%,70.0%,20.0%,50.0%,30.0%,38.9%
Andres Gimenez LHB,,+1140,15,14,3.40,0,0,0.308,0.357,0.385,0.077,0.333,-,26.8%,28.6%,16.4%,81.6,254.9,1,0,-,-,11.1%,11.1%,33.3%,67.5,2.6%,17.9%,2.6%,97.5%,22.2%,0.0%,33.3%,33.3%,44.4%,33.3%,22.2%,41.2%
Vladimir Guerrero Jr. RHB,,+450,15,13,4.40,0,0,0.167,0.231,0.250,0.083,0.216,7.7%,20.0%,23.1%,7.4%,96.9,364.1,1,1,-,-,-,77.8%,11.1%,76.4,60.0%,35.0%,30.0%,100.0%,-,-,11.1%,88.9%,55.6%,33.3%,11.1%,29.4%
Jesus Sanchez LHB,,+470,27,13,3.40,0,0,0.167,0.231,0.167,-,0.187,7.7%,16.7%,23.1%,8.5%,83.9,191.0,1,1,11.1%,-,11.1%,22.2%,11.1%,72.3,17.2%,10.3%,3.4%,96.7%,33.3%,0.0%,-,44.4%,22.2%,44.4%,33.3%,33.3%
Nathan Lukes LHB,,+1020,21,12,4.20,0,0,0.300,0.417,0.300,-,0.331,16.7%,15.6%,25.0%,6.9%,91.2,222.0,0,0,-,-,14.3%,42.9%,42.9%,66.7,4.0%,20.0%,4.0%,78.1%,-,-,42.9%,57.1%,28.6%,42.9%,28.6%,40.0%
Myles Straw RHB,,+1260,8,11,3.40,0,0,0.200,0.273,0.200,-,0.221,9.1%,10.0%,9.1%,5.3%,85.8,158.4,0,0,-,-,-,22.2%,22.2%,67.9,-,35.3%,5.9%,89.5%,-,-,22.2%,44.4%,11.1%,33.3%,55.6%,27.3%
Charles McAdoo RHB,—,N/A,-,9,3.20,0,0,0.111,0.111,0.111,-,0.099,-,6.2%,11.1%,3.6%,84.1,135.9,0,0,-,-,-,12.5%,-,72.9,46.7%,26.7%,-,100.0%,12.5%,0.0%,12.5%,62.5%,12.5%,62.5%,25.0%,50.0%
