Matchup,LAA @ BAL
Pitcher,Grayson Rodriguez
Pitcher Team,LAA
Opposing Team,BAL

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,6.0,1.83,="9-26",.346,.577,0.231,1,3,0,4,25.0,2,.393,.970
Batting Second,6.2,1.05,="4-22",.182,.409,0.227,1,2,0,3,18.5,3,.333,.742
Batting Third,5.1,1.69,="8-23",.348,.565,0.217,1,2,0,7,11.1,1,.370,.935
Batting Fourth,4.2,2.36,="8-20",.400,.850,0.450,2,3,0,4,12.5,3,.458,1.308
Batting Fifth,4.2,1.71,="6-20",.300,.700,0.400,2,2,0,6,22.7,2,.364,1.064
Batting Sixth,4.2,1.50,="3-16",.188,.313,0.125,0,2,0,2,9.5,4,.333,.646
Batting Seventh,4.0,2.00,="5-18",.278,.556,0.278,1,2,0,3,14.3,3,.381,.937
Batting Eighth,3.2,2.18,="7-17",.412,.706,0.294,1,0,1,4,15.8,1,.421,1.127
Batting Ninth,4.1,1.85,="6-16",.375,.438,0.063,0,1,0,2,26.3,2,.474,.912

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Dylan Beavers LHB,Batting First ​,="7-26",.269,.308,0.039,0,1,0,2,23.3,4,.367,.675
Pete Alonso RHB,Batting Second ​,="14-45",.311,.533,0.222,2,4,0,3,16.3,2,.367,.900
Gunnar Henderson LHB,Batting Third ​,="11-54",.204,.389,0.185,1,3,2,3,24.6,5,.295,.684
Christian Encarnacion-Strand RHB,Batting Fifth ​,="2-17",.118,.118,0.000,0,0,0,1,26.3,1,.167,.285
Jackson Holliday LHB,Batting Fifth ​,="0-2",.000,.000,0.000,0,0,0,0,100.0,0,.000,.000
Coby Mayo RHB,Batting Sixth ​,="11-43",.256,.674,0.418,5,1,1,10,27.1,4,.333,1.007
Colton Cowser LHB,Batting Eighth ​,="8-29",.276,.448,0.172,1,2,0,4,36.4,4,.364,.812
Carlos Narvaez RHB,Batting Ninth ​,="11-49",.224,.327,0.103,1,2,0,3,38.6,4,.291,.618
