Matchup,MIN @ NYY
Pitcher,Gerrit Cole
Pitcher Team,NYY
Opposing Team,MIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,37.0,158,0.245,0.319,0.449,0.204,1.24,7,1.70,6.3%,17.7%,21.5%,20.2%,8.5%,8.27,68.8%,6.0%,7.1%,35.4%,31.0%,17.1%,15.0%
vsLHB,25.2,106,0.222,0.312,0.465,0.242,1.13,6,2.10,6.6%,18.3%,22.6%,20.5%,8.9%,8.42,67.3%,4.9%,5.3%,37.3%,33.3%,20.0%,14.7%
vsRHB,11.1,52,0.292,0.333,0.417,0.125,1.50,1,0.79,5.8%,16.3%,19.2%,19.6%,7.7%,7.94,71.7%,8.3%,10.5%,31.6%,26.3%,10.0%,15.8%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kody Clemens LHB,,+273,23,30,4.20,2,3,0.179,0.233,0.393,0.214,0.272,6.7%,20.6%,13.3%,12.0%,92.9,296.7,8,6,12.5%,8.3%,8.3%,54.2%,41.7%,72.3,17.7%,30.6%,11.3%,91.2%,62.5%,45.8%,18.2%,16.7%,29.2%,33.3%,33.3%,33.3%,36.4%
Byron Buxton RHB,—,N/A,20,27,4.60,2,3,0.346,0.370,0.615,0.269,0.424,3.7%,18.6%,11.1%,10.0%,88.9,247.5,5,4,17.4%,8.7%,30.4%,34.8%,39.1%,74.8,44.7%,28.9%,13.2%,90.5%,47.8%,30.4%,28.6%,17.4%,39.1%,52.2%,26.1%,21.7%,40.7%
Brooks Lee SHB,,+390,8,27,4.00,2,2,0.520,0.556,0.920,0.400,0.621,7.4%,18.5%,14.8%,9.4%,88.8,259.6,5,0,-,-,57.1%,28.6%,52.4%,70.0,4.3%,29.8%,8.5%,92.2%,76.2%,38.1%,25.0%,38.1%,23.8%,71.4%,4.8%,23.8%,44.0%
Josh Bell SHB,,+364,41,24,3.60,2,3,0.273,0.333,0.682,0.409,0.424,8.3%,14.3%,8.3%,7.5%,91.5,300.5,7,5,15.0%,5.0%,20.0%,45.0%,35.0%,73.4,35.3%,35.3%,23.5%,97.1%,65.0%,40.0%,25.0%,25.0%,30.0%,40.0%,30.0%,30.0%,31.6%
Luke Keaschall RHB,,+800,16,30,3.20,1,2,0.333,0.467,0.458,0.125,0.410,16.7%,14.3%,6.7%,5.8%,84.8,236.7,3,2,4.5%,-,27.3%,22.7%,31.8%,70.5,22.2%,27.8%,5.6%,90.0%,54.5%,31.8%,14.3%,22.7%,36.4%,45.5%,40.9%,13.6%,35.7%
Victor Caratini SHB,,+496,14,21,4.20,1,2,0.375,0.476,0.625,0.250,0.454,19.0%,20.6%,4.8%,7.9%,92.3,291.8,5,2,6.2%,-,6.2%,37.5%,31.2%,71.5,16.1%,38.7%,16.1%,93.9%,50.0%,25.0%,25.0%,25.0%,50.0%,37.5%,31.2%,31.2%,23.5%
Ryan Kreidler RHB,,+630,30,20,3.20,1,2,0.421,0.450,0.684,0.263,0.485,5.0%,36.8%,20.0%,17.3%,89.6,259.8,2,2,13.3%,-,13.3%,33.3%,26.7%,74.9,50.0%,22.2%,11.1%,94.7%,40.0%,26.7%,25.0%,13.3%,46.7%,26.7%,66.7%,6.7%,25.0%
Trevor Larnach LHB,,+491,15,25,4.20,0,3,0.435,0.480,0.565,0.130,0.454,8.0%,21.8%,4.0%,11.8%,89.4,285.1,6,4,9.1%,4.5%,18.2%,45.5%,31.8%,72.9,34.6%,23.1%,13.5%,98.1%,45.5%,27.3%,0.0%,18.2%,45.5%,45.5%,45.5%,9.1%,22.7%
Tristan Gray LHB,,+500,25,24,3.80,0,0,0.043,0.083,0.043,-,0.064,4.2%,35.7%,37.5%,22.2%,80.8,206.9,3,0,-,-,15.4%,7.7%,23.1%,73.0,36.0%,8.0%,-,90.9%,38.5%,15.4%,0.0%,23.1%,46.2%,46.2%,38.5%,15.4%,44.4%
Royce Lewis RHB,,+428,27,21,4.20,0,0,0.278,0.381,0.333,0.056,0.323,14.3%,37.1%,33.3%,14.0%,92.0,252.3,2,0,-,-,18.2%,36.4%,18.2%,74.5,60.0%,16.7%,6.7%,88.2%,54.6%,36.4%,0.0%,18.2%,45.5%,45.5%,36.4%,18.2%,25.0%
Alex Jackson RHB,—,N/A,17,20,3.20,0,0,0.421,0.450,0.474,0.053,0.411,-,31.0%,20.0%,18.6%,79.6,231.7,1,0,-,-,6.7%,40.0%,26.7%,73.0,29.7%,16.2%,8.1%,88.1%,26.7%,6.7%,0.0%,20.0%,60.0%,40.0%,40.0%,20.0%,50.0%
Austin Martin RHB,,+1020,15,12,2.00,0,0,0.273,0.333,0.273,-,0.277,8.3%,0.0%,8.3%,-,86.1,227.6,0,0,-,-,10.0%,40.0%,20.0%,68.3,-,66.7%,25.0%,85.7%,30.0%,10.0%,0.0%,20.0%,60.0%,60.0%,20.0%,20.0%,33.3%
Kyler Fedko RHB,—,N/A,2,2,2.60,0,0,-,-,-,-,-,-,0.0%,-,-,81.6,-,0,0,-,-,-,-,-,68.7,-,33.3%,-,100.0%,-,-,-,-,100.0%,50.0%,50.0%,-,50.0%
