Matchup,TEX @ STL
Pitcher,Nathan Eovaldi
Pitcher Team,TEX
Opposing Team,STL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,68.2,283,0.230,0.301,0.410,0.180,1.11,13,1.70,5.7%,31.5%,23.3%,22.2%,16.6%,8.65,66.2%,5.9%,8.7%,40.5%,26.2%,25.5%,15.4%
vsLHB,39.0,160,0.245,0.312,0.444,0.199,1.15,8,1.85,5.0%,31.1%,22.5%,19.0%,16.7%,8.31,66.2%,4.4%,10.5%,44.7%,28.1%,25.0%,16.7%
vsRHB,29.2,123,0.209,0.287,0.364,0.155,1.04,5,1.52,6.5%,32.2%,24.4%,27.8%,16.6%,9.10,66.1%,8.3%,6.2%,34.6%,23.5%,26.3%,13.6%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jordan Walker RHB,+550,19,4.00,2,2,0.235,0.316,0.588,0.353,0.387,5.3%,23.8%,26.3%,14.5%,92.8,16.7%,-,-,33.3%,41.7%,80.0,87.8%,9.8%,7.3%,97.6%,41.7%,20.0%,25.0%,25.0%,16.7%,50.0%,33.3%,46.7%
Pedro Pages RHB,N/A,15,3.20,1,1,0.143,0.200,0.357,0.214,0.243,6.7%,20.0%,20.0%,9.0%,75.2,9.1%,-,9.1%,27.3%,36.4%,72.9,29.2%,25.0%,8.3%,82.8%,36.4%,25.0%,18.2%,18.2%,18.2%,36.4%,45.5%,27.3%
Bryan Torres LHB,+1450,14,3.60,1,1,0.462,0.500,0.846,0.385,0.566,7.1%,20.8%,7.1%,8.6%,89.4,8.3%,-,33.3%,41.7%,58.3%,67.2,4.3%,39.1%,8.7%,95.8%,33.3%,25.0%,41.7%,25.0%,50.0%,25.0%,25.0%,25.0%
Jose Fermin RHB,N/A,11,2.60,1,2,0.364,0.364,0.727,0.364,0.468,-,5.0%,-,2.4%,88.1,9.1%,9.1%,45.5%,36.4%,18.2%,68.2,5.3%,47.4%,15.8%,95.0%,36.4%,25.0%,9.1%,36.4%,72.7%,9.1%,18.2%,16.7%
Ivan Herrera RHB,+930,23,4.00,0,1,0.250,0.348,0.250,-,0.278,13.0%,14.3%,30.4%,6.7%,91.2,7.7%,-,-,30.8%,30.8%,73.7,41.4%,24.1%,10.3%,82.9%,15.4%,0.0%,23.1%,46.2%,30.8%,30.8%,23.1%,44.4%
JJ Wetherholt LHB,+730,20,4.00,0,1,0.278,0.350,0.278,-,0.287,10.0%,23.3%,20.0%,10.4%,93.8,-,-,21.4%,50.0%,21.4%,72.5,17.1%,24.4%,9.8%,95.3%,28.6%,0.0%,21.4%,35.7%,57.1%,14.3%,21.4%,13.0%
Alec Burleson LHB,+730,20,4.00,0,0,0.263,0.300,0.263,-,0.255,5.0%,34.2%,25.0%,20.6%,92.0,-,-,14.3%,64.3%,28.6%,73.1,31.4%,25.7%,17.1%,92.1%,28.6%,0.0%,7.1%,50.0%,50.0%,28.6%,21.4%,43.8%
Masyn Winn RHB,+1350,19,3.80,0,0,0.067,0.263,0.067,-,0.183,21.1%,33.3%,31.6%,14.1%,83.5,-,-,-,33.3%,22.2%,70.3,20.0%,13.3%,10.0%,90.9%,11.1%,0.0%,33.3%,44.4%,22.2%,22.2%,44.4%,26.1%
Nolan Gorman LHB,+610,18,2.80,0,0,0.062,0.167,0.062,-,0.122,11.1%,48.5%,50.0%,22.5%,86.4,-,-,-,14.3%,14.3%,74.9,53.1%,9.4%,-,97.0%,57.1%,0.0%,-,14.3%,-,14.3%,85.7%,25.0%
Victor Scott II LHB,+1800,14,2.40,0,0,0.182,0.357,0.273,0.091,0.293,21.4%,13.5%,21.4%,6.9%,91.3,-,-,12.5%,25.0%,50.0%,66.7,-,18.8%,6.2%,91.4%,50.0%,0.0%,25.0%,12.5%,25.0%,37.5%,37.5%,33.3%
Thomas Saggese RHB,N/A,13,2.00,0,0,-,-,-,-,-,-,46.4%,61.5%,27.1%,100.2,20.0%,-,-,60.0%,20.0%,72.0,19.2%,19.2%,11.5%,92.9%,-,-,20.0%,80.0%,60.0%,20.0%,20.0%,33.3%
Jimmy Crooks LHB,+1020,3,2.50,0,1,0.333,0.333,0.333,-,0.297,-,16.7%,-,8.3%,88.3,-,-,-,33.3%,33.3%,68.7,20.0%,20.0%,-,83.3%,33.3%,0.0%,33.3%,33.3%,33.3%,-,66.7%,20.0%
Nelson Velazquez RHB,N/A,2,3.00,0,0,0.500,0.500,0.500,-,0.445,-,0.0%,-,-,67.8,-,-,-,-,-,72.1,50.0%,-,-,66.7%,-,-,-,100.0%,50.0%,50.0%,-,0.0%
