Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Henry Davis","PIT","Max Fried","NYY","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","1"
"Nicky Lopez","TEX","Anthony Kay","CWS","1","1.000","1.00","2.00","3.00","0","0","1","0","1","1","3","0.0","1.000","0"
"Lane Thomas","KC","Landen Roupp","SF","1","1.000","0.00","3.00","4.00","0","0","0","1","1","2","4","0.0","1.000","0"
"Jasson Dominguez","NYY","Mitch Keller","PIT","2","1.000","1.00","0.50","1.50","1","1","0","0","1","1","3","0.0","1.000","0"
"Yainer Diaz","HOU","Sandy Alcantara","MIA","3","0.667","0.67","0.33","1.00","1","1","0","0","1","2","3","0.0","0.667","0"
"Carlos Cortes","ATH","Merrill Kelly","ARI","3","0.667","0.67","0.67","1.33","0","2","0","0","2","1","4","0.0","0.667","0"
"Jeremy Pena","HOU","Sandy Alcantara","MIA","3","0.667","0.67","0.67","1.33","0","2","0","0","2","1","4","0.0","0.750","1"
"Pete Crow-Armstrong","CHC","Keider Montero","DET","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","50.0","0.500","0"
"Jase Bowen","SD","Martin Perez","ATL","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Pedro Pages","STL","Reid Detmers","LAA","2","0.500","0.50","0.50","1.00","0","1","0","0","1","3","2","0.0","0.500","0"
"Michael Busch","CHC","Keider Montero","DET","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","0.0","0.667","1"
"Jo Adell","LAA","Hunter Dobbins","STL","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","50.0","0.500","0"
"Michael Conforto","CHC","Keider Montero","DET","2","0.500","1.00","1.00","1.50","0","0","1","0","1","0","3","50.0","0.667","1"
"Alex Bregman","CHC","Keider Montero","DET","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","50.0","0.500","0"
"Willson Contreras","BOS","Kyle Bradish","BAL","4","0.500","0.00","1.50","2.00","0","0","0","2","2","3","8","0.0","0.667","2"
"Rafael Devers","SF","Seth Lugo","KC","8","0.500","0.33","0.75","1.25","2","0","0","2","2","3","10","0.0","0.556","1"
"Masataka Yoshida","BOS","Dean Kremer","BAL","10","0.500","0.50","0.10","0.60","4","1","0","0","1","0","6","0.0","0.500","0"
"Luke Raley","SEA","Brady Singer","CIN","10","0.500","0.50","0.70","1.20","2","1","0","2","3","6","12","20.0","0.545","0"
"Trent Grisham","NYY","Mitch Keller","PIT","12","0.500","0.67","0.08","0.58","5","1","0","0","1","0","7","25.0","0.571","2"
"Daniel Schneemann","CLE","Bailey Ober","MIN","11","0.455","0.50","0.45","0.91","2","2","0","1","3","1","10","18.2","0.500","1"
"Gabriel Arias","CLE","Bailey Ober","MIN","11","0.455","0.50","0.45","0.91","2","2","0","1","3","3","10","18.2","0.455","0"
"George Springer","TOR","Griffin Jax","TB","7","0.429","0.33","0.86","1.29","1","0","0","2","2","3","9","28.6","0.500","1"
"Mookie Betts","LAD","Aaron Nola","PHI","24","0.417","0.47","0.37","0.79","6","1","1","2","4","7","19","20.8","0.417","0"
"Kody Clemens","MIN","Slade Cecconi","CLE","5","0.400","0.50","0.20","0.60","1","1","0","0","1","0","3","20.0","0.400","0"
"Connor Wong","BOS","Kyle Bradish","BAL","5","0.400","0.33","0.60","1.00","1","0","0","1","1","2","5","20.0","0.500","2"
"Cody Bellinger","NYY","Mitch Keller","PIT","13","0.385","0.45","0.31","0.69","1","4","0","0","4","1","9","15.4","0.385","0"
"Cal Raleigh","SEA","Brady Singer","CIN","16","0.375","0.50","0.31","0.69","3","2","0","1","3","4","11","31.3","0.444","2"
"Trea Turner","PHI","Eric Lauer","LAD","16","0.375","0.33","0.44","0.81","3","1","0","2","3","5","13","12.5","0.412","1"
"Christian Walker","HOU","Sandy Alcantara","MIA","14","0.357","0.36","0.29","0.64","3","1","0","1","2","3","9","14.3","0.400","1"
"Grant McCray","SF","Seth Lugo","KC","3","0.333","0.50","0.67","1.00","0","0","1","0","1","1","3","33.3","0.333","0"
"Travis Bazzana","CLE","Bailey Ober","MIN","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Lawrence Butler","ATH","Merrill Kelly","ARI","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","0.0","0.333","0"
"Manny Machado","SD","Martin Perez","ATL","21","0.333","0.32","0.19","0.52","5","1","0","1","2","3","11","4.8","0.481","6"
"Randal Grichuk","CWS","Tyler Alexander","TEX","13","0.308","0.33","0.23","0.54","3","0","0","1","1","2","7","23.1","0.308","0"
