Split,vsRHB
Range,L10
Dates,="7/27/2026"
Games,12

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
6:40 PM,Merrill Kelly,@,22.1,101,5.52,0.315,0.377,1.61,0.207,0.522,5,2.01,48,20.7%,15.8%,15.4%,10.5%,6.45,7,6.9%,58.8%,6.9%,78,46.2%,9,11.5%,16.7%,30.8%,14.1%
2:35 PM,George Kirby,@,28.1,119,1.97,0.287,0.319,1.31,0.148,0.435,2,0.64,50,27.6%,29.4%,23.0%,14.6%,11.12,4,3.4%,63.9%,7.8%,80,40.0%,9,11.2%,21.2%,11.8%,8.8%
7:10 PM,Chase Burns,vs,17.1,77,2.47,0.282,0.330,1.50,0.141,0.423,1,0.52,30,29.0%,27.3%,22.1%,14.8%,10.90,6,7.8%,55.8%,8.8%,50,42.0%,4,8.0%,34.0%,5.9%,18.0%
9:45 PM,Tyler Mahle,vs,22.0,100,3.60,0.281,0.318,1.55,0.079,0.360,1,0.41,32,19.5%,16.0%,18.4%,9.1%,6.55,9,9.0%,58.0%,5.2%,74,37.8%,4,5.4%,27.0%,-,9.5%
6:40 PM,Mitch Keller,vs,16.2,78,4.78,0.279,0.355,1.62,0.162,0.441,2,1.08,30,24.0%,17.9%,14.6%,11.9%,7.56,8,10.3%,62.8%,9.2%,54,44.4%,4,7.4%,31.5%,11.8%,24.1%
7:45 PM,David Peterson,@,31.0,144,5.71,0.274,0.352,1.71,0.161,0.435,4,1.16,54,17.0%,9.7%,9.7%,7.7%,4.06,19,13.2%,62.8%,5.9%,111,41.4%,8,7.2%,28.8%,9.4%,11.7%
6:45 PM,Max Scherzer,@,7.2,33,7.53,0.267,0.378,1.43,0.300,0.567,3,3.52,17,20.0%,21.2%,13.5%,10.6%,8.22,3,9.1%,63.6%,8.5%,22,50.0%,3,13.6%,27.3%,50.0%,22.7%
7:40 PM,Noah Schultz,vs,38.1,173,5.47,0.267,0.364,1.57,0.220,0.487,7,1.64,73,20.6%,19.1%,15.6%,9.6%,7.75,20,11.6%,59.0%,7.5%,118,44.9%,16,13.6%,26.3%,22.6%,16.9%
6:45 PM,Andrew Alvarez,vs,29.2,136,3.23,0.261,0.327,1.58,0.104,0.365,1,0.30,42,26.9%,24.3%,20.4%,11.9%,10.01,17,12.5%,52.2%,5.1%,84,44.0%,4,4.8%,17.9%,6.7%,14.3%
7:10 PM,Slade Cecconi,@,20.1,83,2.95,0.256,0.279,1.18,0.090,0.346,1,0.44,27,20.6%,16.9%,14.6%,9.7%,6.20,4,4.8%,75.6%,6.2%,65,36.9%,3,4.6%,23.1%,6.7%,13.8%
9:40 PM,Payton Tolle,@,34.1,153,3.54,0.252,0.332,1.43,0.178,0.430,4,1.05,58,26.9%,28.8%,22.6%,15.4%,11.53,15,9.8%,67.3%,8.2%,92,35.9%,8,8.7%,31.5%,13.8%,25.0%
9:40 PM,Jack Perkins,vs,19.1,82,5.22,0.240,0.338,1.19,0.267,0.507,5,2.33,38,27.6%,25.6%,21.4%,13.8%,9.78,5,6.1%,62.2%,6.4%,55,41.8%,6,10.9%,41.8%,21.7%,18.2%
9:45 PM,Brandon Sproat,@,19.1,87,6.15,0.240,0.351,1.45,0.227,0.467,5,2.33,35,26.0%,24.1%,15.1%,12.4%,9.78,10,11.5%,58.6%,9.0%,54,42.6%,6,11.1%,22.2%,25.0%,13.0%
6:40 PM,Tyler Phillips,vs,23.0,88,4.67,0.222,0.290,1.04,0.160,0.383,3,1.17,31,22.6%,13.6%,16.2%,11.0%,4.70,6,6.8%,64.8%,6.7%,69,47.8%,5,7.2%,31.9%,9.1%,14.5%
7:10 PM,Martin Perez,@,35.2,149,4.53,0.222,0.301,1.35,0.135,0.357,3,0.76,45,21.6%,16.1%,20.7%,8.1%,6.06,20,13.4%,63.8%,5.1%,105,31.4%,7,6.7%,20.0%,14.3%,19.0%
7:40 PM,Max Fried,@,43.1,181,2.92,0.217,0.264,1.22,0.062,0.280,1,0.21,45,24.9%,21.5%,21.2%,11.2%,8.10,18,9.9%,53.6%,7.4%,123,30.1%,1,0.8%,22.8%,3.6%,9.8%
6:40 PM,Keider Montero,vs,21.1,80,3.01,0.205,0.231,0.80,0.103,0.308,2,0.84,24,23.3%,21.2%,19.3%,11.8%,7.17,1,1.2%,65.0%,9.1%,61,32.8%,2,3.3%,13.1%,25.0%,14.8%
7:10 PM,Zach Thornton,vs,15.0,58,2.37,0.189,0.236,1.00,0.075,0.264,0,-,14,20.0%,22.4%,21.0%,9.8%,7.80,5,8.6%,65.5%,8.9%,40,32.5%,4,10.0%,37.5%,-,15.0%
6:40 PM,Kyle Bradish,@,27.1,111,3.47,0.184,0.250,1.06,0.092,0.276,2,0.66,27,27.7%,23.4%,17.7%,12.1%,8.56,11,9.9%,56.8%,6.3%,73,34.2%,3,4.1%,19.2%,14.3%,9.6%
2:35 PM,Kumar Rocker,vs,25.1,99,2.98,0.170,0.232,0.91,0.080,0.250,1,0.36,22,27.1%,23.2%,25.3%,13.6%,8.17,8,8.1%,58.6%,6.4%,66,33.3%,2,3.0%,21.2%,-,18.2%
9:38 PM,Walbert Urena,vs,28.0,111,3.42,0.158,0.242,0.89,0.084,0.242,2,0.64,23,32.0%,27.9%,23.3%,14.7%,9.96,10,9.0%,56.8%,6.6%,65,32.3%,1,1.5%,23.1%,13.3%,13.8%
6:40 PM,Zack Wheeler,@,27.2,99,2.77,0.156,0.207,0.65,0.146,0.302,4,1.30,29,34.4%,35.4%,26.7%,17.1%,11.39,3,3.0%,73.7%,6.7%,61,16.4%,3,4.9%,19.7%,33.3%,13.1%
9:38 PM,Tatsuya Imai,@,17.0,67,3.63,0.109,0.220,1.00,0.055,0.164,1,0.53,9,36.9%,29.9%,26.0%,14.4%,10.59,11,16.4%,45.6%,7.4%,35,34.3%,3,8.6%,22.9%,12.5%,5.7%
