Matchup,MIN @ PIT
Pitcher,Taj Bradley
Pitcher Team,MIN
Opposing Team,PIT

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,52.0,217,0.215,0.284,0.354,0.138,1.17,5,0.87,8.8%,27.2%,27.2%,22.2%,12.5%,10.21,56.7%,8.0%,9.5%,43.8%,29.9%,12.2%,19.0%
vsLHB,29.2,119,0.185,0.261,0.333,0.148,1.04,3,0.91,9.2%,30.5%,31.9%,25.9%,13.4%,11.53,60.5%,7.4%,14.3%,41.4%,34.3%,12.5%,20.0%
vsRHB,22.1,98,0.253,0.313,0.379,0.126,1.34,2,0.81,8.2%,23.6%,21.4%,17.6%,11.5%,8.46,52.0%,8.7%,4.5%,46.3%,25.4%,11.8%,17.9%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Spencer Horwitz LHB,+730,20,4.40,3,3,0.375,0.450,0.938,0.562,0.546,15.0%,22.2%,20.0%,9.6%,87.4,30.8%,23.1%,46.2%,53.8%,53.8%,68.1,6.9%,10.3%,6.9%,93.5%,30.8%,75.0%,23.1%,23.1%,61.5%,30.8%,7.7%,30.4%
Brandon Lowe LHB,+340,20,4.00,2,4,0.350,0.350,0.750,0.400,0.471,-,29.0%,35.0%,13.8%,97.6,30.8%,23.1%,46.2%,69.2%,69.2%,73.0,26.7%,33.3%,20.0%,96.8%,53.8%,28.6%,30.8%,15.4%,46.2%,38.5%,15.4%,27.8%
Marcell Ozuna RHB,+582,17,4.20,1,1,0.231,0.412,0.462,0.231,0.381,23.5%,20.7%,11.8%,8.1%,90.0,18.2%,9.1%,9.1%,27.3%,45.5%,73.4,52.2%,21.7%,8.7%,82.1%,36.4%,25.0%,36.4%,18.2%,9.1%,72.7%,18.2%,10.5%
Henry Davis RHB,+820,11,3.60,1,1,0.222,0.364,0.556,0.333,0.390,18.2%,42.3%,27.3%,25.6%,93.5,16.7%,16.7%,66.7%,33.3%,50.0%,73.5,26.1%,17.4%,8.7%,88.5%,16.7%,100.0%,33.3%,33.3%,83.3%,16.7%,-,50.0%
Konnor Griffin RHB,N/A,10,4.20,1,2,0.222,0.300,0.667,0.444,0.402,10.0%,20.8%,40.0%,11.6%,98.9,20.0%,-,-,80.0%,40.0%,74.4,47.4%,21.1%,10.5%,82.6%,40.0%,50.0%,20.0%,20.0%,20.0%,20.0%,60.0%,40.0%
Bryan Reynolds SHB,+610,10,4.00,1,1,0.300,0.300,0.700,0.400,0.426,-,4.2%,10.0%,2.2%,87.1,11.1%,11.1%,11.1%,22.2%,33.3%,70.8,9.5%,28.6%,9.5%,91.3%,22.2%,50.0%,11.1%,66.7%,33.3%,33.3%,33.3%,35.7%
Jake Mangum SHB,+1200,17,3.40,0,0,0.231,0.412,0.231,-,0.314,17.6%,23.3%,17.6%,9.9%,75.7,-,-,-,20.0%,20.0%,64.6,-,21.7%,-,79.3%,10.0%,0.0%,20.0%,50.0%,20.0%,20.0%,60.0%,27.8%
Oneil Cruz LHB,+375,16,4.00,0,0,0.214,0.312,0.214,-,0.248,12.5%,35.7%,25.0%,14.5%,100.1,-,-,10.0%,70.0%,30.0%,79.4,84.0%,28.0%,20.0%,92.6%,30.0%,0.0%,20.0%,40.0%,30.0%,30.0%,30.0%,34.8%
Jared Triolo RHB,+1160,16,3.00,0,0,0.267,0.312,0.267,-,0.263,6.2%,40.0%,31.2%,16.3%,84.1,10.0%,-,10.0%,40.0%,20.0%,70.1,-,35.3%,17.6%,85.0%,20.0%,0.0%,10.0%,60.0%,40.0%,50.0%,10.0%,11.8%
Endy Rodriguez SHB,N/A,12,3.60,0,0,0.333,0.500,0.333,-,0.385,25.0%,26.1%,25.0%,12.2%,88.6,-,-,16.7%,16.7%,33.3%,70.4,-,21.1%,-,86.4%,50.0%,0.0%,33.3%,16.7%,16.7%,66.7%,16.7%,41.2%
Nick Gonzales RHB,N/A,10,3.60,0,1,0.300,0.300,0.400,0.100,0.305,-,23.8%,20.0%,12.8%,96.6,-,-,25.0%,62.5%,25.0%,70.2,10.0%,40.0%,15.0%,95.2%,25.0%,0.0%,25.0%,37.5%,50.0%,25.0%,25.0%,44.4%
Jhostynxon Garcia RHB,N/A,9,2.60,0,0,0.250,0.333,0.250,-,0.270,11.1%,21.4%,22.2%,13.6%,83.0,-,-,-,33.3%,16.7%,73.3,28.6%,21.4%,14.3%,100.0%,-,-,16.7%,83.3%,16.7%,83.3%,-,75.0%
Tyler Callihan LHB,+820,1,3.00,0,0,-,1.000,-,-,0.649,100.0%,50.0%,-,18.2%,-,-,-,-,-,-,65.8,-,-,-,100.0%,-,-,-,-,-,-,-,100.0%
