Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Colson Montgomery,LHB,CWS,Tarik Skubal,L,66,36,37.8,55.1,44.3
Drake Baldwin,LHB,ATL,Jacob Misiorowski,R,43.3,35.7,45.9,41.7,41
Jarren Duran,LHB,BOS,Bryce Miller,R,32.5,23,32.3,64.5,37.1
Ian Happ,SHB,CHC,Kevin Gausman,R,26.3,30.6,13.7,75.4,36.3
Kody Clemens,LHB,MIN,Michael Soroka,R,34.2,39.3,22.8,45,35.3
Jazz Chisholm Jr.,LHB,NYY,Rhett Lowder,R,33.4,37.6,17.6,53.1,35.1
Matt Olson,LHB,ATL,Jacob Misiorowski,R,4.8,32.1,45.1,38.6,34.9
Ryan O'Hearn,LHB,PIT,Kyle Freeland,L,50,25.6,40.8,34.4,34.8
Nathaniel Lowe,LHB,CIN,Cam Schlittler,R,5.7,31.9,34.7,50.8,34.8
Michael Harris II,LHB,ATL,Jacob Misiorowski,R,41,35.4,30.1,33.9,34
Cam Smith,RHB,HOU,Tanner Bibee,R,56.4,44.2,13.3,34.3,33.7
Leo Jimenez,RHB,MIA,Landen Roupp,R,33,48.7,,52.7,33.5
George Springer,RHB,TOR,Ben Brown,R,33,24.7,33.8,45.3,33.4
JJ Bleday,LHB,CIN,Cam Schlittler,R,37.9,32.7,32.7,32.7,33.2
Yohendrick Pinango,LHB,TOR,Ben Brown,R,33.9,33.9,9.2,60.2,33.1
Jackson Holliday,LHB,BAL,Roki Sasaki,R,28.7,30.6,20.1,53.1,32.9
Andy Pages,RHB,LAD,Trey Gibson,R,38.5,15.5,48.1,35.8,32.7
Yordan Alvarez,LHB,HOU,Tanner Bibee,R,27.4,39.2,21.9,38,32.5
Josh Bell,SHB,MIN,Michael Soroka,R,37.8,34.4,26.2,34.9,32.4
Gabriel Moreno,RHB,ARI,Connor Prielipp,L,26.8,24.3,24.3,53.1,31.8
Dansby Swanson,RHB,CHC,Kevin Gausman,R,42.1,28.3,26.4,34.8,30.7
Jackson Merrill,LHB,SD,Jacob deGrom,R,23.1,33,18.4,45.2,30.7
Jeff McNeil,LHB,ATH,Jose Soriano,R,29,24,17.2,55.2,30.3
Alex Freeland,SHB,LAD,Trey Gibson,R,35.6,42,7.4,39.4,30.3
Marcell Ozuna,RHB,PIT,Kyle Freeland,L,23.7,39.5,22.1,29.3,30.2
Willi Castro,SHB,COL,Bubba Chandler,R,20.5,37.4,32.1,20.6,29.9
Justin Foscue,RHB,TEX,Randy Vasquez,R,38.6,17.6,19,56.8,29.9
James Wood,LHB,WSH,Griffin Jax,R,34.3,38.7,9,40.3,29.8
Cole Young,LHB,SEA,Ranger Suarez,L,29.2,23.5,23.5,46,29.7
Kazuma Okamoto,RHB,TOR,Ben Brown,R,44.7,30.9,18.8,34.3,29.5
Randal Grichuk,RHB,CWS,Tarik Skubal,L,31.9,29.3,18.8,41,29.3
Ivan Herrera,RHB,STL,Seth Lugo,R,47.8,23.3,25.8,33.2,29
Bryce Eldridge,LHB,SF,Lake Bachar,R,14.7,38.8,29.5,19.8,28.8
Seiya Suzuki,RHB,CHC,Kevin Gausman,R,49.9,35.4,9.5,33.4,28.6
Sal Stewart,RHB,CIN,Cam Schlittler,R,13.5,32.3,25,33.4,28.5
Ty France,RHB,SD,Jacob deGrom,R,29.6,21.2,28.2,38.5,28.5
Nick Kurtz,LHB,ATH,Jose Soriano,R,41.3,27.6,20.9,33.7,28.5
