Matchup,SEA @ BOS
Pitcher,Brayan Bello
Pitcher Team,BOS
Opposing Team,SEA

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Cal Raleigh SHB,,+390,27,4.00,8,4,5,101.9,341.5,7,6,75.0%,75.0%,87.5%,87.5%,37.5%,74.1,50.0%,66.7%,58.3%,100.0%,87.5%,87.5%,57.1%,-,-,87.5%,12.5%,-,57.1%
Weston Wilson RHB,—,N/A,19,4.00,8,1,1,84.6,295.9,2,1,12.5%,12.5%,25.0%,37.5%,37.5%,73.0,33.3%,44.4%,33.3%,100.0%,50.0%,25.0%,50.0%,25.0%,50.0%,75.0%,25.0%,-,60.0%
Dominic Canzone LHB,,+539,16,4.20,8,1,1,90.9,284.1,3,1,25.0%,25.0%,37.5%,50.0%,37.5%,73.5,26.7%,26.7%,20.0%,93.8%,50.0%,37.5%,33.3%,12.5%,37.5%,50.0%,25.0%,25.0%,57.1%
JP Crawford LHB,,+1000,25,3.60,8,0,0,83.8,169.3,0,0,-,-,12.5%,25.0%,12.5%,70.8,17.6%,23.5%,11.8%,89.5%,25.0%,25.0%,0.0%,-,50.0%,25.0%,50.0%,25.0%,37.5%
Josh Naylor LHB,,+930,24,4.00,8,0,0,82.2,243.6,1,0,-,-,-,25.0%,25.0%,71.1,23.1%,38.5%,7.7%,92.9%,37.5%,25.0%,0.0%,12.5%,62.5%,37.5%,37.5%,25.0%,60.0%
Taylor Ward RHB,,+910,13,3.80,8,0,0,88.9,227.0,0,0,-,-,12.5%,50.0%,62.5%,69.9,-,62.5%,37.5%,100.0%,75.0%,37.5%,0.0%,37.5%,25.0%,25.0%,37.5%,37.5%,33.3%
Brock Rodden SHB,,+1450,4,2.80,8,0,0,79.3,270.1,1,0,-,-,25.0%,12.5%,-,72.0,14.3%,57.1%,14.3%,87.5%,50.0%,50.0%,0.0%,-,37.5%,37.5%,37.5%,25.0%,25.0%
Jhonny Pereda RHB,—,N/A,16,2.20,8,0,0,94.8,297.8,1,0,-,-,-,62.5%,25.0%,70.3,-,46.7%,26.7%,93.8%,25.0%,-,-,25.0%,75.0%,25.0%,25.0%,50.0%,50.0%
Julio Rodriguez RHB,,+575,20,4.20,8,0,0,88.0,297.4,2,2,12.5%,-,-,25.0%,37.5%,79.2,87.5%,37.5%,12.5%,100.0%,62.5%,37.5%,0.0%,25.0%,37.5%,-,75.0%,25.0%,33.3%
Randy Arozarena RHB,,+660,20,4.20,8,0,0,93.0,325.7,3,1,-,-,12.5%,37.5%,37.5%,72.2,28.6%,57.1%,7.1%,93.3%,50.0%,25.0%,0.0%,25.0%,50.0%,37.5%,25.0%,37.5%,28.6%
Patrick Wisdom RHB,—,N/A,24,2.00,8,0,2,93.2,316.4,4,4,37.5%,-,-,50.0%,12.5%,74.8,45.5%,45.5%,36.4%,91.7%,62.5%,50.0%,0.0%,12.5%,25.0%,-,37.5%,62.5%,62.5%
Victor Robles RHB,—,N/A,13,3.00,8,0,0,77.1,299.2,3,0,-,-,25.0%,25.0%,12.5%,66.8,-,50.0%,20.0%,90.9%,50.0%,37.5%,0.0%,12.5%,37.5%,37.5%,62.5%,-,50.0%
Cole Young LHB,,+900,22,4.00,8,0,0,79.3,192.6,1,0,-,-,-,-,12.5%,72.3,27.3%,9.1%,-,100.0%,25.0%,25.0%,0.0%,-,37.5%,25.0%,37.5%,37.5%,33.3%
