Matchup,TOR @ SEA
Pitcher,Luis Castillo
Pitcher Team,SEA
Opposing Team,TOR

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,48.2,204,0.219,0.283,0.355,0.137,1.13,5,0.92,7.4%,25.7%,23.0%,16.5%,13.6%,8.69,65.4%,6.1%,7.9%,40.3%,33.1%,10.9%,16.5%
vsLHB,29.0,130,0.261,0.331,0.426,0.165,1.45,4,1.24,9.2%,23.0%,16.9%,12.2%,12.7%,6.83,59.5%,6.9%,10.5%,42.1%,37.9%,11.1%,20.0%
vsRHB,19.2,74,0.147,0.199,0.235,0.088,0.66,1,0.46,4.1%,31.1%,33.8%,23.8%,15.1%,11.44,75.7%,4.6%,2.3%,36.4%,22.7%,10.0%,9.1%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kazuma Okamoto RHB,,+420,27,23,4.00,2,2,0.333,0.478,0.722,0.389,0.498,17.4%,30.0%,13.0%,14.3%,89.6,271.9,4,3,20.0%,13.3%,26.7%,53.3%,26.7%,74.1,42.5%,20.0%,12.5%,100.0%,46.6%,33.3%,40.0%,13.3%,40.0%,53.3%,20.0%,26.7%,42.1%
Daulton Varsho LHB,,+470,22,21,4.00,2,2,0.200,0.238,0.500,0.300,0.316,4.8%,33.3%,42.9%,18.8%,85.7,318.8,5,3,27.3%,18.2%,18.2%,54.5%,36.4%,72.9,30.6%,16.7%,11.1%,94.7%,45.5%,45.5%,40.0%,-,45.5%,18.2%,63.6%,18.2%,26.7%
Nathan Lukes LHB,,+600,16,19,4.20,2,2,0.389,0.421,0.722,0.333,0.489,5.3%,27.0%,15.8%,14.1%,84.8,297.2,4,3,6.7%,6.7%,26.7%,46.7%,33.3%,68.1,2.9%,29.4%,14.7%,91.9%,60.0%,26.7%,50.0%,33.3%,33.3%,33.3%,33.3%,33.3%,21.4%
Brandon Valenzuela SHB,—,N/A,16,17,3.80,2,3,0.438,0.471,0.875,0.438,0.569,5.9%,21.6%,29.4%,10.5%,93.5,251.9,3,3,18.2%,9.1%,36.4%,54.5%,54.5%,73.1,19.4%,19.4%,8.3%,100.0%,72.8%,45.5%,40.0%,27.3%,18.2%,45.5%,36.4%,18.2%,55.0%
Alejandro Kirk RHB,,+630,20,17,3.40,1,1,0.200,0.294,0.400,0.200,0.305,11.8%,14.7%,11.8%,6.2%,84.3,287.3,3,1,7.7%,7.7%,7.7%,30.8%,15.4%,70.2,6.2%,25.0%,9.4%,94.1%,38.5%,30.8%,25.0%,7.7%,53.8%,23.1%,38.5%,38.5%,22.2%
Sean Keys LHB,—,N/A,3,5,4.00,1,1,0.200,0.200,0.800,0.600,0.420,-,33.3%,-,21.1%,92.9,232.6,2,1,-,-,-,60.0%,20.0%,75.0,58.3%,25.0%,8.3%,100.0%,60.0%,40.0%,50.0%,20.0%,-,-,80.0%,20.0%,33.3%
Luis Urias RHB,—,N/A,2,5,2.60,1,1,0.800,0.800,1.400,0.600,0.954,-,8.3%,-,4.3%,77.8,229.0,1,1,20.0%,20.0%,40.0%,40.0%,80.0%,70.2,9.1%,18.2%,9.1%,91.7%,80.0%,40.0%,50.0%,40.0%,20.0%,40.0%,40.0%,20.0%,50.0%
Vladimir Guerrero Jr. RHB,,+560,10,19,4.40,0,0,0.316,0.316,0.316,-,0.281,-,20.7%,5.3%,7.3%,89.7,257.4,3,0,5.6%,-,5.6%,50.0%,27.8%,75.9,58.3%,37.5%,25.0%,88.9%,44.4%,11.1%,0.0%,33.3%,55.6%,22.2%,61.1%,16.7%,18.5%
Ernie Clement RHB,,+900,17,17,4.00,0,0,0.375,0.412,0.438,0.062,0.375,5.9%,14.8%,11.8%,7.3%,85.9,263.8,3,1,-,-,7.1%,14.3%,35.7%,69.1,-,32.0%,-,92.6%,42.8%,21.4%,0.0%,21.4%,50.0%,21.4%,50.0%,28.6%,36.8%
Yohendrick Pinango LHB,,+560,19,14,3.00,0,0,0.077,0.143,0.154,0.077,0.137,7.1%,20.6%,21.4%,11.9%,89.4,205.2,1,0,-,-,-,50.0%,10.0%,74.4,51.5%,18.2%,6.1%,97.1%,20.0%,20.0%,0.0%,-,60.0%,10.0%,40.0%,50.0%,37.5%
Andres Gimenez LHB,,+870,16,14,3.40,0,1,0.417,0.500,0.583,0.167,0.470,7.1%,27.6%,14.3%,12.5%,87.1,224.7,2,1,-,-,50.0%,50.0%,60.0%,68.5,3.6%,25.0%,10.7%,96.6%,70.0%,30.0%,0.0%,40.0%,10.0%,60.0%,20.0%,20.0%,36.8%
Myles Straw RHB,—,N/A,8,11,1.80,0,0,0.273,0.273,0.273,-,0.243,-,6.7%,9.1%,2.1%,92.0,168.7,0,0,-,-,-,30.0%,20.0%,69.4,-,69.2%,15.4%,86.7%,10.0%,-,-,10.0%,80.0%,40.0%,40.0%,20.0%,13.3%
