Matchup,ATH @ DET
Pitcher,Jack Perkins
Pitcher Team,ATH
Opposing Team,DET

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,36.0,165,0.271,0.362,0.493,0.222,1.53,8,2.00,9.7%,26.1%,29.1%,25.8%,12.2%,12.00,63.0%,5.8%,9.1%,38.4%,37.4%,21.6%,18.2%
vsLHB,16.2,82,0.290,0.374,0.464,0.174,1.92,3,1.62,14.6%,25.7%,31.7%,26.0%,11.0%,14.04,62.2%,5.2%,4.5%,36.4%,29.5%,23.1%,22.7%
vsRHB,19.1,83,0.253,0.349,0.520,0.267,1.19,5,2.33,4.8%,26.5%,26.5%,25.6%,13.7%,10.24,63.9%,6.5%,12.7%,40.0%,43.6%,20.8%,14.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Riley Greene LHB,,+375,22,23,4.40,2,3,0.364,0.348,0.682,0.318,0.431,-,20.0%,13.0%,10.7%,92.8,288.1,6,2,15.0%,10.0%,30.0%,50.0%,35.0%,76.5,59.5%,32.4%,21.6%,92.5%,70.0%,45.0%,22.2%,25.0%,25.0%,50.0%,20.0%,30.0%,42.1%
Spencer Torkelson RHB,,+450,18,19,4.20,2,4,0.222,0.263,0.611,0.389,0.369,5.3%,32.4%,36.8%,15.1%,90.1,306.8,6,5,36.4%,9.1%,36.4%,45.5%,63.6%,74.0,34.4%,21.9%,12.5%,97.0%,81.8%,54.5%,33.3%,27.3%,18.2%,45.5%,36.4%,18.2%,5.9%
Zach McKinstry LHB,,+1000,14,16,4.00,1,1,0.400,0.438,0.667,0.267,0.474,6.2%,22.6%,12.5%,10.8%,89.5,256.4,2,1,-,-,38.5%,30.8%,61.5%,68.5,3.7%,29.6%,11.1%,90.0%,76.9%,23.1%,33.3%,53.8%,23.1%,46.2%,38.5%,15.4%,27.8%
James Outman LHB,,+700,10,14,3.40,1,1,0.077,0.143,0.308,0.231,0.196,7.1%,45.5%,50.0%,21.1%,83.7,258.9,2,1,16.7%,16.7%,33.3%,16.7%,33.3%,72.5,20.0%,10.0%,3.3%,90.9%,50.0%,33.3%,50.0%,16.7%,33.3%,66.7%,16.7%,16.7%,47.4%
Dillon Dingler RHB,,+520,27,14,3.80,1,3,0.231,0.286,0.615,0.385,0.383,-,8.0%,7.1%,4.2%,92.7,270.0,7,2,16.7%,-,25.0%,50.0%,41.7%,71.2,8.7%,39.1%,13.0%,92.0%,75.0%,66.7%,12.5%,8.3%,-,25.0%,50.0%,25.0%,38.5%
Kevin McGonigle LHB,,+650,23,20,4.60,0,1,0.125,0.300,0.125,-,0.222,15.0%,21.9%,15.0%,9.6%,81.1,296.9,4,3,7.7%,-,-,30.8%,23.1%,71.3,8.0%,28.0%,12.0%,80.6%,69.2%,53.8%,0.0%,15.4%,30.8%,7.7%,38.5%,53.8%,30.4%
Hao-Yu Lee RHB,,+910,9,17,2.20,0,0,0.188,0.235,0.188,-,0.195,5.9%,32.1%,35.3%,17.3%,85.6,238.3,2,1,10.0%,-,30.0%,30.0%,50.0%,69.5,12.0%,24.0%,8.0%,89.3%,60.0%,20.0%,0.0%,40.0%,20.0%,30.0%,50.0%,20.0%,50.0%
Jake Rogers RHB,,+375,10,15,3.60,0,0,0.154,0.267,0.154,-,0.205,13.3%,25.0%,46.7%,10.4%,85.7,221.3,0,0,-,-,16.7%,16.7%,16.7%,69.4,-,17.9%,-,100.0%,16.7%,16.7%,0.0%,-,66.7%,66.7%,16.7%,16.7%,47.4%
Matt Vierling RHB,,+725,20,13,3.00,0,0,0.083,0.154,0.250,0.167,0.175,7.7%,19.2%,23.1%,10.6%,82.3,235.8,2,1,-,-,11.1%,22.2%,33.3%,71.8,13.0%,17.4%,8.7%,92.0%,55.5%,33.3%,0.0%,22.2%,11.1%,11.1%,44.4%,44.4%,27.3%
Colt Keith LHB,,+750,29,13,2.60,0,1,0.154,0.154,0.231,0.077,0.166,-,8.7%,23.1%,3.3%,89.1,291.6,4,1,-,-,10.0%,40.0%,50.0%,70.7,-,33.3%,14.3%,91.3%,60.0%,30.0%,0.0%,30.0%,30.0%,40.0%,10.0%,50.0%,10.0%
