Matchup,KC @ LAA
Pitcher,Grayson Rodriguez
Pitcher Team,LAA
Opposing Team,KC

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,7.2,1.57,="10-32",.313,.563,0.250,1,3,1,4,29.4,2,.353,.916
Batting Second,8.0,1.13,="5-27",.185,.370,0.185,1,2,0,5,21.2,4,.333,.703
Batting Third,6.2,1.50,="9-28",.321,.500,0.179,1,2,0,7,12.5,1,.344,.844
Batting Fourth,6.0,2.00,="8-24",.333,.708,0.375,2,3,0,4,13.8,4,.414,1.122
Batting Fifth,6.1,1.26,="6-25",.240,.560,0.320,2,2,0,6,29.6,2,.296,.856
Batting Sixth,5.1,1.88,="5-20",.250,.450,0.200,0,2,1,3,11.5,5,.385,.835
Batting Seventh,5.0,2.00,="5-21",.238,.476,0.238,1,2,0,3,15.4,5,.385,.861
Batting Eighth,5.0,1.80,="8-22",.364,.591,0.227,1,0,1,4,20.8,1,.375,.966
Batting Ninth,5.0,1.80,="7-19",.368,.421,0.053,0,1,0,3,21.7,2,.478,.899

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Carter Jensen LHB,Batting First ​,="45-202",.223,.446,0.223,10,13,1,29,30.2,22,.298,.744
Bobby Witt Jr. RHB,Batting Second ​,="115-404",.285,.448,0.163,13,25,1,42,17.4,45,.355,.803
Jac Caglianone LHB,Batting Third ​,="48-169",.284,.574,0.290,13,8,1,31,19.8,6,.311,.885
Salvador Perez RHB,Batting Fourth ​,="65-313",.208,.355,0.147,11,11,1,41,19.5,12,.251,.606
Starling Marte RHB,Batting Sixth ​,="13-47",.277,.298,0.021,0,1,0,4,14.8,3,.352,.650
John Rave LHB,Batting Seventh ​,="5-22",.227,.545,0.318,1,2,1,1,25.0,2,.292,.837
Isaac Collins SHB,Batting Seventh ​,="26-107",.243,.355,0.112,1,9,0,12,20.1,24,.381,.736
Michael Massey LHB,Batting Seventh ​,="28-85",.329,.494,0.165,3,5,0,13,14.6,2,.337,.831
Josh Rojas LHB,Batting Eighth ​,="7-34",.206,.206,0.000,0,0,0,4,5.6,1,.229,.435
Nick Loftin RHB,Batting Eighth ​,="19-92",.207,.348,0.141,2,5,1,15,13.5,8,.272,.620
Luke Maile RHB,Batting Ninth ​,="2-9",.222,.222,0.000,0,0,0,1,55.6,0,.222,.444
Kyle Isbel LHB,Batting Ninth ​,="43-186",.231,.344,0.113,4,7,1,15,21.3,11,.282,.626
Tyler Tolbert RHB,Batting Ninth ​,="16-43",.372,.581,0.209,2,3,0,4,16.3,2,.391,.972
