Matchup,MIA @ NYM
Pitcher,Max Meyer
Pitcher Team,MIA
Opposing Team,NYM

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,60.2,250,0.188,0.258,0.300,0.112,1.05,4,0.59,8.8%,31.3%,27.2%,23.1%,15.1%,10.09,62.5%,7.5%,9.0%,42.3%,26.9%,9.5%,14.1%
vsLHB,33.2,137,0.171,0.240,0.276,0.106,1.01,1,0.27,9.5%,30.2%,29.9%,26.3%,14.0%,10.96,62.8%,8.5%,7.3%,43.9%,26.8%,4.5%,15.9%
vsRHB,27.0,113,0.210,0.279,0.330,0.120,1.11,3,1.00,8.0%,32.7%,23.9%,19.6%,16.5%,9.00,62.3%,6.3%,10.8%,40.5%,27.0%,15.0%,12.2%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Juan Soto LHB,+350,30,3.60,6,7,0.333,0.400,1.000,0.667,0.574,10.0%,20.5%,20.0%,7.4%,93.9,33.3%,14.3%,28.6%,61.9%,42.9%,74.6,41.7%,38.9%,22.2%,90.0%,47.6%,60.0%,9.5%,33.3%,52.4%,33.3%,14.3%,9.7%
Brett Baty LHB,+710,23,3.20,1,1,0.286,0.348,0.429,0.143,0.341,8.7%,25.5%,30.4%,12.5%,90.8,14.3%,-,14.3%,50.0%,50.0%,75.2,55.6%,17.8%,13.3%,97.8%,14.3%,50.0%,42.9%,28.6%,35.7%,57.1%,7.1%,39.1%
Carson Benge LHB,+760,33,4.40,0,2,0.226,0.273,0.258,0.032,0.240,6.1%,22.2%,24.2%,8.1%,88.8,17.4%,-,8.7%,56.5%,60.9%,71.7,23.5%,38.2%,20.6%,81.0%,34.8%,0.0%,30.4%,34.8%,21.7%,60.9%,17.4%,21.2%
Bo Bichette RHB,+760,31,4.00,0,1,0.207,0.258,0.241,0.034,0.226,6.5%,17.2%,22.6%,9.5%,91.0,13.6%,-,4.5%,40.9%,31.8%,69.5,14.3%,16.1%,5.4%,94.9%,40.9%,0.0%,18.2%,40.9%,22.7%,40.9%,36.4%,35.5%
A.J. Ewing LHB,+790,29,4.00,0,0,0.346,0.414,0.346,-,0.343,10.3%,23.6%,37.9%,9.6%,89.9,6.7%,-,6.7%,53.3%,46.7%,70.5,14.0%,22.0%,16.0%,92.6%,20.0%,0.0%,33.3%,40.0%,20.0%,40.0%,40.0%,17.2%
Marcus Semien RHB,+900,27,3.60,0,2,0.115,0.111,0.154,0.038,0.113,-,20.4%,18.5%,11.5%,79.9,4.5%,-,31.8%,18.2%,27.3%,68.1,-,25.0%,2.1%,88.9%,18.2%,0.0%,18.2%,40.9%,59.1%,13.6%,27.3%,44.4%
Mark Vientos RHB,+570,25,3.60,0,0,0.167,0.200,0.208,0.042,0.186,-,43.1%,16.0%,28.2%,89.0,-,-,15.0%,40.0%,15.0%,73.0,26.7%,20.0%,13.3%,88.2%,25.0%,0.0%,5.0%,60.0%,45.0%,30.0%,25.0%,60.0%
MJ Melendez LHB,+550,23,2.40,0,0,0.105,0.261,0.105,-,0.196,8.7%,39.0%,30.4%,18.2%,90.7,8.3%,-,33.3%,41.7%,16.7%,74.7,51.4%,21.6%,13.5%,92.5%,75.0%,0.0%,8.3%,16.7%,41.7%,58.3%,-,39.1%
Luis Torrens RHB,+1300,21,3.00,0,2,0.316,0.381,0.474,0.158,0.370,9.5%,23.1%,19.0%,11.7%,87.1,6.7%,-,6.7%,33.3%,40.0%,70.2,2.7%,18.9%,8.1%,94.9%,20.0%,0.0%,20.0%,46.7%,26.7%,40.0%,33.3%,23.8%
Jared Young LHB,N/A,21,2.20,0,1,0.412,0.476,0.471,0.059,0.407,14.3%,27.8%,14.3%,12.0%,87.1,13.3%,6.7%,13.3%,46.7%,26.7%,74.1,41.4%,24.1%,13.8%,87.9%,13.3%,0.0%,20.0%,60.0%,60.0%,20.0%,20.0%,28.6%
Hayden Senger RHB,N/A,11,2.40,0,1,0.091,0.091,0.091,-,0.081,-,26.3%,27.3%,16.1%,71.8,-,-,-,25.0%,25.0%,72.4,25.0%,18.8%,12.5%,94.1%,12.5%,0.0%,25.0%,37.5%,37.5%,25.0%,37.5%,54.5%
Vidal Brujan SHB,N/A,3,2.50,0,0,0.500,0.667,0.500,-,0.513,33.3%,33.3%,-,14.3%,40.3,-,-,-,-,-,67.8,-,-,-,66.7%,-,-,-,-,-,50.0%,50.0%,66.7%
Eric Wagaman RHB,N/A,1,2.00,0,0,-,-,-,-,-,-,0.0%,-,-,90.2,-,-,-,-,-,70.1,-,33.3%,-,100.0%,-,-,-,100.0%,100.0%,-,-,0.0%
