Matchup,PHI @ KC
Pitcher,Cristopher Sanchez
Pitcher Team,PHI
Opposing Team,KC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,117.0,474,0.232,0.265,0.333,0.100,1.09,8,0.62,4.9%,32.2%,28.5%,27.2%,16.5%,10.38,66.9%,6.2%,8.3%,43.0%,17.5%,14.5%,13.1%
vsLHB,31.1,112,0.145,0.154,0.191,0.045,0.57,1,0.29,1.8%,32.0%,36.6%,38.7%,18.0%,11.78,73.2%,8.7%,4.3%,34.8%,15.9%,9.1%,7.2%
vsRHB,84.2,362,0.260,0.299,0.379,0.118,1.29,7,0.74,5.8%,32.2%,26.0%,24.1%,16.1%,9.99,65.0%,5.5%,9.4%,45.3%,18.0%,15.9%,14.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jac Caglianone LHB,,+860,30,9,4.00,1,1,0.250,0.333,0.625,0.375,0.412,-,20.0%,11.1%,11.9%,100.8,321.8,2,2,14.3%,14.3%,28.6%,85.7%,42.9%,77.4,80.0%,24.0%,16.0%,100.0%,42.9%,28.6%,50.0%,14.3%,57.1%,57.1%,42.9%,-,45.5%
Carter Jensen LHB,,+800,29,12,4.00,0,1,0.417,0.417,0.500,0.083,0.402,-,11.8%,16.7%,4.7%,99.7,288.0,4,1,10.0%,-,40.0%,80.0%,70.0%,73.2,37.5%,50.0%,31.2%,100.0%,80.0%,30.0%,0.0%,50.0%,20.0%,50.0%,30.0%,20.0%,12.5%
Lane Thomas RHB,,+920,21,14,4.00,0,1,0.286,0.286,0.357,0.071,0.281,-,30.8%,28.6%,13.8%,93.3,291.3,1,0,-,-,20.0%,70.0%,30.0%,72.1,17.4%,34.8%,21.7%,92.0%,30.0%,-,-,30.0%,70.0%,40.0%,60.0%,-,44.4%
Bobby Witt Jr. RHB,,+575,38,15,4.00,0,0,0.083,0.200,0.083,-,0.146,13.3%,16.7%,6.7%,8.8%,96.7,270.2,4,3,9.1%,-,9.1%,63.6%,36.4%,75.1,50.0%,44.4%,33.3%,100.0%,63.7%,18.2%,0.0%,45.5%,27.3%,27.3%,36.4%,36.4%,20.0%
Salvador Perez RHB,,+630,36,17,4.20,0,3,0.353,0.353,0.471,0.118,0.359,-,29.6%,11.8%,19.0%,90.8,283.4,4,2,13.3%,6.7%,20.0%,60.0%,33.3%,74.6,46.2%,38.5%,23.1%,100.0%,53.4%,26.7%,0.0%,26.7%,46.7%,46.7%,33.3%,20.0%,75.0%
Isaac Collins SHB,,+1200,9,7,3.20,0,0,0.143,0.143,0.143,-,0.127,-,16.7%,28.6%,7.4%,88.3,292.3,1,1,-,-,20.0%,40.0%,-,73.1,25.0%,16.7%,8.3%,100.0%,40.0%,40.0%,0.0%,-,60.0%,60.0%,-,40.0%,16.7%
Starling Marte RHB,,+1350,12,11,3.40,0,1,0.182,0.182,0.273,0.091,0.196,-,37.5%,45.5%,20.9%,82.7,303.7,1,1,16.7%,-,-,33.3%,16.7%,70.8,22.7%,13.6%,9.1%,91.7%,33.4%,16.7%,0.0%,16.7%,66.7%,50.0%,16.7%,33.3%,10.0%
Tyler Tolbert RHB,,+992,4,11,2.80,0,0,0.200,0.273,0.200,-,0.221,9.1%,41.2%,18.2%,18.9%,79.4,250.0,0,0,-,-,25.0%,25.0%,25.0%,70.4,-,21.4%,-,93.3%,37.5%,12.5%,0.0%,25.0%,50.0%,62.5%,-,37.5%,30.0%
Michael Massey LHB,,+1120,21,10,3.40,0,0,-,-,-,-,-,-,20.0%,40.0%,10.3%,77.7,143.2,1,0,-,-,50.0%,16.7%,16.7%,72.8,11.8%,11.8%,-,85.0%,33.4%,16.7%,0.0%,16.7%,33.3%,83.3%,16.7%,-,38.5%
Nick Loftin RHB,,+1080,13,13,3.00,0,1,0.167,0.231,0.167,-,0.187,7.7%,13.6%,7.7%,5.7%,87.4,279.4,3,1,-,-,45.5%,9.1%,27.3%,70.4,15.0%,30.0%,-,95.2%,54.6%,45.5%,0.0%,9.1%,45.5%,72.7%,18.2%,9.1%,18.2%
Kameron Misner LHB,—,N/A,2,4,2.40,0,0,0.500,0.500,0.750,0.250,0.540,-,33.3%,25.0%,13.6%,82.5,246.4,0,0,-,-,66.7%,-,33.3%,74.8,55.6%,-,-,100.0%,100.0%,66.7%,0.0%,33.3%,-,66.7%,33.3%,-,20.0%
Josh Rojas LHB,—,N/A,-,1,2.00,0,0,-,-,-,-,-,-,0.0%,-,-,75.7,54.3,0,0,-,-,-,-,-,67.8,25.0%,-,-,100.0%,-,-,-,-,-,-,-,100.0%,66.7%
