Matchup,MIL @ COL
Pitcher,Jacob Misiorowski
Pitcher Team,MIL
Opposing Team,COL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,71.0,273,0.150,0.204,0.211,0.061,0.79,4,0.51,7.0%,38.7%,39.6%,32.9%,18.9%,13.69,65.7%,7.9%,2.9%,33.6%,22.9%,12.5%,12.1%
vsLHB,37.0,142,0.106,0.191,0.171,0.065,0.70,2,0.49,9.2%,43.9%,49.3%,34.5%,21.9%,17.03,64.3%,8.6%,1.9%,38.9%,22.2%,16.7%,14.8%
vsRHB,34.0,131,0.194,0.218,0.250,0.056,0.88,2,0.53,4.6%,31.9%,29.0%,30.4%,15.1%,10.06,67.2%,7.0%,3.5%,30.2%,23.3%,10.0%,10.5%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Hunter Goodman RHB,N/A,18,4.80,3,3,0.312,0.389,0.875,0.562,0.521,11.1%,22.2%,22.2%,10.3%,98.3,41.7%,33.3%,50.0%,58.3%,50.0%,75.1,48.1%,33.3%,25.9%,100.0%,25.0%,66.7%,50.0%,25.0%,58.3%,33.3%,8.3%,42.1%
Ezequiel Tovar RHB,N/A,22,4.60,1,1,0.263,0.273,0.421,0.158,0.287,4.5%,40.0%,36.4%,24.1%,82.9,7.7%,-,30.8%,30.8%,38.5%,71.6,22.5%,15.0%,7.5%,83.3%,15.4%,50.0%,30.8%,30.8%,46.2%,23.1%,30.8%,45.5%
Jake McCarthy LHB,N/A,18,4.80,1,1,0.250,0.278,0.438,0.188,0.301,5.6%,13.3%,27.8%,8.2%,86.7,8.3%,-,16.7%,50.0%,41.7%,70.9,10.7%,21.4%,10.7%,96.6%,16.7%,50.0%,25.0%,41.7%,58.3%,16.7%,25.0%,50.0%
Willi Castro SHB,N/A,16,4.80,1,2,0.333,0.500,0.667,0.333,0.484,25.0%,28.2%,25.0%,14.5%,98.7,12.5%,12.5%,25.0%,75.0%,50.0%,72.8,27.3%,21.2%,6.1%,86.8%,50.0%,25.0%,25.0%,25.0%,50.0%,37.5%,12.5%,25.0%
TJ Rumfield LHB,N/A,15,4.00,1,1,0.273,0.400,0.636,0.364,0.419,13.3%,26.7%,13.3%,13.3%,89.4,-,-,10.0%,40.0%,40.0%,70.1,11.5%,26.9%,7.7%,89.7%,40.0%,25.0%,20.0%,30.0%,40.0%,40.0%,20.0%,44.4%
Kyle Karros RHB,N/A,17,4.00,0,0,0.214,0.353,0.214,-,0.276,11.8%,31.6%,35.3%,12.0%,89.3,-,-,12.5%,25.0%,37.5%,70.7,5.9%,23.5%,11.8%,89.5%,37.5%,0.0%,25.0%,37.5%,37.5%,50.0%,12.5%,53.3%
Tyler Freeman RHB,N/A,17,4.00,0,2,0.333,0.412,0.467,0.133,0.383,11.8%,6.9%,5.9%,2.9%,94.3,7.1%,7.1%,7.1%,57.1%,28.6%,69.8,11.5%,38.5%,26.9%,89.7%,21.4%,0.0%,35.7%,42.9%,14.3%,50.0%,35.7%,15.8%
Troy Johnston LHB,N/A,17,4.80,0,0,0.286,0.412,0.357,0.071,0.346,17.6%,35.9%,29.4%,16.3%,91.5,-,-,22.2%,33.3%,44.4%,68.7,2.8%,19.4%,5.6%,92.3%,11.1%,0.0%,55.6%,33.3%,55.6%,22.2%,22.2%,40.9%
Sterlin Thompson LHB,N/A,15,3.60,0,1,0.143,0.200,0.214,0.071,0.187,6.7%,27.6%,33.3%,11.8%,91.8,-,-,-,55.6%,22.2%,75.6,61.5%,19.2%,15.4%,89.7%,22.2%,0.0%,22.2%,55.6%,22.2%,44.4%,33.3%,43.8%
Brett Sullivan LHB,N/A,15,2.60,0,1,-,0.067,-,-,0.043,6.7%,18.2%,20.0%,10.0%,85.2,-,-,9.1%,36.4%,18.2%,66.8,-,26.7%,3.3%,93.8%,27.3%,0.0%,9.1%,36.4%,45.5%,27.3%,27.3%,38.5%
Edouard Julien LHB,N/A,14,3.00,0,0,0.182,0.357,0.273,0.091,0.293,21.4%,3.4%,7.1%,1.4%,86.4,-,-,30.0%,50.0%,40.0%,72.3,15.4%,23.1%,7.7%,89.7%,20.0%,0.0%,30.0%,40.0%,60.0%,30.0%,10.0%,37.5%
Chad Stevens RHB,N/A,6,2.00,0,0,0.200,0.167,0.200,-,0.148,-,33.3%,33.3%,15.6%,86.7,-,-,-,25.0%,50.0%,72.2,25.0%,16.7%,-,92.3%,50.0%,0.0%,50.0%,-,-,50.0%,50.0%,55.6%
Braxton Fulford RHB,N/A,5,2.20,0,0,0.200,0.200,0.200,-,0.178,-,20.0%,20.0%,9.1%,85.8,-,-,-,25.0%,50.0%,66.7,-,60.0%,20.0%,100.0%,25.0%,0.0%,50.0%,25.0%,25.0%,50.0%,25.0%,0.0%
