Matchup,WSH @ SF
Pitcher,Foster Griffin
Pitcher Team,WSH
Opposing Team,SF

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,72.0,297,0.216,0.301,0.409,0.193,1.10,14,1.75,7.1%,24.5%,23.2%,19.7%,11.2%,8.62,58.4%,5.7%,12.4%,38.3%,29.9%,21.7%,21.4%
vsLHB,20.2,84,0.173,0.269,0.347,0.173,0.92,3,1.31,7.1%,27.7%,26.2%,20.0%,12.3%,9.58,61.9%,4.8%,11.3%,34.0%,32.1%,17.6%,24.5%
vsRHB,51.1,213,0.232,0.314,0.433,0.201,1.17,11,1.93,7.0%,23.3%,22.1%,19.6%,10.8%,8.24,57.0%,6.1%,12.8%,39.9%,29.1%,23.3%,20.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Willy Adames RHB,,+516,17,18,4.40,1,1,0.235,0.278,0.588,0.353,0.363,5.6%,25.8%,22.2%,14.3%,86.1,273.0,3,1,23.1%,15.4%,30.8%,46.2%,61.5%,72.8,34.5%,20.7%,13.8%,93.5%,38.5%,20.0%,30.8%,30.8%,61.5%,30.8%,7.7%,26.7%
Rafael Devers LHB,,+556,20,17,4.80,1,1,0.143,0.294,0.429,0.286,0.313,17.6%,53.1%,41.2%,23.3%,96.7,318.1,3,2,28.6%,14.3%,14.3%,57.1%,42.9%,72.2,17.2%,20.7%,13.8%,90.6%,42.9%,33.3%,28.6%,28.6%,42.9%,42.9%,14.3%,38.9%
Casey Schmitt RHB,,+441,25,13,5.00,1,1,0.385,0.385,0.692,0.308,0.465,-,26.7%,7.7%,13.6%,89.1,249.9,3,2,16.7%,8.3%,25.0%,25.0%,66.7%,73.1,33.3%,33.3%,11.1%,93.1%,33.3%,25.0%,41.7%,16.7%,25.0%,50.0%,25.0%,40.0%
Luis Arraez LHB,,+1540,14,20,5.00,0,0,0.250,0.350,0.250,-,0.282,5.0%,17.1%,20.0%,8.7%,80.6,221.5,1,0,-,-,-,7.7%,23.1%,63.0,-,23.3%,3.3%,90.9%,15.4%,0.0%,23.1%,53.8%,30.8%,38.5%,30.8%,26.3%
Daniel Susac RHB,,+775,5,14,4.20,0,0,0.214,0.214,0.214,-,0.191,-,21.4%,14.3%,12.0%,85.1,244.5,1,0,-,-,8.3%,33.3%,25.0%,67.9,4.0%,28.0%,12.0%,89.3%,8.3%,0.0%,16.7%,75.0%,41.7%,41.7%,16.7%,41.7%
Matt Chapman RHB,,+660,21,13,4.20,0,0,0.143,0.538,0.143,-,0.368,46.2%,31.6%,15.4%,11.8%,90.2,203.5,1,0,-,-,20.0%,20.0%,20.0%,76.8,73.3%,6.7%,6.7%,88.2%,40.0%,0.0%,40.0%,-,20.0%,40.0%,40.0%,40.0%
Drew Gilbert LHB,—,N/A,2,13,2.40,0,0,-,-,-,-,-,-,31.8%,30.8%,17.1%,75.6,195.5,0,0,-,-,-,11.1%,-,69.1,5.9%,29.4%,-,81.0%,22.2%,0.0%,-,66.7%,33.3%,55.6%,11.1%,72.7%
Jung Hoo Lee LHB,,+1280,11,12,4.60,0,0,0.364,0.417,0.364,-,0.357,-,27.8%,8.3%,12.2%,85.5,200.7,0,0,-,-,20.0%,10.0%,40.0%,67.6,-,35.7%,-,87.5%,10.0%,0.0%,50.0%,40.0%,60.0%,20.0%,20.0%,21.4%
Bryce Eldridge LHB,,+690,2,10,4.60,0,1,0.500,0.600,0.625,0.125,0.524,20.0%,12.0%,10.0%,5.7%,88.8,243.3,1,1,14.3%,14.3%,42.9%,57.1%,42.9%,73.6,50.0%,20.0%,10.0%,80.0%,42.9%,0.0%,28.6%,28.6%,71.4%,28.6%,-,30.8%
Eric Haase RHB,,+770,1,7,3.60,0,0,0.200,0.429,0.200,-,0.313,28.6%,37.5%,14.3%,16.7%,77.5,189.8,0,0,-,-,-,-,25.0%,72.1,14.3%,14.3%,-,87.5%,-,-,25.0%,50.0%,50.0%,25.0%,25.0%,25.0%
Jonah Cox RHB,,+1000,2,6,2.20,0,0,0.333,0.333,0.667,0.333,0.418,-,70.0%,66.7%,53.8%,89.3,279.2,1,0,-,-,-,50.0%,100.0%,66.7,-,20.0%,-,100.0%,50.0%,0.0%,50.0%,-,-,-,100.0%,50.0%
Victor Bericoto RHB,,+725,11,6,2.00,0,0,0.167,0.167,0.167,-,0.148,-,40.0%,66.7%,20.7%,92.4,-,0,0,-,-,-,50.0%,-,75.6,66.7%,8.3%,8.3%,80.0%,-,-,-,100.0%,100.0%,-,-,0.0%
Buddy Kennedy RHB,—,N/A,8,2,1.40,0,0,-,-,-,-,-,-,40.0%,100.0%,18.2%,-,-,0,0,-,-,-,-,-,70.6,-,-,-,80.0%,-,-,-,-,-,-,-,0.0%
