Matchup,BOS @ BAL
Pitcher,Sonny Gray
Pitcher Team,BOS
Opposing Team,BAL

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,17.1,1.27,="18-71",.254,.437,0.183,3,4,0,4,21.1,4,.303,.740
Batting Second,18.0,1.44,="18-66",.273,.470,0.197,3,4,0,10,21.3,8,.347,.817
Batting Third,20.0,0.80,="15-69",.217,.217,0.000,0,0,0,3,22.5,1,.239,.456
Batting Fourth,16.0,1.38,="17-63",.270,.413,0.143,2,3,0,7,17.4,5,.333,.746
Batting Fifth,17.2,0.74,="9-61",.148,.246,0.098,1,3,0,3,22.7,4,.212,.458
Batting Sixth,14.0,1.36,="16-57",.281,.596,0.315,3,7,1,8,19.7,3,.328,.924
Batting Seventh,12.1,1.78,="19-54",.352,.500,0.148,1,5,0,2,21.1,3,.386,.886
Batting Eighth,14.0,1.14,="10-50",.200,.340,0.140,2,1,0,3,29.8,6,.281,.621
Batting Ninth,13.2,0.95,="10-50",.200,.260,0.060,0,3,0,4,22.2,3,.241,.501

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Jackson Holliday LHB,Batting First ​,="16-63",.254,.349,0.095,1,3,0,6,15.2,2,.273,.622
Blaze Alexander RHB,Batting Ninth ​,="42-143",.294,.364,0.070,0,8,1,14,27.2,10,.342,.706
Gunnar Henderson LHB,Batting Third ​,="22-108",.204,.389,0.185,3,5,3,9,18.6,18,.333,.722
Pete Alonso RHB,Batting Fourth ​,="63-255",.247,.475,0.228,16,10,0,49,23.8,34,.340,.815
Samuel Basallo LHB,Batting Fifth ​,="45-201",.224,.403,0.179,9,7,1,32,25.1,19,.291,.694
Heston Kjerstad LHB,Batting Sixth ​,="0-1",.000,.000,0.000,0,0,0,0,0.0,0,.000,.000
Christian Encarnacion-Strand RHB,Batting Seventh ​,="4-11",.364,.636,0.272,1,0,0,2,27.3,0,.364,1.000
Dylan Beavers LHB,Batting Eighth ​,="4-20",.200,.300,0.100,0,2,0,5,20.8,4,.333,.633
Colton Cowser LHB,Batting Ninth ​,="5-29",.172,.414,0.242,2,1,0,5,25.8,2,.226,.640
