Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-06-05,Coors Field,MIL @ COL,8:40,+27%,+19%,+17%,+31%,+0.60,+0.68,+1.79,+2.74,+20%,+30%,+16%,+32%,+0.46,+1.05,+1.66,+2.82,+6%,-11%,+1%,-1%,+0.14,-0.37,+0.14,-0.08
2026-06-05,Wrigley Field,SF  @ CHC,2:20,+51%,-2%,+2%,+24%,+1.14,-0.08,+0.19,+2.10,-2%,-10%,-3%,-7%,-0.05,-0.36,-0.33,-0.59,+53%,+8%,+5%,+31%,+1.19,+0.29,+0.52,+2.69
2026-06-05,Citizens Bank Park,CHW @ PHI,6:40,+22%,0%,+2%,+12%,+0.50,-0.01,+0.17,+1.01,+15%,-3%,-2%,+5%,+0.33,-0.11,-0.18,+0.43,+7%,+3%,+3%,+7%,+0.17,+0.10,+0.34,+0.58
2026-06-05,Target Field,KC  @ MIN,8:15,0%,+8%,+4%,+7%,0.00,+0.26,+0.42,+0.61,-7%,+2%,+2%,+1%,-0.15,+0.07,+0.26,+0.08,+6%,+5%,+1%,+6%,+0.14,+0.19,+0.16,+0.53
2026-06-05,Chase Field,WAS @ ARI,9:40,-8%,+11%,+0%,+1%,-0.19,+0.40,+0.04,+0.05,-8%,+13%,+1%,+2%,-0.18,+0.46,+0.05,+0.14,-1%,-2%,0%,-1%,-0.01,-0.06,-0.01,-0.08
2026-06-05,Comerica Park,SEA @ DET,6:40,-6%,-8%,+10%,-1%,-0.13,-0.28,+1.10,-0.06,-10%,+2%,+6%,-1%,-0.23,+0.07,+0.63,-0.09,+5%,-10%,+4%,+0%,+0.10,-0.35,+0.47,+0.03
2026-06-05,Busch Stadium,CIN @ STL,8:15,+6%,+2%,-1%,-1%,+0.13,+0.06,-0.11,-0.09,-10%,-5%,+4%,-6%,-0.22,-0.19,+0.46,-0.54,+16%,+7%,-5%,+5%,+0.35,+0.25,-0.57,+0.44
2026-06-05,Dodger Stadium,LAA @ LAD,10:10,+18%,-7%,-9%,-3%,+0.41,-0.23,-0.95,-0.30,+18%,-4%,-5%,+1%,+0.41,-0.14,-0.51,+0.06,0%,-3%,-4%,-4%,-0.01,-0.09,-0.43,-0.36
2026-06-05,Truist Park,PIT @ ATL,7:15,-5%,-2%,0%,-3%,-0.11,-0.06,-0.04,-0.30,-2%,-6%,+1%,-3%,-0.05,-0.22,+0.15,-0.28,-3%,+5%,-2%,0%,-0.06,+0.16,-0.19,-0.03
2026-06-05,Rogers Centre,BAL @ TOR,7:07,+9%,-7%,-3%,-4%,+0.20,-0.26,-0.34,-0.31,+7%,-2%,-2%,-2%,+0.15,-0.08,-0.25,-0.14,+2%,-5%,-1%,-2%,+0.05,-0.17,-0.10,-0.17
2026-06-05,Yankee Stadium,BOS @ NYY,7:05,+7%,-14%,-6%,-4%,+0.16,-0.49,-0.61,-0.38,+2%,-11%,-6%,-5%,+0.05,-0.39,-0.59,-0.45,+5%,-3%,0%,+1%,+0.12,-0.10,-0.02,+0.08
2026-06-05,LoanDepot Park,TB  @ MIA,7:10,-13%,+2%,-2%,-5%,-0.29,+0.07,-0.18,-0.43,-14%,+0%,-1%,-5%,-0.30,+0.01,-0.08,-0.46,+1%,+2%,-1%,+0%,+0.01,+0.06,-0.10,+0.03
2026-06-05,Daikin Park,ATH @ HOU,8:10,+4%,-11%,-4%,-5%,+0.09,-0.39,-0.43,-0.44,+5%,-11%,-4%,-5%,+0.10,-0.40,-0.46,-0.46,0%,+0%,+0%,+0%,-0.01,+0.01,+0.03,+0.02
2026-06-05,Globe Life Field,CLE @ TEX,8:15,-11%,-8%,-2%,-8%,-0.25,-0.28,-0.17,-0.69,-10%,-8%,-1%,-7%,-0.23,-0.29,-0.14,-0.65,-1%,+0%,0%,0%,-0.02,+0.01,-0.02,-0.04
2026-06-05,Petco Park,NYM @ SD,9:40,-2%,-17%,-4%,-8%,-0.04,-0.61,-0.40,-0.72,-4%,-12%,-4%,-7%,-0.09,-0.40,-0.48,-0.64,+2%,-6%,+1%,-1%,+0.05,-0.21,+0.08,-0.08
