Matchup,LAA @ LAD
Pitcher,Roki Sasaki
Pitcher Team,LAD
Opposing Team,LAA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,51.0,222,0.251,0.340,0.462,0.211,1.35,10,1.76,8.6%,28.9%,22.5%,18.5%,14.4%,8.82,59.5%,7.4%,11.4%,44.3%,28.2%,21.4%,12.1%
vsLHB,28.2,126,0.265,0.339,0.442,0.177,1.50,5,1.57,10.3%,29.2%,21.4%,16.8%,14.7%,8.48,52.4%,7.5%,9.3%,43.0%,30.2%,19.2%,11.6%
vsRHB,22.1,96,0.233,0.341,0.488,0.256,1.16,5,2.01,6.2%,28.5%,24.0%,20.9%,14.0%,9.27,68.8%,7.1%,14.3%,46.0%,25.4%,25.0%,12.7%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jo Adell RHB,N/A,16,4.00,2,2,0.188,0.188,0.625,0.438,0.342,-,16.2%,18.8%,9.8%,94.9,23.1%,7.7%,15.4%,69.2%,23.1%,76.8,61.1%,25.0%,19.4%,97.3%,38.5%,40.0%,15.4%,30.8%,30.8%,61.5%,7.7%,53.8%
Wade Meckler LHB,N/A,22,3.80,1,3,0.450,0.500,0.700,0.250,0.513,9.1%,11.1%,9.1%,5.6%,85.8,11.1%,5.6%,33.3%,44.4%,55.6%,71.4,12.5%,45.8%,20.8%,92.3%,27.8%,20.0%,38.9%,33.3%,61.1%,5.6%,33.3%,45.0%
Zach Neto RHB,N/A,16,4.40,1,1,0.462,0.562,0.923,0.462,0.607,12.5%,22.7%,18.8%,10.4%,92.8,10.0%,10.0%,20.0%,40.0%,40.0%,72.2,18.2%,31.8%,13.6%,100.0%,30.0%,33.3%,40.0%,30.0%,40.0%,50.0%,10.0%,38.5%
Oswald Peraza RHB,N/A,13,4.60,1,1,0.455,0.538,0.727,0.273,0.541,7.7%,30.8%,15.4%,17.8%,94.0,11.1%,-,22.2%,55.6%,55.6%,72.2,40.9%,22.7%,13.6%,84.6%,22.2%,50.0%,44.4%,22.2%,22.2%,22.2%,44.4%,38.5%
Vaughn Grissom RHB,N/A,13,4.60,1,2,0.200,0.308,0.600,0.400,0.365,7.7%,28.0%,23.1%,12.1%,93.3,12.5%,-,25.0%,37.5%,37.5%,70.6,20.0%,30.0%,5.0%,80.0%,75.0%,16.7%,12.5%,-,25.0%,37.5%,37.5%,0.0%
Logan O'Hoppe RHB,N/A,9,3.80,1,2,0.375,0.444,0.875,0.500,0.545,11.1%,14.3%,11.1%,6.7%,87.7,28.6%,14.3%,28.6%,28.6%,28.6%,71.3,16.7%,33.3%,16.7%,85.7%,57.1%,25.0%,14.3%,14.3%,28.6%,14.3%,57.1%,33.3%
Mike Trout RHB,N/A,16,4.60,0,0,0.200,0.500,0.200,-,0.355,37.5%,23.7%,25.0%,8.3%,99.2,33.3%,-,-,83.3%,66.7%,74.3,41.7%,13.9%,11.1%,100.0%,33.3%,0.0%,50.0%,16.7%,16.7%,50.0%,33.3%,6.9%
Donovan Walton LHB,N/A,14,4.00,0,0,0.214,0.214,0.214,-,0.191,-,33.3%,14.3%,18.5%,89.9,8.3%,-,16.7%,41.7%,33.3%,67.7,-,28.6%,8.6%,97.2%,33.3%,0.0%,25.0%,41.7%,50.0%,25.0%,25.0%,44.4%
Jorge Soler RHB,N/A,13,4.20,0,0,0.154,0.154,0.308,0.154,0.193,-,45.7%,61.5%,23.9%,79.9,-,-,-,20.0%,40.0%,73.8,39.4%,6.1%,3.0%,94.3%,20.0%,0.0%,20.0%,60.0%,40.0%,40.0%,20.0%,62.5%
Sebastián Rivero RHB,N/A,11,3.80,0,0,0.111,0.273,0.111,-,0.199,18.2%,33.3%,36.4%,19.4%,79.7,-,-,-,-,-,71.1,16.7%,6.7%,-,83.3%,20.0%,0.0%,-,60.0%,40.0%,40.0%,20.0%,25.0%
Adam Frazier LHB,N/A,10,2.20,0,0,0.222,0.300,0.333,0.111,0.281,10.0%,50.0%,50.0%,23.1%,83.9,-,-,50.0%,25.0%,50.0%,64.9,-,6.7%,-,88.2%,25.0%,0.0%,50.0%,25.0%,50.0%,50.0%,-,25.0%
Jose Siri RHB,N/A,3,3.20,0,0,0.333,0.333,0.333,-,0.297,-,50.0%,33.3%,22.2%,82.0,-,-,-,-,100.0%,73.3,28.6%,14.3%,-,87.5%,-,-,100.0%,-,-,-,100.0%,20.0%
Nick Madrigal RHB,N/A,3,2.40,0,0,0.667,0.667,0.667,-,0.593,-,12.5%,33.3%,9.1%,95.5,-,-,50.0%,50.0%,50.0%,64.6,-,28.6%,14.3%,87.5%,-,-,50.0%,50.0%,50.0%,-,50.0%,100.0%
