Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Salvador Perez","KC","Jack Leiter","TEX","3","1.000","1.00","2.33","3.33","0","1","0","2","3","4","10","0.0","1.000","0"
"Joc Pederson","TEX","Michael Wacha","KC","26","0.269","0.28","0.38","0.65","2","2","1","2","5","3","17","23.1","0.345","3"
"Colson Montgomery","CWS","Keider Montero","DET","1","1.000","0.00","3.00","4.00","0","0","0","1","1","2","4","0.0","1.000","0"
"Spencer Horwitz","PIT","Zebby Matthews","MIN","2","1.000","1.00","1.50","2.50","1","0","0","1","1","2","5","0.0","1.000","0"
"Miguel Andujar","SD","Zack Littell","WSH","3","0.333","0.00","1.00","1.33","0","0","0","1","1","3","4","33.3","0.333","0"
"Vinnie Pasquantino","KC","Jack Leiter","TEX","4","0.250","0.00","0.75","1.00","0","0","0","1","1","2","4","25.0","0.400","1"
"Bobby Witt Jr.","KC","Jack Leiter","TEX","4","0.500","0.50","1.00","1.50","0","1","0","1","2","1","6","25.0","0.667","2"
"Wenceel Perez","DET","Sean Burke","CWS","4","0.500","0.50","0.75","1.25","1","0","0","1","1","1","5","25.0","0.600","1"
"Kyle Schwarber","PHI","Yoshinobu Yamamoto","LAD","4","0.250","0.00","0.75","1.00","0","0","0","1","1","1","4","0.0","0.400","1"
"Nick Castellanos","SD","Zack Littell","WSH","4","0.500","0.50","1.00","1.50","0","1","0","1","2","1","6","25.0","0.500","0"
"Mitch Garver","SEA","Merrill Kelly","ARI","5","0.200","0.00","0.60","0.80","0","0","0","1","1","1","4","20.0","0.200","0"
"JP Crawford","SEA","Merrill Kelly","ARI","5","0.600","0.67","0.80","1.40","1","1","0","1","2","1","7","20.0","0.750","3"
"James Wood","WSH","Griffin Canning","SD","7","0.429","0.40","0.57","1.00","1","1","0","1","2","2","7","14.3","0.556","2"
"CJ Abrams","WSH","Griffin Canning","SD","8","0.500","0.50","0.63","1.13","1","2","0","1","3","2","9","12.5","0.500","0"
"Randy Arozarena","SEA","Merrill Kelly","ARI","8","0.500","0.60","0.38","0.88","3","0","0","1","1","1","7","25.0","0.500","0"
"Ty France","SD","Zack Littell","WSH","12","0.250","0.22","0.25","0.50","2","0","0","1","1","2","6","16.7","0.308","0"
"Ramon Laureano","SD","Zack Littell","WSH","15","0.333","0.33","0.20","0.53","4","0","0","1","1","3","8","13.3","0.412","2"
"Vladimir Guerrero Jr.","TOR","Kyle Bradish","BAL","19","0.316","0.29","0.16","0.47","5","0","0","1","1","3","9","5.3","0.409","2"
"George Springer","TOR","Kyle Bradish","BAL","19","0.421","0.44","0.42","0.84","2","5","0","1","6","3","16","10.5","0.421","0"
"Jackson Merrill","SD","Zack Littell","WSH","2","0.500","1.00","1.00","1.50","0","0","1","0","1","1","3","50.0","0.500","0"
"Kyle Karros","COL","Robbie Ray","SF","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Michael Harris II","ATL","Nick Lodolo","CIN","2","0.500","0.50","1.00","1.50","0","0","1","0","1","1","3","0.0","0.500","0"
"Dillon Dingler","DET","Sean Burke","CWS","3","0.667","1.00","0.33","1.00","1","1","0","0","1","1","3","33.3","0.667","0"
"David Fry","CLE","Ranger Suarez","BOS","3","0.667","0.67","0.33","1.00","1","1","0","0","1","2","3","0.0","0.667","0"
"Austin Riley","ATL","Nick Lodolo","CIN","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Matt Chapman","SF","Tanner Gordon","COL","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Jacob Young","WSH","Griffin Canning","SD","4","0.250","0.33","0.25","0.50","0","1","0","0","1","0","2","25.0","0.250","0"
"Connor Wong","BOS","Tanner Bibee","CLE","4","0.500","1.00","0.25","0.75","1","1","0","0","1","0","3","50.0","0.500","0"
"Danny Jansen","TEX","Michael Wacha","KC","4","0.250","0.50","0.25","0.50","0","1","0","0","1","1","2","50.0","0.200","0"
"Jonah Heim","ATH","Will Warren","NYY","4","0.250","0.50","0.25","0.50","0","1","0","0","1","0","2","50.0","0.250","0"
"Brandon Nimmo","TEX","Michael Wacha","KC","4","0.250","0.25","0.25","0.50","0","1","0","0","1","1","2","0.0","0.500","2"
"J.T. Realmuto","PHI","Yoshinobu Yamamoto","LAD","4","0.500","0.67","0.25","0.75","1","1","0","0","1","0","3","25.0","0.500","0"
"Eugenio Suarez","CIN","Spencer Strider","ATL","4","0.750","0.75","0.50","1.25","1","2","0","0","2","2","5","0.0","0.750","0"
"Jarren Duran","BOS","Tanner Bibee","CLE","5","0.200","0.20","0.20","0.40","0","1","0","0","1","0","2","0.0","0.200","0"
"Trea Turner","PHI","Yoshinobu Yamamoto","LAD","5","0.400","0.40","0.20","0.60","1","1","0","0","1","0","3","0.0","0.500","1"
"Xander Bogaerts","SD","Zack Littell","WSH","5","0.400","0.40","0.20","0.60","1","1","0","0","1","1","3","0.0","0.400","0"
"Nick Kurtz","ATH","Will Warren","NYY","7","0.429","0.75","0.14","0.57","2","1","0","0","1","0","4","42.9","0.500","1"
"Evan Carter","TEX","Michael Wacha","KC","8","0.375","0.43","0.25","0.63","2","0","1","0","1","3","5","12.5","0.375","0"
